protein,protein_id
CCDC25,pCCDC25
TMEM100,pTMEM100
TMEM140,pTMEM140
C19orf66,pC19orf66
CSGALNACT2,pCSGALNACT2
NOP10,pNOP10
KLK15,pKLK15
ASAP3,pASAP3
TBC1D22B,pTBC1D22B
CCDC94,pCCDC94
CARKD,pCARKD
DHX32,pDHX32
TBC1D23,pTBC1D23
ZNF415,pZNF415
FAM63A,pFAM63A
BRK1,pBRK1
BEX1,pBEX1
ZNF302,pZNF302
TMEM234,pTMEM234
PCDHB14,pPCDHB14
TEX13A,pTEX13A
FAM214A,pFAM214A
CABP5,pCABP5
CCL28,pCCL28
TMPRSS4,pTMPRSS4
NRIP3,pNRIP3
LGALS14,pLGALS14
FEM1C,pFEM1C
SMCO4,pSMCO4
LHX9,pLHX9
ADCK3,pADCK3
TMEM159,pTMEM159
SCYL3,pSCYL3
VARS2,pVARS2
ADAMTSL3,pADAMTSL3
SPRYD7,pSPRYD7
LYRM2,pLYRM2
ZNF286A,pZNF286A
ZNF490,pZNF490
ZNF471,pZNF471
NYAP2,pNYAP2
CCDC146,pCCDC146
COL20A1,pCOL20A1
BEND3,pBEND3
RNF213,pRNF213
ZNF317,pZNF317
NCOA5,pNCOA5
ANKRD36B,pANKRD36B
DMRT3,pDMRT3
MID1IP1,pMID1IP1
TMEM8A,pTMEM8A
PPCDC,pPPCDC
SCOC,pSCOC
SLC22A23,pSLC22A23
THADA,pTHADA
GPSM3,pGPSM3
PRDM14,pPRDM14
SMOC1,pSMOC1
TNMD,pTNMD
EDDM3B,pEDDM3B
ROBO3,pROBO3
CSRNP1,pCSRNP1
SMAP2,pSMAP2
METTL17,pMETTL17
CCDC136,pCCDC136
PCED1A,pPCED1A
AEN,pAEN
NDRG4,pNDRG4
GPBP1,pGPBP1
ZFP69B,pZFP69B
MPPE1,pMPPE1
BRD9,pBRD9
GRAMD3,pGRAMD3
AACS,pAACS
ZBTB10,pZBTB10
BOLL,pBOLL
C7orf49,pC7orf49
LRFN4,pLRFN4
SCNM1,pSCNM1
TMEM106C,pTMEM106C
C20orf195,pC20orf195
ZFYVE21,pZFYVE21
ATG9A,pATG9A
FASTKD3,pFASTKD3
C9orf16,pC9orf16
PLEKHF1,pPLEKHF1
C17orf62,pC17orf62
WDR25,pWDR25
TMEM231,pTMEM231
CCNJL,pCCNJL
SNRNP25,pSNRNP25
ARSJ,pARSJ
C3orf52,pC3orf52
ZNF329,pZNF329
ZC2HC1C,pZC2HC1C
ZNF419,pZNF419
GSDMD,pGSDMD
LONRF3,pLONRF3
CCDC102B,pCCDC102B
CSPP1,pCSPP1
RBFA,pRBFA
TNIP3,pTNIP3
SYNDIG1,pSYNDIG1
ELOVL7,pELOVL7
ZFP2,pZFP2
ZNF614,pZNF614
RPF1,pRPF1
ACSF2,pACSF2
EFHC2,pEFHC2
ZKSCAN3,pZKSCAN3
KIAA1683,pKIAA1683
PRR3,pPRR3
APOL6,pAPOL6
APOL4,pAPOL4
SLC38A1,pSLC38A1
GDPD5,pGDPD5
TSSK3,pTSSK3
CCDC70,pCCDC70
TTC25,pTTC25
FAM110A,pFAM110A
RHNO1,pRHNO1
SETDB2,pSETDB2
KRTAP3-1,pKRTAP3-1
KRTAP3-2,pKRTAP3-2
KRTAP9-2,pKRTAP9-2
KATNAL1,pKATNAL1
PLEKHN1,pPLEKHN1
SLC41A2,pSLC41A2
C19orf44,pC19orf44
SPATC1L,pSPATC1L
TCHP,pTCHP
YIPF4,pYIPF4
EIF1AD,pEIF1AD
NAA38,pNAA38
GFM2,pGFM2
DCTN5,pDCTN5
ZNF559,pZNF559
PGBD1,pPGBD1
ABHD1,pABHD1
BEX2,pBEX2
CRACR2A,pCRACR2A
NFKBID,pNFKBID
GPR128,pGPR128
ARHGEF39,pARHGEF39
ZNF341,pZNF341
SLC35B4,pSLC35B4
ZNF587,pZNF587
FAM83A,pFAM83A
TMEM241,pTMEM241
KRTAP9-4,pKRTAP9-4
KRTAP4-2,pKRTAP4-2
KRTAP3-3,pKRTAP3-3
KRTAP2-4,pKRTAP2-4
RIMBP3,pRIMBP3
GGACT,pGGACT
RSPH1,pRSPH1
NAV2,pNAV2
LHX4,pLHX4
TSR2,pTSR2
TMEM41A,pTMEM41A
ZNF625,pZNF625
ZNF439,pZNF439
CEP95,pCEP95
ZNF697,pZNF697
DHX57,pDHX57
LMF2,pLMF2
PCED1B,pPCED1B
CCDC114,pCCDC114
SYCE1,pSYCE1
ZNF101,pZNF101
KRT71,pKRT71
MAL2,pMAL2
CYGB,pCYGB
PNMA5,pPNMA5
MRFAP1L1,pMRFAP1L1
PTPMT1,pPTPMT1
DHRS1,pDHRS1
CMTM5,pCMTM5
EXOC3-AS1,pEXOC3-AS1
HSPA12B,pHSPA12B
SNAP47,pSNAP47
CATSPER1,pCATSPER1
CIB3,pCIB3
ZNF488,pZNF488
MORN4,pMORN4
PIH1D2,pPIH1D2
PRR20A,pPRR20A
FSD2,pFSD2
SNX20,pSNX20
SLC43A2,pSLC43A2
TBC1D16,pTBC1D16
KRT40,pKRT40
ZNF543,pZNF543
ZNF440,pZNF440
ZNF792,pZNF792
MAB21L3,pMAB21L3
C1orf216,pC1orf216
C22orf39,pC22orf39
TMEM150A,pTMEM150A
BBS5,pBBS5
SPATA3,pSPATA3
TMEM182,pTMEM182
RIPPLY2,pRIPPLY2
ZNF786,pZNF786
CCDC26,pCCDC26
ZNF572,pZNF572
UBXN2B,pUBXN2B
PTRH1,pPTRH1
KRTAP13-1,pKRTAP13-1
SELM,pSELM
SIRPA,pSIRPA
DYDC1,pDYDC1
MIPOL1,pMIPOL1
SPATA8,pSPATA8
TEKT5,pTEKT5
CCDC64B,pCCDC64B
ZNF785,pZNF785
MGAT5B,pMGAT5B
RTN4RL1,pRTN4RL1
CD300LG,pCD300LG
TMEM199,pTMEM199
ZNF578,pZNF578
ZNF418,pZNF418
ZNF417,pZNF417
TMEM190,pTMEM190
ZNF555,pZNF555
PDIK1L,pPDIK1L
TEKT4,pTEKT4
THAP6,pTHAP6
SLC25A48,pSLC25A48
C6orf165,pC6orf165
IQUB,pIQUB
ZNF425,pZNF425
FAM154A,pFAM154A
RBMY1F,pRBMY1F
CCDC67,pCCDC67
PATE1,pPATE1
ZNF320,pZNF320
ZNF846,pZNF846
ZNF564,pZNF564
ZNF433,pZNF433
ZNF567,pZNF567
SYNE4,pSYNE4
CCDC116,pCCDC116
ZBTB49,pZBTB49
CDC20B,pCDC20B
LCA5,pLCA5
ZNF679,pZNF679
ZNF169,pZNF169
PPP1R18,pPPP1R18
FAM9B,pFAM9B
FAM71C,pFAM71C
CCER1,pCCER1
ZNF778,pZNF778
LCE4A,pLCE4A
TMEM218,pTMEM218
SPERT,pSPERT
FAM124A,pFAM124A
FAM13C,pFAM13C
FGD2,pFGD2
ZBTB9,pZBTB9
ATXN7L1,pATXN7L1
ZBTB38,pZBTB38
TSGA10IP,pTSGA10IP
WFDC10B,pWFDC10B
LINC01588,pLINC01588
ZDHHC22,pZDHHC22
ZNF763,pZNF763
ZNF844,pZNF844
FAM71E2,pFAM71E2
SEC14L4,pSEC14L4
RPUSD3,pRPUSD3
RNF175,pRNF175
C5orf60,pC5orf60
CEP57L1,pCEP57L1
TRIM42,pTRIM42
KRTAP13-3,pKRTAP13-3
ADAMTSL5,pADAMTSL5
KLHL38,pKLHL38
CLEC18A,pCLEC18A
LCE1B,pLCE1B
LCE2A,pLCE2A
LCE2D,pLCE2D
LCE3C,pLCE3C
LCE3E,pLCE3E
KRTAP12-2,pKRTAP12-2
KRTAP12-1,pKRTAP12-1
ZNF699,pZNF699
KRTAP10-9,pKRTAP10-9
KRTAP10-1,pKRTAP10-1
KRTAP10-11,pKRTAP10-11
KRTAP10-8,pKRTAP10-8
KRTAP10-3,pKRTAP10-3
KRTAP12-4,pKRTAP12-4
KRTAP26-1,pKRTAP26-1
POC1B,pPOC1B
TSPAN14,pTSPAN14
TSPAN33,pTSPAN33
TSPAN10,pTSPAN10
RTEL1,pRTEL1
PTF1A,pPTF1A
TMEM30A,pTMEM30A
EPN2,pEPN2
BCL9,pBCL9
BCL9L,pBCL9L
MYBPC1,pMYBPC1
DNA2,pDNA2
PHF6,pPHF6
RHOF,pRHOF
CDX1,pCDX1
ZFHX4,pZFHX4
MTM1,pMTM1
SETX,pSETX
C22orf29,pC22orf29
HORMAD1,pHORMAD1
ALS2CR11,pALS2CR11
TMPRSS12,pTMPRSS12
STAC2,pSTAC2
MTCL1,pMTCL1
PHOX2B,pPHOX2B
SPRED3,pSPRED3
GPM6A,pGPM6A
MN1,pMN1
C17orf49,pC17orf49
GATAD1,pGATAD1
CHAMP1,pCHAMP1
CXCR5,pCXCR5
FAM110C,pFAM110C
SSTR5,pSSTR5
STIL,pSTIL
ATG4D,pATG4D
NAPG,pNAPG
TP53INP2,pTP53INP2
NANOS1,pNANOS1
NANOS2,pNANOS2
NANOS3,pNANOS3
EMC7,pEMC7
EMC1,pEMC1
EMC3,pEMC3
TXNDC16,pTXNDC16
DDI1,pDDI1
ANKRD13A,pANKRD13A
L1TD1,pL1TD1
SOBP,pSOBP
GSAP,pGSAP
AATK,pAATK
MAST3,pMAST3
SCYL2,pSCYL2
SRMS,pSRMS
TNK1,pTNK1
TRIB1,pTRIB1
COX20,pCOX20
UNC5B,pUNC5B
WDR76,pWDR76
IPO7,pIPO7
TMEM129,pTMEM129
PPP1R1A,pPPP1R1A
SNTG2,pSNTG2
SIGLEC9,pSIGLEC9
SIGLEC10,pSIGLEC10
SIGLEC7,pSIGLEC7
C16orf62,pC16orf62
CIPC,pCIPC
ARNTL2,pARNTL2
RORC,pRORC
CCNI2,pCCNI2
FAM187B,pFAM187B
HAO1,pHAO1
LPGAT1,pLPGAT1
LRRC28,pLRRC28
MAGEA10,pMAGEA10
POC1A,pPOC1A
PPM1K,pPPM1K
TPST1,pTPST1
FAM189B,pFAM189B
NXF5,pNXF5
POPDC2,pPOPDC2
ACKR3,pACKR3
TSSK1B,pTSSK1B
VSX1,pVSX1
GH2,pGH2
GPX8,pGPX8
GRPEL1,pGRPEL1
METTL15,pMETTL15
MPZL2,pMPZL2
NFAM1,pNFAM1
PLAC1,pPLAC1
C22orf23,pC22orf23
ADORA3,pADORA3
C2orf27B,pC2orf27B
TMED3,pTMED3
TMEM123,pTMEM123
CSH1,pCSH1
ACOT11,pACOT11
ITM2C,pITM2C
KCTD14,pKCTD14
LSM14B,pLSM14B
PRELID1,pPRELID1
PSG11,pPSG11
RPAIN,pRPAIN
TM2D3,pTM2D3
CCDC158,pCCDC158
CFC1,pCFC1
FAM3D,pFAM3D
FCGR3B,pFCGR3B
HLA-DQB2,pHLA-DQB2
HS2ST1,pHS2ST1
IDI1,pIDI1
IDI2,pIDI2
IGLL5,pIGLL5
CCDC183,pCCDC183
C11orf70,pC11orf70
MAMDC2,pMAMDC2
MBD5,pMBD5
OVCA2,pOVCA2
PRRG3,pPRRG3
PRSS45,pPRSS45
RPE,pRPE
CCDC34,pCCDC34
TM4SF20,pTM4SF20
CCDC43,pCCDC43
CMPK1,pCMPK1
DIRAS3,pDIRAS3
AZU1,pAZU1
FGGY,pFGGY
FMR1NB,pFMR1NB
GLIPR1L2,pGLIPR1L2
KLK11,pKLK11
NXPH3,pNXPH3
PNPLA4,pPNPLA4
RAB34,pRAB34
RBMS3,pRBMS3
SLC25A41,pSLC25A41
TSPAN3,pTSPAN3
UGT3A1,pUGT3A1
ZNF511,pZNF511
C4BPB,pC4BPB
CCDC90B,pCCDC90B
CLDND1,pCLDND1
CLIC5,pCLIC5
COQ3,pCOQ3
FAM192A,pFAM192A
HSD17B8,pHSD17B8
MAF1,pMAF1
METTL6,pMETTL6
NSA2,pNSA2
C20orf96,pC20orf96
REEP4,pREEP4
RTBDN,pRTBDN
SERPINC1,pSERPINC1
SPIN2B,pSPIN2B
SULT4A1,pSULT4A1
SUN1,pSUN1
FAM153B,pFAM153B
FRMPD2,pFRMPD2
HDHD2,pHDHD2
HLA-DPA1,pHLA-DPA1
ALPK1,pALPK1
CTRL,pCTRL
ARV1,pARV1
EFNB2,pEFNB2
ENDOV,pENDOV
FAM78A,pFAM78A
GAS2L1,pGAS2L1
HCCS,pHCCS
IFT122,pIFT122
DPH6,pDPH6
KITLG,pKITLG
LRTM1,pLRTM1
MORC1,pMORC1
NAT1,pNAT1
C1QTNF2,pC1QTNF2
NFATC3,pNFATC3
NUDT13,pNUDT13
PENK,pPENK
PPP1R3B,pPPP1R3B
RFPL2,pRFPL2
SNX11,pSNX11
TTC26,pTTC26
UROS,pUROS
ZNF501,pZNF501
C9orf24,pC9orf24
CD1B,pCD1B
CER1,pCER1
COLEC11,pCOLEC11
COMTD1,pCOMTD1
GLIPR1,pGLIPR1
NXPH2,pNXPH2
PHOSPHO1,pPHOSPHO1
RFPL4B,pRFPL4B
RPS4Y1,pRPS4Y1
SGCZ,pSGCZ
SYNPR,pSYNPR
TSPAN18,pTSPAN18
WDR37,pWDR37
CLEC12A,pCLEC12A
ATP1B3,pATP1B3
PCOLCE2,pPCOLCE2
RAB40A,pRAB40A
RSPH9,pRSPH9
RTN2,pRTN2
SCGN,pSCGN
TSGA13,pTSGA13
ZNF397,pZNF397
CLEC1A,pCLEC1A
CNPY3,pCNPY3
ABHD12B,pABHD12B
AGPAT1,pAGPAT1
GPN3,pGPN3
GSG1,pGSG1
ALKBH3,pALKBH3
AP5M1,pAP5M1
PTPLA,pPTPLA
RDM1,pRDM1
SLC8A3,pSLC8A3
SPATA1,pSPATA1
SUSD4,pSUSD4
TRNAU1AP,pTRNAU1AP
BVES,pBVES
C22orf31,pC22orf31
C9orf171,pC9orf171
EAPP,pEAPP
ELMOD1,pELMOD1
FOXR1,pFOXR1
GDPD1,pGDPD1
HSD11B1,pHSD11B1
ATP1B2,pATP1B2
KLK5,pKLK5
LIME1,pLIME1
RALYL,pRALYL
RWDD2A,pRWDD2A
SHISA2,pSHISA2
SPACA1,pSPACA1
STARD7,pSTARD7
VAX2,pVAX2
YIF1B,pYIF1B
CEACAM21,pCEACAM21
CEP170,pCEP170
ANKRD29,pANKRD29
HSD17B13,pHSD17B13
OGN,pOGN
PHF13,pPHF13
SLC19A2,pSLC19A2
SLC25A15,pSLC25A15
SLC25A21,pSLC25A21
SULT1C2,pSULT1C2
TMX2,pTMX2
WDR90,pWDR90
SETD9,pSETD9
ARHGEF26,pARHGEF26
DNASE1L2,pDNASE1L2
DTWD2,pDTWD2
C4orf19,pC4orf19
IL20RB,pIL20RB
NTAN1,pNTAN1
SPEM1,pSPEM1
UPRT,pUPRT
WBP2NL,pWBP2NL
ZNF414,pZNF414
ZPBP2,pZPBP2
CLEC10A,pCLEC10A
CPPED1,pCPPED1
FAHD2A,pFAHD2A
FGL1,pFGL1
GPR35,pGPR35
TYW5,pTYW5
IDS,pIDS
ACOT8,pACOT8
DHDH,pDHDH
DOK3,pDOK3
FAM170A,pFAM170A
AKR1D1,pAKR1D1
GDE1,pGDE1
GPR55,pGPR55
HOGA1,pHOGA1
ITLN2,pITLN2
MCOLN3,pMCOLN3
OR2S2,pOR2S2
OR7C1,pOR7C1
PRSS22,pPRSS22
TAS2R7,pTAS2R7
TMEM171,pTMEM171
TWISTNB,pTWISTNB
ZC3H3,pZC3H3
C1QTNF3,pC1QTNF3
C4orf29,pC4orf29
CCDC84,pCCDC84
CXorf58,pCXorf58
ADAMTS12,pADAMTS12
FGF10,pFGF10
FUNDC2,pFUNDC2
GPR180,pGPR180
GRPEL2,pGRPEL2
APBB1IP,pAPBB1IP
KIRREL2,pKIRREL2
LRRIQ3,pLRRIQ3
MZT2B,pMZT2B
NRSN2,pNRSN2
PRAP1,pPRAP1
ASPDH,pASPDH
TEX29,pTEX29
SPATA6L,pSPATA6L
CLDN10,pCLDN10
CYYR1,pCYYR1
DHRS4L2,pDHRS4L2
DNAJC30,pDNAJC30
GGPS1,pGGPS1
IYD,pIYD
MOGAT2,pMOGAT2
FAM221A,pFAM221A
ODF3L1,pODF3L1
RAB40AL,pRAB40AL
SLC25A35,pSLC25A35
SURF1,pSURF1
TMEM55B,pTMEM55B
TRAPPC10,pTRAPPC10
ZC3H8,pZC3H8
COLEC10,pCOLEC10
CXorf21,pCXorf21
DNASE1L1,pDNASE1L1
ABHD17A,pABHD17A
FSD1,pFSD1
AMMECR1L,pAMMECR1L
GGH,pGGH
GLB1L3,pGLB1L3
HSD17B6,pHSD17B6
ITLN1,pITLN1
MYEOV,pMYEOV
NUDT6,pNUDT6
OR10H3,pOR10H3
OR5F1,pOR5F1
OXNAD1,pOXNAD1
PPA2,pPPA2
PYCR1,pPYCR1
RDH12,pRDH12
RDH5,pRDH5
TRMT10B,pTRMT10B
SCML4,pSCML4
SLC25A32,pSLC25A32
SLC25A44,pSLC25A44
C11orf65,pC11orf65
ST6GALNAC3,pST6GALNAC3
TAS2R41,pTAS2R41
TCTN3,pTCTN3
UCP1,pUCP1
NDUFAF5,pNDUFAF5
AKR1C2,pAKR1C2
DNAJC28,pDNAJC28
HPS1,pHPS1
AKR1C4,pAKR1C4
KCNK16,pKCNK16
LPPR1,pLPPR1
LRRC46,pLRRC46
ALG5,pALG5
MYADM,pMYADM
PGAP3,pPGAP3
PLCXD1,pPLCXD1
PVRIG,pPVRIG
SESN3,pSESN3
SLC25A22,pSLC25A22
SLC39A1,pSLC39A1
TAF5L,pTAF5L
TMEM120A,pTMEM120A
TTC29,pTTC29
UPK3B,pUPK3B
AKR7A3,pAKR7A3
ERI2,pERI2
TMEM255B,pTMEM255B
GPR18,pGPR18
MBTPS2,pMBTPS2
MPPED1,pMPPED1
MSI2,pMSI2
PARL,pPARL
TRABD,pTRABD
TRUB2,pTRUB2
TXNDC11,pTXNDC11
VSIG2,pVSIG2
GINM1,pGINM1
CA10,pCA10
CA11,pCA11
CACNG4,pCACNG4
CCDC132,pCCDC132
CTSK,pCTSK
DHRS13,pDHRS13
ANTXR1,pANTXR1
GIMAP2,pGIMAP2
HIBCH,pHIBCH
APOL2,pAPOL2
LCMT1,pLCMT1
LGALS12,pLGALS12
LRRC39,pLRRC39
MFGE8,pMFGE8
MUC15,pMUC15
P2RY14,pP2RY14
SLC35A1,pSLC35A1
ST3GAL4,pST3GAL4
ST6GALNAC5,pST6GALNAC5
SUCNR1,pSUCNR1
TADA1,pTADA1
TOR1B,pTOR1B
BTN2A1,pBTN2A1
BTN3A2,pBTN3A2
C11orf42,pC11orf42
C1QTNF9,pC1QTNF9
CAB39L,pCAB39L
CTSV,pCTSV
A4GALT,pA4GALT
CHAD,pCHAD
AGMAT,pAGMAT
DND1,pDND1
LGALS9C,pLGALS9C
PDCD2L,pPDCD2L
PRR11,pPRR11
PTGFR,pPTGFR
NOXRED1,pNOXRED1
RTN4IP1,pRTN4IP1
SERTAD4,pSERTAD4
C19orf47,pC19orf47
TMOD1,pTMOD1
TXNDC15,pTXNDC15
C6orf89,pC6orf89
ADH1C,pADH1C
DNM3,pDNM3
FAM188A,pFAM188A
GABRE,pGABRE
GPR52,pGPR52
KIAA1456,pKIAA1456
MMRN1,pMMRN1
B3GNT3,pB3GNT3
RSAD2,pRSAD2
SERPINA6,pSERPINA6
C9orf156,pC9orf156
SLC39A4,pSLC39A4
SMPD1,pSMPD1
TTC23L,pTTC23L
A4GNT,pA4GNT
LPAR6,pLPAR6
MAGIX,pMAGIX
NUP35,pNUP35
OR51E2,pOR51E2
B4GALT4,pB4GALT4
P2RY12,pP2RY12
PGLYRP3,pPGLYRP3
PRRT2,pPRRT2
PRSS48,pPRSS48
OGFOD3,pOGFOD3
SEPT3,pSEPT3
TADA2B,pTADA2B
TFDP3,pTFDP3
TMEM25,pTMEM25
CNN3,pCNN3
WDR54,pWDR54
CTSO,pCTSO
DHRS9,pDHRS9
EPN3,pEPN3
GPRC5D,pGPRC5D
HOXD10,pHOXD10
HSD17B7,pHSD17B7
AGA,pAGA
DTX3,pDTX3
GLT8D2,pGLT8D2
GTPBP10,pGTPBP10
ARG2,pARG2
LYPD3,pLYPD3
MAGEB3,pMAGEB3
MYBPHL,pMYBPHL
P2RY8,pP2RY8
QPCT,pQPCT
ATP1B4,pATP1B4
RARS2,pRARS2
SFRP4,pSFRP4
POMK,pPOMK
SPATA17,pSPATA17
ST8SIA1,pST8SIA1
TCP10L2,pTCP10L2
TMEM185A,pTMEM185A
VSX2,pVSX2
DNASE2B,pDNASE2B
MTFR2,pMTFR2
ALDH3B2,pALDH3B2
IDH3B,pIDH3B
TESPA1,pTESPA1
KIR3DS1,pKIR3DS1
MICA,pMICA
MTERF2,pMTERF2
MTRF1L,pMTRF1L
PALM2,pPALM2
PRSS50,pPRSS50
PSKH2,pPSKH2
ATP6V1C2,pATP6V1C2
SCRN2,pSCRN2
SLC18A1,pSLC18A1
SPNS3,pSPNS3
SSBP4,pSSBP4
SUCLG2,pSUCLG2
SYT5,pSYT5
TMEFF1,pTMEFF1
TREML2,pTREML2
C11orf84,pC11orf84
FAM217B,pFAM217B
C9orf173,pC9orf173
CALR3,pCALR3
CCDC51,pCCDC51
ELMOD3,pELMOD3
FAM53C,pFAM53C
FBLN7,pFBLN7
HSD17B2,pHSD17B2
ART3,pART3
LPCAT1,pLPCAT1
MCM9,pMCM9
MMP28,pMMP28
MYLK4,pMYLK4
PIPOX,pPIPOX
POGLUT1,pPOGLUT1
SERPINB11,pSERPINB11
SIRPG,pSIRPG
ST3GAL5,pST3GAL5
SLC35G2,pSLC35G2
WNT10B,pWNT10B
ZNF662,pZNF662
B4GALT3,pB4GALT3
BMP15,pBMP15
CLEC4M,pCLEC4M
GCNT2,pGCNT2
GPR137B,pGPR137B
LIPF,pLIPF
OPN3,pOPN3
RUFY4,pRUFY4
TMEM237,pTMEM237
TMEM79,pTMEM79
TOR3A,pTOR3A
TRHR,pTRHR
C17orf75,pC17orf75
ZNF558,pZNF558
CABS1,pCABS1
CANT1,pCANT1
CBWD1,pCBWD1
ACTR6,pACTR6
DENND1B,pDENND1B
RMDN2,pRMDN2
ASTN2,pASTN2
HLA-F,pHLA-F
CLASP2,pCLASP2
CNP,pCNP
RELT,pRELT
SCCPDH,pSCCPDH
SLC23A2,pSLC23A2
SLC30A4,pSLC30A4
SLC35A5,pSLC35A5
SMPD2,pSMPD2
SRFBP1,pSRFBP1
WDR18,pWDR18
ZNF621,pZNF621
ZNF645,pZNF645
EMID1,pEMID1
ENPP6,pENPP6
FAM43A,pFAM43A
FLYWCH2,pFLYWCH2
KCNA6,pKCNA6
MYLK2,pMYLK2
PDE7A,pPDE7A
RASL10A,pRASL10A
SAMD7,pSAMD7
SERINC2,pSERINC2
SIAE,pSIAE
TIGD7,pTIGD7
TTC39B,pTTC39B
SMDT1,pSMDT1
C4orf3,pC4orf3
CHRNB3,pCHRNB3
CROT,pCROT
DOLPP1,pDOLPP1
GATSL3,pGATSL3
GDF3,pGDF3
GOLPH3,pGOLPH3
GPR173,pGPR173
GTF2IRD2B,pGTF2IRD2B
HTR3E,pHTR3E
JSRP1,pJSRP1
LHX6,pLHX6
LPPR2,pLPPR2
MBNL2,pMBNL2
RBKS,pRBKS
SEC31B,pSEC31B
ST8SIA5,pST8SIA5
STK32C,pSTK32C
TOMM40L,pTOMM40L
TRIM4,pTRIM4
VSTM2A,pVSTM2A
WISP3,pWISP3
ZNF444,pZNF444
ZNF524,pZNF524
CHIA,pCHIA
CLEC11A,pCLEC11A
DACT2,pDACT2
DOHH,pDOHH
DPEP2,pDPEP2
DCAF4L2,pDCAF4L2
ERGIC3,pERGIC3
GJC1,pGJC1
GPR84,pGPR84
MESP2,pMESP2
ANKDD1A,pANKDD1A
SP6,pSP6
TMTC4,pTMTC4
TUBAL3,pTUBAL3
WDFY2,pWDFY2
ABHD12,pABHD12
TMEM260,pTMEM260
C2CD2,pC2CD2
CBWD2,pCBWD2
CD96,pCD96
DCAF4L1,pDCAF4L1
ISLR,pISLR
NAPSA,pNAPSA
PIGM,pPIGM
PLCZ1,pPLCZ1
PSG3,pPSG3
AMDHD1,pAMDHD1
SERPINA4,pSERPINA4
SERPINA7,pSERPINA7
TMPRSS5,pTMPRSS5
TTLL1,pTTLL1
ZACN,pZACN
ARL13B,pARL13B
ZNF114,pZNF114
ZNF562,pZNF562
ZNF597,pZNF597
CHST8,pCHST8
ACADL,pACADL
FAM149B1,pFAM149B1
FOXD4L6,pFOXD4L6
INPP5A,pINPP5A
ACADSB,pACADSB
MICU2,pMICU2
ALG3,pALG3
FGL2,pFGL2
ITGB8,pITGB8
L2HGDH,pL2HGDH
LILRA3,pLILRA3
MRPS30,pMRPS30
MYO1D,pMYO1D
PNPLA1,pPNPLA1
ASTL,pASTL
RHBDL1,pRHBDL1
RNF26,pRNF26
TBC1D22A,pTBC1D22A
TEKT2,pTEKT2
TMEM62,pTMEM62
TTLL3,pTTLL3
LACC1,pLACC1
EVA1C,pEVA1C
C3orf58,pC3orf58
CHST9,pCHST9
CEP85,pCEP85
MEIOB,pMEIOB
GAMT,pGAMT
HSD17B3,pHSD17B3
HVCN1,pHVCN1
IQCF1,pIQCF1
MREG,pMREG
FAM213B,pFAM213B
PECR,pPECR
RIMKLA,pRIMKLA
SCN2B,pSCN2B
TMEM139,pTMEM139
TMEM38A,pTMEM38A
WNT9B,pWNT9B
CCDC117,pCCDC117
CCRL2,pCCRL2
ALDH1L2,pALDH1L2
FAM134C,pFAM134C
ARHGAP25,pARHGAP25
HEPACAM2,pHEPACAM2
HTR3C,pHTR3C
ARHGAP8,pARHGAP8
LIPH,pLIPH
MIA3,pMIA3
NUDT12,pNUDT12
NYX,pNYX
OPN4,pOPN4
PLA2G7,pPLA2G7
PLIN5,pPLIN5
PRAMEF5,pPRAMEF5
STPG2,pSTPG2
C8orf34,pC8orf34
SLC38A6,pSLC38A6
SLC45A2,pSLC45A2
SLC46A3,pSLC46A3
SLC5A2,pSLC5A2
THBS3,pTHBS3
CATSPER4,pCATSPER4
ZNF19,pZNF19
ZNF384,pZNF384
CHRNA9,pCHRNA9
CPVL,pCPVL
CRISPLD2,pCRISPLD2
EDIL3,pEDIL3
ALDH3A2,pALDH3A2
KIAA0141,pKIAA0141
KIF12,pKIF12
KLHL18,pKLHL18
LRRTM2,pLRRTM2
MIER2,pMIER2
OXCT2,pOXCT2
SLC16A14,pSLC16A14
TIGD4,pTIGD4
TSNARE1,pTSNARE1
ZNF582,pZNF582
CPZ,pCPZ
CYP4X1,pCYP4X1
ACN9,pACN9
BCAS4,pBCAS4
CD164L2,pCD164L2
CSHL1,pCSHL1
CST9,pCST9
EID2B,pEID2B
EIF4E3,pEIF4E3
GPHA2,pGPHA2
HSPB6,pHSPB6
HSPB9,pHSPB9
IMMP1L,pIMMP1L
C10orf55,pC10orf55
IQCF3,pIQCF3
KLRF1,pKLRF1
LCN15,pLCN15
NAT8L,pNAT8L
PCP2,pPCP2
PGPEP1,pPGPEP1
RNASE13,pRNASE13
RPL22L1,pRPL22L1
SMR3A,pSMR3A
SPACA4,pSPACA4
TMEM155,pTMEM155
TMEM89,pTMEM89
TMEM92,pTMEM92
VMAC,pVMAC
RMI2,pRMI2
C17orf105,pC17orf105
OXLD1,pOXLD1
FAM209A,pFAM209A
C5orf64,pC5orf64
CLPSL1,pCLPSL1
ADM,pADM
SAPCD1,pSAPCD1
CDNF,pCDNF
CDRT15,pCDRT15
CIB4,pCIB4
CLEC5A,pCLEC5A
CNRIP1,pCNRIP1
CPSF4L,pCPSF4L
DPY19L2,pDPY19L2
GATS,pGATS
GOLGA7B,pGOLGA7B
GUK1,pGUK1
IFNA14,pIFNA14
IFNA2,pIFNA2
BPHL,pBPHL
IL36A,pIL36A
LCN1,pLCN1
LYPD6,pLYPD6
OBP2A,pOBP2A
PGLYRP1,pPGLYRP1
