protein,protein_id
KLRC3,pKLRC3
SPANXN5,pSPANXN5
SCGB2A1,pSCGB2A1
C15orf40,pC15orf40
HIST1H4K,pHIST1H4K
FTSJ2,pFTSJ2
CARD17,pCARD17
LCN8,pLCN8
INPP4A,pINPP4A
HCRTR2,pHCRTR2
ADAMTS13,pADAMTS13
FAM227B,pFAM227B
DHRS12,pDHRS12
CAPS,pCAPS
PTCHD3,pPTCHD3
PARP8,pPARP8
C9orf170,pC9orf170
TDRD9,pTDRD9
CSTL1,pCSTL1
HSD17B1,pHSD17B1
RAB20,pRAB20
C4orf32,pC4orf32
OR4Q3,pOR4Q3
LCN6,pLCN6
SPON1,pSPON1
SLMO1,pSLMO1
OTOA,pOTOA
ACRBP,pACRBP
PLA2G5,pPLA2G5
TPGS1,pTPGS1
IQCF2,pIQCF2
NTN5,pNTN5
PCDH10,pPCDH10
ACER3,pACER3
RTP3,pRTP3
OPTC,pOPTC
LGI1,pLGI1
ANKRD30A,pANKRD30A
ALG6,pALG6
KLK12,pKLK12
EDN3,pEDN3
CST3,pCST3
GPR150,pGPR150
CCL19,pCCL19
DEFB118,pDEFB118
SDHD,pSDHD
PKD1L2,pPKD1L2
CES2,pCES2
OR52I1,pOR52I1
PMF1-BGLAP,pPMF1-BGLAP
SLITRK6,pSLITRK6
LY6G5C,pLY6G5C
FAM19A2,pFAM19A2
OR56B4,pOR56B4
SKIDA1,pSKIDA1
C1orf146,pC1orf146
GALNT10,pGALNT10
CYP2A13,pCYP2A13
PCDHA8,pPCDHA8
LRRC37A2,pLRRC37A2
SEMA3C,pSEMA3C
OR5H1,pOR5H1
OCLM,pOCLM
SDHAF1,pSDHAF1
PCDHGA4,pPCDHGA4
ARSH,pARSH
CMKLR1,pCMKLR1
AMY1C,pAMY1C
GAGE8,pGAGE8
DLX6,pDLX6
KAAG1,pKAAG1
CHST2,pCHST2
A2ML1,pA2ML1
ITIH3,pITIH3
PRSS42,pPRSS42
FAM166B,pFAM166B
AGBL4,pAGBL4
TFPI2,pTFPI2
C1orf101,pC1orf101
MTL5,pMTL5
GUCY2D,pGUCY2D
C9orf40,pC9orf40
NPTX2,pNPTX2
MMP24,pMMP24
H2AFB1,pH2AFB1
NDST3,pNDST3
BGLAP,pBGLAP
IL17B,pIL17B
PCSK1N,pPCSK1N
DEFB125,pDEFB125
SLC26A4,pSLC26A4
POTEA,pPOTEA
HEPN1,pHEPN1
CELA3B,pCELA3B
TXNDC8,pTXNDC8
KLK14,pKLK14
CDHR4,pCDHR4
STPG1,pSTPG1
GALNT9,pGALNT9
RGPD1,pRGPD1
SLCO4C1,pSLCO4C1
SCRT2,pSCRT2
IL20,pIL20
PCDHGA6,pPCDHGA6
OR6B1,pOR6B1
SC5D,pSC5D
CPNE9,pCPNE9
PCDHGB5,pPCDHGB5
OR52K2,pOR52K2
ADCY9,pADCY9
C17orf78,pC17orf78
AWAT2,pAWAT2
LY6G5B,pLY6G5B
ORAI1,pORAI1
C1orf158,pC1orf158
ACTRT1,pACTRT1
MYCT1,pMYCT1
LAG3,pLAG3
ZXDB,pZXDB
FGF4,pFGF4
NUGGC,pNUGGC
TGIF2LX,pTGIF2LX
OR52B2,pOR52B2
TCTEX1D1,pTCTEX1D1
PCDHGA9,pPCDHGA9
RINL,pRINL
FNDC1,pFNDC1
UGT1A7,pUGT1A7
RXFP2,pRXFP2
ZNF484,pZNF484
POU3F3,pPOU3F3
ZFP82,pZFP82
EFCAB13,pEFCAB13
NPAP1,pNPAP1
PTX4,pPTX4
GPR34,pGPR34
CLEC4F,pCLEC4F
RPS6KL1,pRPS6KL1
EMILIN3,pEMILIN3
RNF212,pRNF212
GALP,pGALP
RASA2,pRASA2
SLC28A2,pSLC28A2
SCIMP,pSCIMP
CPQ,pCPQ
CACNG8,pCACNG8
LUZP1,pLUZP1
KNDC1,pKNDC1
HS3ST4,pHS3ST4
KIR2DS3,pKIR2DS3
RNF133,pRNF133
FRAT2,pFRAT2
C7,pC7
SCRT1,pSCRT1
C15orf53,pC15orf53
SLC25A40,pSLC25A40
SCGB1C1,pSCGB1C1
LRRC17,pLRRC17
TEX13B,pTEX13B
GRK7,pGRK7
FAM150B,pFAM150B
SAYSD1,pSAYSD1
PABPN1L,pPABPN1L
DEFB106A,pDEFB106A
NDST4,pNDST4
GBX1,pGBX1
LRP3,pLRP3
ZHX1-C8orf76,pZHX1-C8orf76
BNC1,pBNC1
DEFB135,pDEFB135
SPPL3,pSPPL3
SLC35G1,pSLC35G1
DNAJC25-GNG10,pDNAJC25-GNG10
MCCD1,pMCCD1
LY6H,pLY6H
OR13G1,pOR13G1
DYM,pDYM
C2CD4B,pC2CD4B
WNT10A,pWNT10A
ADAM18,pADAM18
IFITM1,pIFITM1
NXPH1,pNXPH1
LPIN2,pLPIN2
LY6G6F,pLY6G6F
TECTA,pTECTA
ASIC5,pASIC5
PMCH,pPMCH
NXNL2,pNXNL2
LRRTM3,pLRRTM3
ELFN2,pELFN2
CELA2A,pCELA2A
KCNC3,pKCNC3
OR8B8,pOR8B8
DAZ2,pDAZ2
CEACAM16,pCEACAM16
GTF2IRD2,pGTF2IRD2
CCDC137,pCCDC137
RETNLB,pRETNLB
HEATR3,pHEATR3
ZNF584,pZNF584
REP15,pREP15
SPANXC,pSPANXC
CAPN12,pCAPN12
SNX29,pSNX29
LGI2,pLGI2
CHST7,pCHST7
TPPP2,pTPPP2
TCF15,pTCF15
ZMYM1,pZMYM1
NIPSNAP3B,pNIPSNAP3B
NPIPB6,pNPIPB6
CDCP2,pCDCP2
COCH,pCOCH
RFESD,pRFESD
ADAMTS17,pADAMTS17
NIPA2,pNIPA2
TMEM134,pTMEM134
WNT8A,pWNT8A
PRAMEF9,pPRAMEF9
GADL1,pGADL1
SLC16A8,pSLC16A8
C10orf32,pC10orf32
G6PC3,pG6PC3
TTLL4,pTTLL4
ARL5B,pARL5B
RLN2,pRLN2
LMLN,pLMLN
ACVR1C,pACVR1C
SERPINA9,pSERPINA9
B4GALNT3,pB4GALNT3
UMODL1,pUMODL1
C10orf91,pC10orf91
MTSS1L,pMTSS1L
OR2T10,pOR2T10
PLA2G2E,pPLA2G2E
ZNF677,pZNF677
CACNA2D3,pCACNA2D3
MACC1,pMACC1
WDR72,pWDR72
DEFB107A,pDEFB107A
ZNF112,pZNF112
ANO4,pANO4
XKR4,pXKR4
THNSL1,pTHNSL1
LYPD2,pLYPD2
C15orf32,pC15orf32
OR13C5,pOR13C5
HIST2H2AA4,pHIST2H2AA4
LAMP5,pLAMP5
PPAPDC1A,pPPAPDC1A
TMEM257,pTMEM257
C22orf42,pC22orf42
SOGA3,pSOGA3
PRELID2,pPRELID2
DNHD1,pDNHD1
GPC5,pGPC5
KRTAP19-7,pKRTAP19-7
RARRES2,pRARRES2
LZTS3,pLZTS3
OVGP1,pOVGP1
CNGA1,pCNGA1
DSE,pDSE
MS4A10,pMS4A10
DHTKD1,pDHTKD1
MMP19,pMMP19
ZNF287,pZNF287
GOLGA8A,pGOLGA8A
WNT8B,pWNT8B
C8B,pC8B
TBC1D8,pTBC1D8
AQP12B,pAQP12B
LINC01565,pLINC01565
TCEAL5,pTCEAL5
PNOC,pPNOC
H2BFWT,pH2BFWT
DEFB114,pDEFB114
C14orf80,pC14orf80
TEX30,pTEX30
PI15,pPI15
TRIM6-TRIM34,pTRIM6-TRIM34
PANK3,pPANK3
OR10A4,pOR10A4
DEFB116,pDEFB116
NPTXR,pNPTXR
SPAG11A,pSPAG11A
GLT6D1,pGLT6D1
SLC7A13,pSLC7A13
LYZL6,pLYZL6
LRRC37B,pLRRC37B
C2orf27A,pC2orf27A
ARID5B,pARID5B
C6orf62,pC6orf62
MAMDC4,pMAMDC4
CYP2C19,pCYP2C19
SLAMF9,pSLAMF9
ZNF674,pZNF674
TTC39C,pTTC39C
LYZ,pLYZ
NKAIN3,pNKAIN3
MFNG,pMFNG
EIF2AK4,pEIF2AK4
FOLH1B,pFOLH1B
KLRB1,pKLRB1
ANKK1,pANKK1
RDH14,pRDH14
IFNA7,pIFNA7
PLA2G6,pPLA2G6
SUN3,pSUN3
CLMN,pCLMN
KRT23,pKRT23
FAM107B,pFAM107B
NOXO1,pNOXO1
SPARCL1,pSPARCL1
GDPD4,pGDPD4
HS3ST6,pHS3ST6
GIN1,pGIN1
NHLRC3,pNHLRC3
TAGAP,pTAGAP
C1orf168,pC1orf168
UBALD2,pUBALD2
PITPNB,pPITPNB
IGSF21,pIGSF21
SLFN5,pSLFN5
POU2F3,pPOU2F3
DOPEY2,pDOPEY2
CADM4,pCADM4
LY6G6D,pLY6G6D
PRSS8,pPRSS8
MTFP1,pMTFP1
RNASEH2C,pRNASEH2C
GYLTL1B,pGYLTL1B
CCDC71,pCCDC71
SLC35F2,pSLC35F2
PRSS21,pPRSS21
CHST13,pCHST13
PCDHGA3,pPCDHGA3
ZNF30,pZNF30
IGDCC4,pIGDCC4
PIEZO1,pPIEZO1
TUB,pTUB
PPCS,pPPCS
SOX21,pSOX21
TOR2A,pTOR2A
AIM1L,pAIM1L
SLC25A23,pSLC25A23
PDE8B,pPDE8B
C2orf66,pC2orf66
OR5C1,pOR5C1
C12orf4,pC12orf4
HPR,pHPR
LRRC52,pLRRC52
TRPV3,pTRPV3
C8orf76,pC8orf76
COX7A1,pCOX7A1
C1orf177,pC1orf177
PLSCR5,pPLSCR5
ZNF708,pZNF708
ENTHD1,pENTHD1
NEK10,pNEK10
RAB37,pRAB37
CTSF,pCTSF
CNOT10,pCNOT10
GBX2,pGBX2
C1orf210,pC1orf210
FAM110D,pFAM110D
HS3ST3B1,pHS3ST3B1
CCDC174,pCCDC174
ARMC4,pARMC4
CYP3A7,pCYP3A7
LEP,pLEP
MOCS2,pMOCS2
PDE7B,pPDE7B
WFDC6,pWFDC6
CACNG6,pCACNG6
CBR4,pCBR4
NRN1L,pNRN1L
EMB,pEMB
IGFL1,pIGFL1
PLD6,pPLD6
TEX40,pTEX40
ZNF248,pZNF248
DPPA5,pDPPA5
FAM153A,pFAM153A
OSCAR,pOSCAR
CDY2B,pCDY2B
ADD3,pADD3
GRXCR1,pGRXCR1
CLCN5,pCLCN5
POTEG,pPOTEG
IL31,pIL31
LIPK,pLIPK
METTL9,pMETTL9
TM2D1,pTM2D1
EML3,pEML3
SLC2A7,pSLC2A7
OR1E1,pOR1E1
EARS2,pEARS2
WFDC8,pWFDC8
WNT6,pWNT6
C1orf95,pC1orf95
CECR1,pCECR1
LRIT3,pLRIT3
GSDMC,pGSDMC
ANKRD20A2,pANKRD20A2
DLX1,pDLX1
ZNF623,pZNF623
OR5M3,pOR5M3
CHRNA10,pCHRNA10
DUX3,pDUX3
OR12D3,pOR12D3
DISP1,pDISP1
PLXNC1,pPLXNC1
SLC12A9,pSLC12A9
ARSK,pARSK
DGKG,pDGKG
BEX4,pBEX4
WFDC11,pWFDC11
AFAP1L1,pAFAP1L1
ISX,pISX
ATG9B,pATG9B
FAM89B,pFAM89B
LRRN4CL,pLRRN4CL
OR2T33,pOR2T33
SPINK14,pSPINK14
FOXE3,pFOXE3
CYP4F8,pCYP4F8
NDST2,pNDST2
OR6C4,pOR6C4
PDE6B,pPDE6B
TMEM263,pTMEM263
OR52N5,pOR52N5
PRR27,pPRR27
ZNF215,pZNF215
SPDYC,pSPDYC
ARL17A,pARL17A
PLAC8L1,pPLAC8L1
TRMU,pTRMU
SEMA4A,pSEMA4A
C7orf33,pC7orf33
GANC,pGANC
ENTPD6,pENTPD6
LIX1L,pLIX1L
SSUH2,pSSUH2
TLR10,pTLR10
SGSH,pSGSH
XYLT1,pXYLT1
SEPN1,pSEPN1
FAM218A,pFAM218A
F8A1,pF8A1
C6orf136,pC6orf136
MAN1A1,pMAN1A1
GDF11,pGDF11
C2orf73,pC2orf73
SPTY2D1,pSPTY2D1
SNX16,pSNX16
CR1L,pCR1L
CLRN3,pCLRN3
NOM1,pNOM1
SLC5A9,pSLC5A9
FIGNL2,pFIGNL2
NLRP10,pNLRP10
OR1A2,pOR1A2
ABCA6,pABCA6
PATE2,pPATE2
LHFP,pLHFP
GRAMD2,pGRAMD2
TAS2R50,pTAS2R50
PROK1,pPROK1
WFIKKN1,pWFIKKN1
ZNF8,pZNF8
HOXA4,pHOXA4
CYP26B1,pCYP26B1
PDILT,pPDILT
SLCO1B3,pSLCO1B3
GPR88,pGPR88
GUCY2F,pGUCY2F
INF2,pINF2
TPRG1L,pTPRG1L
DLL3,pDLL3
TCHHL1,pTCHHL1
LILRA6,pLILRA6
HOXC12,pHOXC12
SMYD4,pSMYD4
SULT6B1,pSULT6B1
FAM57B,pFAM57B
SIPA1L3,pSIPA1L3
WNT3,pWNT3
TSPY3,pTSPY3
SLC45A4,pSLC45A4
FLJ44635,pFLJ44635
ARL16,pARL16
SPATA25,pSPATA25
MOGAT1,pMOGAT1
SLC45A3,pSLC45A3
ABCA10,pABCA10
FAM198B,pFAM198B
C20orf141,pC20orf141
COL21A1,pCOL21A1
DEFB131,pDEFB131
ZNF726,pZNF726
ESPN,pESPN
KDELC1,pKDELC1
TBC1D28,pTBC1D28
ZP2,pZP2
KCNH7,pKCNH7
HS6ST3,pHS6ST3
CYB5R4,pCYB5R4
MOG,pMOG
KCNH4,pKCNH4
TRMT5,pTRMT5
DCST1,pDCST1
PIF1,pPIF1
OR5M11,pOR5M11
MAN2C1,pMAN2C1
OR51B5,pOR51B5
FAM173B,pFAM173B
PYY,pPYY
LEAP2,pLEAP2
HCAR1,pHCAR1
SLC5A10,pSLC5A10
UGT2B28,pUGT2B28
GPR160,pGPR160
GRM4,pGRM4
NLRP8,pNLRP8
ST6GALNAC4,pST6GALNAC4
MIA2,pMIA2
CCDC141,pCCDC141
TXNRD3NB,pTXNRD3NB
PRDM12,pPRDM12
SKOR1,pSKOR1
LRFN2,pLRFN2
TTPAL,pTTPAL
BTBD9,pBTBD9
C10orf120,pC10orf120
SCGB3A1,pSCGB3A1
TIPARP,pTIPARP
RAB6C,pRAB6C
ABCC12,pABCC12
PRRT3,pPRRT3
ZNF81,pZNF81
RDH8,pRDH8
STARD6,pSTARD6
PHTF2,pPHTF2
RNASE4,pRNASE4
AGAP3,pAGAP3
IFITM5,pIFITM5
OTOP1,pOTOP1
DOC2B,pDOC2B
TSPAN16,pTSPAN16
UGT2A1,pUGT2A1
ATP10D,pATP10D
CRISP1,pCRISP1
OR1A1,pOR1A1
PQLC2L,pPQLC2L
POTEE,pPOTEE
CREG2,pCREG2
OR2A25,pOR2A25
GSX2,pGSX2
ZNF577,pZNF577
FAM169B,pFAM169B
CGB1,pCGB1
FAM84A,pFAM84A
OR5L1,pOR5L1
BPIFC,pBPIFC
BTBD17,pBTBD17
TNFSF12-TNFSF13,pTNFSF12-TNFSF13
ATP10A,pATP10A
LILRA5,pLILRA5
SLC35A4,pSLC35A4
CASD1,pCASD1
APOC4,pAPOC4
CPXM2,pCPXM2
OR4X2,pOR4X2
KIF25,pKIF25
HHIP,pHHIP
GALR3,pGALR3
LRRC14B,pLRRC14B
TM6SF2,pTM6SF2
ADAM7,pADAM7
FAHD2B,pFAHD2B
ANKRD65,pANKRD65
C3orf14,pC3orf14
SPG11,pSPG11
OR2H2,pOR2H2
RSPH4A,pRSPH4A
NOBOX,pNOBOX
GBP7,pGBP7
XRRA1,pXRRA1
PDSS1,pPDSS1
NOMO3,pNOMO3
DLEC1,pDLEC1
ACTRT3,pACTRT3
AMN1,pAMN1
KIAA0895,pKIAA0895
TLR7,pTLR7
TULP4,pTULP4
C10orf53,pC10orf53
RPL36A,pRPL36A
RLTPR,pRLTPR
DBNDD1,pDBNDD1
LRRC74A,pLRRC74A
PNLIPRP2,pPNLIPRP2
MIOX,pMIOX
EPX,pEPX
WDR63,pWDR63
CEMP1,pCEMP1
TAS2R14,pTAS2R14
AIM1,pAIM1
BTNL2,pBTNL2
MEGF9,pMEGF9
ST7L,pST7L
UGT1A8,pUGT1A8
ZNF492,pZNF492
LBX2,pLBX2
DCDC1,pDCDC1
GKN2,pGKN2
ASAH2,pASAH2
ARMS2,pARMS2
SPIN4,pSPIN4
GALNTL5,pGALNTL5
HCRT,pHCRT
GXYLT2,pGXYLT2
OR5M8,pOR5M8
NXN,pNXN
SMPDL3B,pSMPDL3B
SDR9C7,pSDR9C7
C1RL,pC1RL
LIAS,pLIAS
PCDHGB6,pPCDHGB6
UGT1A3,pUGT1A3
SRD5A2,pSRD5A2
GPATCH3,pGPATCH3
PCSK1,pPCSK1
GRAPL,pGRAPL
PRY,pPRY
HBE1,pHBE1
OR52N4,pOR52N4
CST6,pCST6
CPXCR1,pCPXCR1
PIK3R6,pPIK3R6
AGBL3,pAGBL3
ARL9,pARL9
F8A2,pF8A2
PIGZ,pPIGZ
ADAM29,pADAM29
OR4D2,pOR4D2
OR2T1,pOR2T1
IL19,pIL19
IRX1,pIRX1
HES3,pHES3
CLLU1OS,pCLLU1OS
CPT1C,pCPT1C
BTBD8,pBTBD8
C8orf22,pC8orf22
OR11G2,pOR11G2
OR13A1,pOR13A1
CMC4,pCMC4
PCNX,pPCNX
RAX,pRAX
ZRANB3,pZRANB3
TCAIM,pTCAIM
VCY,pVCY
PROL1,pPROL1
ALG1L,pALG1L
TAS2R38,pTAS2R38
NAT14,pNAT14
LCN12,pLCN12
OR2W3,pOR2W3
UGT1A4,pUGT1A4
SLC44A3,pSLC44A3
DMGDH,pDMGDH
TMEM8B,pTMEM8B
TMEM116,pTMEM116
OR1N1,pOR1N1
RTP1,pRTP1
TPK1,pTPK1
PRUNE,pPRUNE
CATSPER2,pCATSPER2
PRR5-ARHGAP8,pPRR5-ARHGAP8
OR14J1,pOR14J1
IMPG1,pIMPG1
KCNK7,pKCNK7
ARID3C,pARID3C
SMTNL1,pSMTNL1
IFNA6,pIFNA6
HOXD11,pHOXD11
TMEM161B,pTMEM161B
ZNF121,pZNF121
VEPH1,pVEPH1
KRBA2,pKRBA2
RASL11A,pRASL11A
RNPEP,pRNPEP
C6orf195,pC6orf195
TMC5,pTMC5
FAM92B,pFAM92B
XK,pXK
ABHD8,pABHD8
TMEM68,pTMEM68
C1orf21,pC1orf21
ZNF713,pZNF713
C19orf48,pC19orf48
TMEM178A,pTMEM178A
ABCA9,pABCA9
GHRH,pGHRH
OR2A2,pOR2A2
PRR25,pPRR25
GCNT4,pGCNT4
EXOG,pEXOG
ACTRT2,pACTRT2
C15orf54,pC15orf54
RNF215,pRNF215
RFPL1,pRFPL1
RPEL1,pRPEL1
TTC16,pTTC16
MTPAP,pMTPAP
PGA3,pPGA3
KLHL23,pKLHL23
CEACAM7,pCEACAM7
HHIPL2,pHHIPL2
C1orf226,pC1orf226
ATP5L2,pATP5L2
GPRIN3,pGPRIN3
SNX14,pSNX14
GPAT2,pGPAT2
ZBED5,pZBED5
PAGE2B,pPAGE2B
TAS2R39,pTAS2R39
RAB23,pRAB23
TBC1D3B,pTBC1D3B
SMIM21,pSMIM21
CYP27B1,pCYP27B1
TMEM141,pTMEM141
OTOF,pOTOF
OR7E24,pOR7E24
WDR47,pWDR47
FCRLA,pFCRLA
APOL5,pAPOL5
SCP2D1,pSCP2D1
BPIFB6,pBPIFB6
CLDN17,pCLDN17
NAALADL1,pNAALADL1
HOXD1,pHOXD1
OR51V1,pOR51V1
SLC2A10,pSLC2A10
TBC1D3F,pTBC1D3F
OR6N1,pOR6N1
XKRY2,pXKRY2
ZNF324,pZNF324
TMEM135,pTMEM135
DZANK1,pDZANK1
PRIMA1,pPRIMA1
SEMA6C,pSEMA6C
PCP4,pPCP4
SLC9A4,pSLC9A4
OR6A2,pOR6A2
BEND6,pBEND6
TMEM214,pTMEM214
C5orf51,pC5orf51
PRR14L,pPRR14L
FAM216A,pFAM216A
SLC4A5,pSLC4A5
ZDHHC5,pZDHHC5
IL17D,pIL17D
CYP3A43,pCYP3A43
FFAR1,pFFAR1
PILRB,pPILRB
PLD5,pPLD5
CCDC127,pCCDC127
C9orf163,pC9orf163
GPBAR1,pGPBAR1
ST8SIA2,pST8SIA2
FAM83F,pFAM83F
HIST1H3H,pHIST1H3H
SPTLC3,pSPTLC3
NT5C3B,pNT5C3B
FIBIN,pFIBIN
ANKRD16,pANKRD16
EBLN2,pEBLN2
SLC37A4,pSLC37A4
GK5,pGK5
PROKR1,pPROKR1
ZDHHC6,pZDHHC6
RASGEF1A,pRASGEF1A
TMEM204,pTMEM204
PRDM7,pPRDM7
IL23R,pIL23R
GGT1,pGGT1
SLC26A1,pSLC26A1
SFXN4,pSFXN4
NAGS,pNAGS
ARMCX6,pARMCX6
TMEM170A,pTMEM170A
B4GALT5,pB4GALT5
LIPA,pLIPA
AP5Z1,pAP5Z1
SGPP2,pSGPP2
WLS,pWLS
DEFB129,pDEFB129
ZMYM6NB,pZMYM6NB
TRMT44,pTRMT44
MZB1,pMZB1
TYMSOS,pTYMSOS
ACRV1,pACRV1
WBSCR28,pWBSCR28
MRGPRX4,pMRGPRX4
FAM166A,pFAM166A
GLYATL1,pGLYATL1
FAM181A,pFAM181A
TSSK4,pTSSK4
SLC35B3,pSLC35B3
COX7B2,pCOX7B2
CABYR,pCABYR
KCNJ15,pKCNJ15
ASPHD1,pASPHD1
P2RY11,pP2RY11
SCRN3,pSCRN3
GPR83,pGPR83
PXMP4,pPXMP4
GPR65,pGPR65
KLHL17,pKLHL17
SLC25A52,pSLC25A52
PRRT1,pPRRT1
XKR6,pXKR6
OR3A1,pOR3A1
LYSMD3,pLYSMD3
SMIM8,pSMIM8
MAS1L,pMAS1L
OPN5,pOPN5
BCDIN3D,pBCDIN3D
ABCA8,pABCA8
FAM122C,pFAM122C
TAS2R20,pTAS2R20
HSDL1,pHSDL1
ELOVL2,pELOVL2
C8orf58,pC8orf58
TTL,pTTL
HMX2,pHMX2
SYNGR4,pSYNGR4
SLC52A2,pSLC52A2
TMEM168,pTMEM168
CRYZL1,pCRYZL1
PHYKPL,pPHYKPL
C8orf44,pC8orf44
CDH26,pCDH26
GATM,pGATM
GMPR,pGMPR
CACNA1D,pCACNA1D
SLFN11,pSLFN11
RILPL1,pRILPL1
SLC40A1,pSLC40A1
SNRNP48,pSNRNP48
HFM1,pHFM1
PANK1,pPANK1
ILDR2,pILDR2
ANPEP,pANPEP
IER5,pIER5
PPDPF,pPPDPF
TMIGD2,pTMIGD2
NEURL2,pNEURL2
APOBEC3F,pAPOBEC3F
APOBEC3H,pAPOBEC3H
IL4I1,pIL4I1
GIPR,pGIPR
PDE2A,pPDE2A
T,pT
FEV,pFEV
TCEA3,pTCEA3
ZNF701,pZNF701
HELZ2,pHELZ2
ZNF83,pZNF83
PRAMEF2,pPRAMEF2
ANKRD52,pANKRD52
ANKRD54,pANKRD54
ARHGAP18,pARHGAP18
C19orf24,pC19orf24
C19orf53,pC19orf53
CERS5,pCERS5
CKAP2L,pCKAP2L
DOCK11,pDOCK11
EMC10,pEMC10
AGPAT9,pAGPAT9
GTF3A,pGTF3A
KIAA0319L,pKIAA0319L
MAN1A2,pMAN1A2
OSTC,pOSTC
PDZD8,pPDZD8
PRMT9,pPRMT9
PSMG4,pPSMG4
SCAMP4,pSCAMP4
SCD5,pSCD5
C7orf76,pC7orf76
SLC15A4,pSLC15A4
SLC18B1,pSLC18B1
SLC46A1,pSLC46A1
SLC50A1,pSLC50A1
SPTLC2,pSPTLC2
TATDN3,pTATDN3
WDR75,pWDR75
DMXL1,pDMXL1
COL9A3,pCOL9A3
COL6A5,pCOL6A5
SERINC5,pSERINC5
PLD4,pPLD4
PNPLA6,pPNPLA6
TM9SF1,pTM9SF1
ACOT9,pACOT9
C19orf35,pC19orf35
KL,pKL
FBXO47,pFBXO47
PCMTD1,pPCMTD1
ARL10,pARL10
FAM83G,pFAM83G
NCAN,pNCAN
INPP4B,pINPP4B
SEC14L2,pSEC14L2
POTEJ,pPOTEJ
EPCAM,pEPCAM
MUT,pMUT
DDT,pDDT
NKTR,pNKTR
HNMT,pHNMT
PRDM15,pPRDM15
ZC3H6,pZC3H6
SEPW1,pSEPW1
MT1X,pMT1X
CTBS,pCTBS
GOLGA3,pGOLGA3
PLS1,pPLS1
ME3,pME3
LONRF2,pLONRF2
IAH1,pIAH1
C2orf76,pC2orf76
FUT11,pFUT11
PLCH1,pPLCH1
FAM83B,pFAM83B
C20orf194,pC20orf194
ADAL,pADAL
DUS1L,pDUS1L
WDR73,pWDR73
B3GALTL,pB3GALTL
ASRGL1,pASRGL1
YRDC,pYRDC
MB21D2,pMB21D2
KATNAL2,pKATNAL2
C11orf31,pC11orf31
ZNF808,pZNF808
ZNF579,pZNF579
AVL9,pAVL9
SUMF1,pSUMF1
PDPR,pPDPR
TTC9,pTTC9
TCEAL3,pTCEAL3
KTI12,pKTI12
SEPHS2,pSEPHS2
COL12A1,pCOL12A1
ADAT1,pADAT1
KIAA1671,pKIAA1671
NT5DC2,pNT5DC2
AKIRIN1,pAKIRIN1
FBXO41,pFBXO41
DCLK3,pDCLK3
PITPNM1,pPITPNM1
ZXDA,pZXDA
ZNF750,pZNF750
SRPX,pSRPX
MT3,pMT3
SBK2,pSBK2
PKDCC,pPKDCC
ERN2,pERN2
PIM3,pPIM3
MYO3B,pMYO3B
NRBP2,pNRBP2
STK32B,pSTK32B
EPHA6,pEPHA6
FAM160A1,pFAM160A1
FAM160B1,pFAM160B1
SLC30A9,pSLC30A9
FOXD1,pFOXD1
EPHA10,pEPHA10
IL9,pIL9
THPO,pTHPO
CLCF1,pCLCF1
GGNBP2,pGGNBP2
PLEKHM2,pPLEKHM2
TRIM64,pTRIM64
SIAH3,pSIAH3
SPDYE1,pSPDYE1
HMX3,pHMX3
PSTK,pPSTK
BMP2K,pBMP2K
NRK,pNRK
GLDC,pGLDC
ZFAT,pZFAT
SORCS3,pSORCS3
TAPT1,pTAPT1
ZNF93,pZNF93
CCDC3,pCCDC3
MESP1,pMESP1
CLEC16A,pCLEC16A
SHROOM3,pSHROOM3
IL2,pIL2
POLR2J2,pPOLR2J2
AK6,pAK6
DSCAM,pDSCAM
CLIC6,pCLIC6
MOSPD2,pMOSPD2
OSBPL1A,pOSBPL1A
SLC6A8,pSLC6A8
YTHDC2,pYTHDC2
GPCPD1,pGPCPD1
SLC9A9,pSLC9A9
ANKRD35,pANKRD35
CEMIP,pCEMIP
ARGFX,pARGFX
DPRX,pDPRX
DUXA,pDUXA
FXYD2,pFXYD2
HIST2H3D,pHIST2H3D
NBPF19,pNBPF19
OMG,pOMG
GAS1,pGAS1
ADAMTS20,pADAMTS20
CTAGE8,pCTAGE8
DNAH2,pDNAH2
DNAH3,pDNAH3
DOPEY1,pDOPEY1
HIST1H2BC,pHIST1H2BC
HIST1H2AC,pHIST1H2AC
STARD9,pSTARD9
DDX60L,pDDX60L
DNAH12,pDNAH12
SCN2A,pSCN2A
ANKRD30B,pANKRD30B
PIEZO2,pPIEZO2
GCC2,pGCC2
KIAA2022,pKIAA2022
ADGB,pADGB
FHDC1,pFHDC1
PABPC1L2A,pPABPC1L2A
CCDC80,pCCDC80
LOC102724023,pLOC102724023
PDE10A,pPDE10A
DNAH1,pDNAH1
C2orf15,pC2orf15
CHD9,pCHD9
PKHD1L1,pPKHD1L1
RP1L1,pRP1L1
PCDH11X,pPCDH11X
MRPS33,pMRPS33
CACHD1,pCACHD1
ARHGEF33,pARHGEF33
FAM186A,pFAM186A
COL27A1,pCOL27A1
COL5A3,pCOL5A3
CCDC18,pCCDC18
ANKAR,pANKAR
AEBP1,pAEBP1
C2orf71,pC2orf71
COL13A1,pCOL13A1
GPR158,pGPR158
MAP3K19,pMAP3K19
MYO3A,pMYO3A
HDGFRP3,pHDGFRP3
COL24A1,pCOL24A1
CCDC178,pCCDC178
CYLC2,pCYLC2
FAM186B,pFAM186B
COL6A3,pCOL6A3
