protein,protein_id
Psmc3,pPsmc3
Psmd14,pPsmd14
Samt2,pSamt2
Samt3,pSamt3
Samt4,pSamt4
Igtp,pIgtp
Ptpn6,pPtpn6
Lpin2,pLpin2
Laptm5,pLaptm5
Senp1,pSenp1
Esrp1,pEsrp1
Zfp819,pZfp819
Zfp821,pZfp821
Peli3,pPeli3
Cys1,pCys1
Trappc9,pTrappc9
Trappc8,pTrappc8
Hdac9,pHdac9
Siglece,pSiglece
Scml2,pScml2
Fbxo25,pFbxo25
Otud5,pOtud5
Sncaip,pSncaip
Htr6,pHtr6
Snap29,pSnap29
Grsf1,pGrsf1
Bin1,pBin1
Wasl,pWasl
S100a10,pS100a10
Hltf,pHltf
Ahnak,pAhnak
Uxt,pUxt
Paip1,pPaip1
Parp12,pParp12
Tspo,pTspo
Itga3,pItga3
Unk,pUnk
Auts2,pAuts2
Hic1,pHic1
Lep,pLep
Zbtb32,pZbtb32
Klf5,pKlf5
Fh1,pFh1
Rab6a,pRab6a
Clasp1,pClasp1
Sh3glb1,pSh3glb1
Rph3a,pRph3a
Mlph,pMlph
Ubash3b,pUbash3b
Il16,pIl16
Kcnj10,pKcnj10
Kcnj15,pKcnj15
Cdkn2aip,pCdkn2aip
Lilrb4,pLilrb4
Mos,pMos
Ankrd27,pAnkrd27
Tmem194,pTmem194
Uvrag,pUvrag
Amotl1,pAmotl1
Amotl2,pAmotl2
Eomes,pEomes
Tfap2c,pTfap2c
Tab1,pTab1
Ogt,pOgt
Dnd1,pDnd1
Lrp2,pLrp2
Lmo2,pLmo2
Rc3h1,pRc3h1
Sp7,pSp7
Rcc2,pRcc2
Men1,pMen1
Casp1,pCasp1
Cab39,pCab39
Mycbp2,pMycbp2
Rcc1,pRcc1
Wdfy1,pWdfy1
Brinp1,pBrinp1
Irf3,pIrf3
Gckr,pGckr
Eif3f,pEif3f
Ldlrad3,pLdlrad3
Evl,pEvl
Vasp,pVasp
Hist2h2aa1,pHist2h2aa1
Fbxo28,pFbxo28
Lclat1,pLclat1
Map3k14,pMap3k14
Cdc34,pCdc34
Ube2g1,pUbe2g1
Ube2k,pUbe2k
Ubxn2a,pUbxn2a
Lman1,pLman1
Trim35,pTrim35
Kcna5,pKcna5
Topors,pTopors
Slx4,pSlx4
Ercc1,pErcc1
Paf1,pPaf1
Tlr3,pTlr3
Ticam2,pTicam2
Hectd2,pHectd2
Asf1a,pAsf1a
Asf1b,pAsf1b
Phlpp1,pPhlpp1
Akap3,pAkap3
Osmr,pOsmr
Nr1d1,pNr1d1
Rad51d,pRad51d
Rab13,pRab13
Hadh,pHadh
Fbxo40,pFbxo40
Rnf7,pRnf7
Rnf216,pRnf216
Itgb3,pItgb3
Ncf2,pNcf2
Dlgap1,pDlgap1
Syngap1,pSyngap1
Mat2a,pMat2a
Pebp1,pPebp1
Foxl2,pFoxl2
Plin5,pPlin5
G0s2,pG0s2
Prkaa2,pPrkaa2
Gpr17,pGpr17
Cysltr1,pCysltr1
Il17rd,pIl17rd
Pih1d1,pPih1d1
Bcar1,pBcar1
Itga2,pItga2
Ptges2,pPtges2
Rcsd1,pRcsd1
Hfm1,pHfm1
Psrc1,pPsrc1
Mapre3,pMapre3
Gga3,pGga3
Sh3rf1,pSh3rf1
Shroom3,pShroom3
Erbb3,pErbb3
Iqsec3,pIqsec3
Gnal,pGnal
Cartpt,pCartpt
Dapk1,pDapk1
Nfil3,pNfil3
Usp21,pUsp21
Rnf19b,pRnf19b
Vav3,pVav3
Creb3l3,pCreb3l3
Crbn,pCrbn
Kcnn2,pKcnn2
Fbxo9,pFbxo9
Mpeg1,pMpeg1
Slc20a1,pSlc20a1
Ptpn5,pPtpn5
Etv5,pEtv5
Klhl21,pKlhl21
Setd7,pSetd7
Tank,pTank
Derl1,pDerl1
Usp40,pUsp40
Prex2,pPrex2
Gnmt,pGnmt
Suv39h1,pSuv39h1
Gsap,pGsap
Drosha,pDrosha
Pdp1,pPdp1
Elavl4,pElavl4
G3bp1,pG3bp1
Ptprz1,pPtprz1
Ppm1l,pPpm1l
Ric8b,pRic8b
Nyap2,pNyap2
Nyap1,pNyap1
Myo16,pMyo16
Wasf1,pWasf1
Hspb2,pHspb2
Kalrn,pKalrn
Cnksr2,pCnksr2
Cyfip1,pCyfip1
Cyfip2,pCyfip2
Fxr1,pFxr1
Nckap1,pNckap1
Pde4dip,pPde4dip
Foxf1,pFoxf1
Pex5l,pPex5l
Tnik,pTnik
Lpar1,pLpar1
Dvl3,pDvl3
Trim29,pTrim29
Eif2ak2,pEif2ak2
Impact,pImpact
Ehbp1l1,pEhbp1l1
Glmn,pGlmn
Birc2,pBirc2
Arc,pArc
Cd22,pCd22
Pvrl4,pPvrl4
Snai1,pSnai1
Ptpn12,pPtpn12
Usp26,pUsp26
Gjb3,pGjb3
Fyb,pFyb
Skap1,pSkap1
Rangap1,pRangap1
Lmnb1,pLmnb1
Phlpp2,pPhlpp2
Kctd17,pKctd17
Zfp518b,pZfp518b
Prph2,pPrph2
Rom1,pRom1
Tapbp,pTapbp
Fam92a,pFam92a
Ttc23,pTtc23
1600002H07Rik,p1600002H07Rik
Plcg2,pPlcg2
Ppp1r12a,pPpp1r12a
Syt4,pSyt4
Ncf1,pNcf1
Tnfrsf1b,pTnfrsf1b
Hip1r,pHip1r
Cxcr4,pCxcr4
Mtss1,pMtss1
Hnrnpk,pHnrnpk
Fbxw15,pFbxw15
Birc5,pBirc5
Frs3,pFrs3
Tacc3,pTacc3
Arnt2,pArnt2
Hif3a,pHif3a
Msrb1,pMsrb1
Hfe2,pHfe2
Nlrp3,pNlrp3
Fgfr2,pFgfr2
Dido1,pDido1
Dpysl2,pDpysl2
Hist1h1d,pHist1h1d
Kcna3,pKcna3
Dok4,pDok4
Wdr48,pWdr48
Zc3h12a,pZc3h12a
Rsf1,pRsf1
Gm6484,pGm6484
Pick1,pPick1
Celf1,pCelf1
Nptx1,pNptx1
4930506M07Rik,p4930506M07Rik
Smcr8,pSmcr8
Wdtc1,pWdtc1
Cul4b,pCul4b
C330021F23Rik,pC330021F23Rik
Dlg2,pDlg2
Trim59,pTrim59
Bag5,pBag5
Fgfr4,pFgfr4
Parvb,pParvb
Utf1,pUtf1
Zbtb7b,pZbtb7b
Npas1,pNpas1
Npas3,pNpas3
Tmem173,pTmem173
Il34,pIl34
Atp1a3,pAtp1a3
Gpnmb,pGpnmb
Riok1,pRiok1
Slitrk5,pSlitrk5
Cntn6,pCntn6
Pdgfra,pPdgfra
Ptprr,pPtprr
Ptpro,pPtpro
Erbb4,pErbb4
Plg,pPlg
Msh2,pMsh2
Msh6,pMsh6
Appl1,pAppl1
Mnda,pMnda
Hoxb2,pHoxb2
Hdac7,pHdac7
Lamtor2,pLamtor2
Hes1,pHes1
Itgb4,pItgb4
Sdc4,pSdc4
Pstpip1,pPstpip1
Pkn3,pPkn3
Tnxb,pTnxb
Vegfb,pVegfb
Akt1s1,pAkt1s1
Map4k4,pMap4k4
Rfc5,pRfc5
Apmap,pApmap
Ptprd,pPtprd
Ptprm,pPtprm
Trpc2,pTrpc2
Trpc1,pTrpc1
Trpc5,pTrpc5
Ripk3,pRipk3
Tnip1,pTnip1
Atp6v0d2,pAtp6v0d2
Stx17,pStx17
Vamp8,pVamp8
Atp6v1b1,pAtp6v1b1
Gnai3,pGnai3
Gnai1,pGnai1
Trdn,pTrdn
Ociad1,pOciad1
Pdcl3,pPdcl3
Ints9,pInts9
Ccdc141,pCcdc141
Araf,pAraf
Dscaml1,pDscaml1
Dscam,pDscam
Ntn1,pNtn1
Cntn2,pCntn2
Sema3a,pSema3a
Unc5a,pUnc5a
Unc5c,pUnc5c
Unc5d,pUnc5d
Flrt1,pFlrt1
Nrp2,pNrp2
Plxna2,pPlxna2
Plxna3,pPlxna3
Plxna4,pPlxna4
Plxnb1,pPlxnb1
Plxnb2,pPlxnb2
Plxnb3,pPlxnb3
Plxnc1,pPlxnc1
Lrrc4c,pLrrc4c
Ntng1,pNtng1
Flrt2,pFlrt2
Flrt3,pFlrt3
Wdfy4,pWdfy4
Arf1,pArf1
Tlr9,pTlr9
Atp12a,pAtp12a
Cd63,pCd63
Fip1l1,pFip1l1
Ncor2,pNcor2
Lpxn,pLpxn
Rhob,pRhob
Ghr,pGhr
Aspscr1,pAspscr1
Usp25,pUsp25
Erlin1,pErlin1
Ptpre,pPtpre
Ogg1,pOgg1
AI481877,pAI481877
Dmc1,pDmc1
Fermt2,pFermt2
Flna,pFlna
Fblim1,pFblim1
Fermt1,pFermt1
Atg9a,pAtg9a
Wash,pWash
Sort1,pSort1
Pes1,pPes1
Palb2,pPalb2
Fam120b,pFam120b
Rfk,pRfk
Tgm2,pTgm2
Vdac1,pVdac1
Dock1,pDock1
Cd36,pCd36
Apob,pApob
Ufsp1,pUfsp1
Pde10a,pPde10a
Akap5,pAkap5
Cenpf,pCenpf
Cops7a,pCops7a
Cops3,pCops3
Rragc,pRragc
Rragd,pRragd
Tfe3,pTfe3
Wdr77,pWdr77
Gnb2l1,pGnb2l1
Clstn1,pClstn1
Otud4,pOtud4
L3mbtl3,pL3mbtl3
Sfmbt1,pSfmbt1
Dcaf5,pDcaf5
Rcor2,pRcor2
Pacsin1,pPacsin1
Pacsin2,pPacsin2
Pacsin3,pPacsin3
Rasd1,pRasd1
Tfeb,pTfeb
Efhd2,pEfhd2
Glra1,pGlra1
Cntnap2,pCntnap2
Sh2b3,pSh2b3
Maged2,pMaged2
Fbl,pFbl
Hnrnpr,pHnrnpr
Ybx1,pYbx1
Akap8l,pAkap8l
Nop2,pNop2
Rpl14,pRpl14
U2af2,pU2af2
Hp1bp3,pHp1bp3
Nupl1,pNupl1
Kpna1,pKpna1
Rbbp4,pRbbp4
Pak6,pPak6
Prdx2,pPrdx2
Fkbp5,pFkbp5
Vapa,pVapa
Cradd,pCradd
Rab28,pRab28
Rbm14,pRbm14
Mbd3,pMbd3
Nr2c2,pNr2c2
Efnb3,pEfnb3
Nfix,pNfix
Tradd,pTradd
Rgs14,pRgs14
Esam,pEsam
Itga2b,pItga2b
Itgam,pItgam
A830010M20Rik,pA830010M20Rik
Ap2a1,pAp2a1
Syt1,pSyt1
Wdyhv1,pWdyhv1
Sept3,pSept3
Srrm2,pSrrm2
Calu,pCalu
Wars,pWars
Eif6,pEif6
Gnb5,pGnb5
Fga,pFga
Qdpr,pQdpr
Ttr,pTtr
Selenbp1,pSelenbp1
Upf1,pUpf1
Etl4,pEtl4
Ablim2,pAblim2
Zyx,pZyx
Vdac2,pVdac2
Cops6,pCops6
Acsl1,pAcsl1
Crat,pCrat
Echs1,pEchs1
Hsdl2,pHsdl2
Adh5,pAdh5
Cpt2,pCpt2
Ech1,pEch1
Lum,pLum
Mmp14,pMmp14
Hexa,pHexa
Ap1m1,pAp1m1
Dhodh,pDhodh
Hadhb,pHadhb
Gpd2,pGpd2
Cryab,pCryab
Hnrnpl,pHnrnpl
Acaa1a,pAcaa1a
Acsl6,pAcsl6
Pecr,pPecr
Prdx4,pPrdx4
Acot8,pAcot8
Cat,pCat
Rps17,pRps17
Adss,pAdss
Ckm,pCkm
Dhx9,pDhx9
Tln1,pTln1
Banf1,pBanf1
Dync1i1,pDync1i1
Lsm2,pLsm2
Marcksl1,pMarcksl1
Ncl,pNcl
Ssb,pSsb
Trove2,pTrove2
Rps5,pRps5
Arf3,pArf3
Eef1a1,pEef1a1
Rpl27a,pRpl27a
Rpl3,pRpl3
Rpl35a,pRpl35a
Rps4x,pRps4x
Actg1,pActg1
Pdlim1,pPdlim1
Nagk,pNagk
Calr,pCalr
Capza1,pCapza1
Tprkb,pTprkb
Cdkl5,pCdkl5
Pdia3,pPdia3
Eno3,pEno3
Adssl1,pAdssl1
Aldoa,pAldoa
Aldoc,pAldoc
Cars2,pCars2
Ckb,pCkb
Dbnl,pDbnl
Hspa9,pHspa9
Stam,pStam
Tpi1,pTpi1
Cst3,pCst3
Gapdh,pGapdh
Rps8,pRps8
Eif4g1,pEif4g1
Elavl1,pElavl1
Psmc2,pPsmc2
Eef1d,pEef1d
Mut,pMut
Aimp1,pAimp1
Lars,pLars
Pgam2,pPgam2
Rab3d,pRab3d
AK010878,pAK010878
Ampd3,pAmpd3
Chkb,pChkb
Lta4h,pLta4h
Atp2b4,pAtp2b4
Sco1,pSco1
Cmbl,pCmbl
Hibch,pHibch
G6pdx,pG6pdx
Nampt,pNampt
Pdia4,pPdia4
Acaa2,pAcaa2
Adsl,pAdsl
Aldh7a1,pAldh7a1
Gfap,pGfap
Lancl1,pLancl1
Tgm1,pTgm1
Rpl27,pRpl27
Rab18,pRab18
Nmt2,pNmt2
Alb,pAlb
Syt3,pSyt3
Pip5k1c,pPip5k1c
Atp8a1,pAtp8a1
Rpl19,pRpl19
Ap2a2,pAp2a2
Bloc1s2,pBloc1s2
Cadm1,pCadm1
Dpy30,pDpy30
Pip4k2c,pPip4k2c
Scoc,pScoc
Hist1h1c,pHist1h1c
Tbcd,pTbcd
Rpsa,pRpsa
Gad1,pGad1
Sepp1,pSepp1
Serpina3k,pSerpina3k
Serpina1c,pSerpina1c
Slc25a11,pSlc25a11
Appl2,pAppl2
Abi2,pAbi2
Atp1b1,pAtp1b1
Cope,pCope
Ap1b1,pAp1b1
Ap1g1,pAp1g1
Ap3d1,pAp3d1
Cyth2,pCyth2
Mbp,pMbp
Rab1,pRab1
Sec22b,pSec22b
Copz1,pCopz1
Eef2,pEef2
Prdx5,pPrdx5
Ran,pRan
Rpl13,pRpl13
Rpl24,pRpl24
Rpl30,pRpl30
Rplp2,pRplp2
Rps11,pRps11
Rps14,pRps14
Rps18,pRps18
Rps23,pRps23
Rps25,pRps25
Eef1b2,pEef1b2
Pgk1,pPgk1
Pkm,pPkm
Pip5k1a,pPip5k1a
Arf5,pArf5
Tiprl,pTiprl
Ezr,pEzr
Ube2r2,pUbe2r2
C1qc,pC1qc
Capzb,pCapzb
2700094K13Rik,p2700094K13Rik
Ppm1e,pPpm1e
A2m,pA2m
Actr2,pActr2
Arpc4,pArpc4
Tpd52l2,pTpd52l2
Aars,pAars
Aarsd1,pAarsd1
Cap1,pCap1
R3hdm2,pR3hdm2
Rpl12,pRpl12
Arsb,pArsb
Btd,pBtd
Dpp7,pDpp7
Gaa,pGaa
Gns,pGns
Nceh1,pNceh1
Pla2g15,pPla2g15
Siae,pSiae
Asna1,pAsna1
Pnpt1,pPnpt1
Prps2,pPrps2
Tecpr1,pTecpr1
Ap2m1,pAp2m1
Gabarapl2,pGabarapl2
Ass1,pAss1
Fnbp1,pFnbp1
Tubb2a,pTubb2a
Tubb5,pTubb5
Gan,pGan
Ncoa7,pNcoa7
Serpinb5,pSerpinb5
Reep1,pReep1
Ctsa,pCtsa
Prdx6,pPrdx6
Stim1,pStim1
Xylb,pXylb
Cox6a1,pCox6a1
Pdha1,pPdha1
Uqcrh,pUqcrh
Acad9,pAcad9
Coq9,pCoq9
Dld,pDld
Dlst,pDlst
Ndufa5,pNdufa5
Ndufb5,pNdufb5
Ndufb6,pNdufb6
Ndufb7,pNdufb7
Ndufv3,pNdufv3
Cox4i1,pCox4i1
Ndufs2,pNdufs2
Sdha,pSdha
Sdhb,pSdhb
Vdac3,pVdac3
Aco2,pAco2
Cisd1,pCisd1
Cs,pCs
Lamtor4,pLamtor4
Lonp1,pLonp1
Ict1,pIct1
Ndufa10,pNdufa10
Ndufs4,pNdufs4
Ndufs5,pNdufs5
Uqcc2,pUqcc2
Cox6b1,pCox6b1
Cox7c,pCox7c
Rps28,pRps28
Cycs,pCycs
Timm10,pTimm10
Mpc2,pMpc2
Ndufa6,pNdufa6
Slc25a5,pSlc25a5
Atp5f1,pAtp5f1
Sars,pSars
Ndufa3,pNdufa3
Numbl,pNumbl
Psmd7,pPsmd7
Strn,pStrn
Wnk1,pWnk1
Psmd1,pPsmd1
Abat,pAbat
Anxa5,pAnxa5
Coasy,pCoasy
Cstb,pCstb
Dpp10,pDpp10
Gmds,pGmds
Gsta1,pGsta1
Gsto1,pGsto1
Mvp,pMvp
Nqo1,pNqo1
Pgm3,pPgm3
Ppt2,pPpt2
Psmd5,pPsmd5
Rab2b,pRab2b
Tsta3,pTsta3
Lppr3,pLppr3
Lin7b,pLin7b
Atp5a1,pAtp5a1
Cops8,pCops8
Pld3,pPld3
Plaa,pPlaa
Ap3m2,pAp3m2
Trap1,pTrap1
Magoh,pMagoh
Pgrmc1,pPgrmc1
Psmd3,pPsmd3
Rpl18,pRpl18
Rpl18a,pRpl18a
Rpl36a,pRpl36a
Rpl35,pRpl35
Clasp2,pClasp2
Bzw2,pBzw2
Snrpd3,pSnrpd3
Pfas,pPfas
Car8,pCar8
Fkbp4,pFkbp4
Itprip,pItprip
Epb4.1l2,pEpb4.1l2
Sdcbp,pSdcbp
Napb,pNapb
Snx16,pSnx16
Txndc5,pTxndc5
Plcb3,pPlcb3
Th,pTh
Tiam2,pTiam2
Bsg,pBsg
G3bp2,pG3bp2
Gtpbp1,pGtpbp1
Zfr,pZfr
Gls,pGls
Ptgds,pPtgds
Chn2,pChn2
Ugp2,pUgp2
Snrpd1,pSnrpd1
Psmb5,pPsmb5
Ero1l,pEro1l
Ireb2,pIreb2
Spp1,pSpp1
Commd10,pCommd10
Commd4,pCommd4
Commd7,pCommd7
Commd8,pCommd8
Psma3,pPsma3
Rtf1,pRtf1
Pfdn2,pPfdn2
Tars2,pTars2
Rpl6,pRpl6
Rplp0,pRplp0
Rpa2,pRpa2
Rps16,pRps16
Snrpf,pSnrpf
Arf2,pArf2
Atp5e,pAtp5e
Atp5k,pAtp5k
Dynlt3,pDynlt3
Tuba1b,pTuba1b
Tuba4a,pTuba4a
Itih4,pItih4
Cox17,pCox17
Immt,pImmt
Chgb,pChgb
Phgdh,pPhgdh
Pafah1b3,pPafah1b3
Arhgap29,pArhgap29
Srgap3,pSrgap3
Cnp,pCnp
Cttnbp2,pCttnbp2
Plcl1,pPlcl1
Scg5,pScg5
Thy1,pThy1
Aip,pAip
Atp6v1d,pAtp6v1d
Atp5j,pAtp5j
Bckdhb,pBckdhb
S100a11,pS100a11
Ldhb,pLdhb
Snrpd2,pSnrpd2
Cpne7,pCpne7
Csnk2a2,pCsnk2a2
Dnm2,pDnm2
Vps33b,pVps33b
C9,pC9
Lyz1,pLyz1
Nucb2,pNucb2
Ephx2,pEphx2
Osbpl9,pOsbpl9
Cnn2,pCnn2
Fam192a,pFam192a
Fto,pFto
Stmn3,pStmn3
Ccdc93,pCcdc93
Mrpl15,pMrpl15
Dync1i2,pDync1i2
Atp9a,pAtp9a
Gabarapl1,pGabarapl1
Babam1,pBabam1
Eif3e,pEif3e
Tnr,pTnr
Eci1,pEci1
Got2,pGot2
Pip4k2a,pPip4k2a
Tbc1d17,pTbc1d17
Gpm6a,pGpm6a
Slc6a1,pSlc6a1
Cox5a,pCox5a
Mocos,pMocos
Cck,pCck
Hspa12a,pHspa12a
Eif3j1,pEif3j1
Srpk2,pSrpk2
Psma2,pPsma2
Ina,pIna
B2m,pB2m
Bmpr2,pBmpr2
Atp5b,pAtp5b
Ganab,pGanab
Nsun2,pNsun2
Faf2,pFaf2
Tubb4b,pTubb4b
Cstf2,pCstf2
Nolc1,pNolc1
Map4,pMap4
Hint1,pHint1
Impdh1,pImpdh1
Rps26,pRps26
Hexb,pHexb
Pnp,pPnp
Me1,pMe1
Ugdh,pUgdh
Farsa,pFarsa
Fbxo21,pFbxo21
Polr2h,pPolr2h
Ppp6c,pPpp6c
Psma4,pPsma4
Psmb3,pPsmb3
Lage3,pLage3
Larp1,pLarp1
Ppp1r21,pPpp1r21
2700060E02Rik,p2700060E02Rik
Sh3glb2,pSh3glb2
Brsk2,pBrsk2
Hnrnpul2,pHnrnpul2
Mrpl19,pMrpl19
Mrpl39,pMrpl39
Mrps15,pMrps15
Opa1,pOpa1
P4ha1,pP4ha1
Phax,pPhax
Ptcd3,pPtcd3
Sdf2l1,pSdf2l1
Supv3l1,pSupv3l1
Cirbp,pCirbp
Cul2,pCul2
Dcaf7,pDcaf7
Fam98a,pFam98a
Mrps2,pMrps2
Lsm3,pLsm3
Rpl10,pRpl10
Ubqln4,pUbqln4
Eno2,pEno2
Ndufb3,pNdufb3
Ogdh,pOgdh
Pfkm,pPfkm
Sdhd,pSdhd
Aldh5a1,pAldh5a1
Spg20,pSpg20
Pls1,pPls1
Capns1,pCapns1
Tpr,pTpr
Dctn6,pDctn6
Dctn4,pDctn4
Cbr3,pCbr3
Ddx3x,pDdx3x
Eif4g2,pEif4g2
Eml1,pEml1
Fbxo7,pFbxo7
Kctd10,pKctd10
Lsm12,pLsm12
Mthfd1,pMthfd1
Rnmt,pRnmt
Vps37b,pVps37b
Pfkl,pPfkl
Cand1,pCand1
Eif4a3,pEif4a3
Ddx17,pDdx17
Rps13,pRps13
4931406C07Rik,p4931406C07Rik
Etfdh,pEtfdh
Naa25,pNaa25
Aplp2,pAplp2
Dhx15,pDhx15
Pex7,pPex7
Elp2,pElp2
Rps24,pRps24
Epb4.1,pEpb4.1
Map2k2,pMap2k2
Pip4k2b,pPip4k2b
Add2,pAdd2
Rab3gap1,pRab3gap1
Glb1,pGlb1
Nudc,pNudc
Wipi2,pWipi2
Nucb1,pNucb1
Hspa4l,pHspa4l
Iars2,pIars2
Ppp4r4,pPpp4r4
Psmd2,pPsmd2
Stxbp1,pStxbp1
Mff,pMff
Gba,pGba
Gusb,pGusb
Srp14,pSrp14
Emd,pEmd
Hcfc1,pHcfc1
Tmcc2,pTmcc2
Dr1,pDr1
Pkp1,pPkp1
Cfl2,pCfl2
Serpine2,pSerpine2
Dbi,pDbi
Dync1li2,pDync1li2
Dynll2,pDynll2
Nudcd3,pNudcd3
Prune2,pPrune2
Ckap5,pCkap5
Dynlrb1,pDynlrb1
Prkacb,pPrkacb
Acadm,pAcadm
Neurl4,pNeurl4
Nsf,pNsf
Ocrl,pOcrl
Rabep1,pRabep1
Pgk2,pPgk2
Rpl26,pRpl26
Vars2,pVars2
Ehd4,pEhd4
Nt5c2,pNt5c2
Cct8,pCct8
Hdgf,pHdgf
Rpl7a,pRpl7a
Eif5a2,pEif5a2
Etf1,pEtf1
Psmc6,pPsmc6
Rars,pRars
Rps3a1,pRps3a1
Eif4b,pEif4b
Eif5,pEif5
Eif3c,pEif3c
Eif3l,pEif3l
Eif3k,pEif3k
Igsf8,pIgsf8
Eif3d,pEif3d
Eif3h,pEif3h
Eif3m,pEif3m
Ranbp1,pRanbp1
Ctps2,pCtps2
Eif2s1,pEif2s1
Eif4a1,pEif4a1
Larp7,pLarp7
Rbm39,pRbm39
Snrpe,pSnrpe
Rpl10a,pRpl10a
Ahsa1,pAhsa1
Pgd,pPgd
Rpl39,pRpl39
Dhps,pDhps
Endog,pEndog
Aak1,pAak1
Hsd17b4,pHsd17b4
Dsp,pDsp
Ap3s1,pAp3s1
Epb4.1l3,pEpb4.1l3
Gskip,pGskip
Nefm,pNefm
Rab6b,pRab6b
Bsn,pBsn
Ppme1,pPpme1
Taok3,pTaok3
Hibadh,pHibadh
Acads,pAcads
Aldh2,pAldh2
Clybl,pClybl
Hspe1,pHspe1
Ndufs3,pNdufs3
Acadl,pAcadl
Dlat,pDlat
Ndufs1,pNdufs1
Gnpda1,pGnpda1
Myl6,pMyl6
Rpl31,pRpl31
Exosc3,pExosc3
Exosc6,pExosc6
Ppp1r14b,pPpp1r14b
Ppp2r4,pPpp2r4
Vps45,pVps45
Ncbp1,pNcbp1
Map7d1,pMap7d1
Nrd1,pNrd1
Elp5,pElp5
Swap70,pSwap70
Ahcyl1,pAhcyl1
Ahcyl2,pAhcyl2
Decr1,pDecr1
Fdx1,pFdx1
Kng1,pKng1
C2cd5,pC2cd5
Cables2,pCables2
S100a6,pS100a6
Vbp1,pVbp1
Sptbn1,pSptbn1
Map7d2,pMap7d2
C4b,pC4b
Npepps,pNpepps
Puf60,pPuf60
Caprin1,pCaprin1
Pam,pPam
2410127L17Rik,p2410127L17Rik
Mapk15,pMapk15
Calb1,pCalb1
Prrc2a,pPrrc2a
Osbp,pOsbp
Ppp1r8,pPpp1r8
Pepd,pPepd
Sord,pSord
Cep76,pCep76
Camsap3,pCamsap3
Ppfia3,pPpfia3
Ppp5c,pPpp5c
Hk1,pHk1
Rps6,pRps6
Gna11,pGna11
Gnai2,pGnai2
Atxn10,pAtxn10
Gng3,pGng3
Gnb3,pGnb3
Gng11,pGng11
Gnb2,pGnb2
Mif,pMif
Prdx3,pPrdx3
Rab2a,pRab2a
Selenbp2,pSelenbp2
Idh1,pIdh1
Cops7b,pCops7b
Bpgm,pBpgm
Ptprn2,pPtprn2
Shroom2,pShroom2
Arl15,pArl15
Gnaq,pGnaq
Trmt10c,pTrmt10c
Atpif1,pAtpif1
Csad,pCsad
Nat9,pNat9
Ppp1r2,pPpp1r2
Prkar2a,pPrkar2a
Msn,pMsn
Lsm8,pLsm8
Aars2,pAars2
Pgm2,pPgm2
Pygb,pPygb
Pygm,pPygm
Hdhd2,pHdhd2
Serpina1b,pSerpina1b
Syncrip,pSyncrip
Maob,pMaob
Rtn4ip1,pRtn4ip1
Acin1,pAcin1
Bdh1,pBdh1
Ddx19a,pDdx19a
Ckmt1,pCkmt1
Uba1,pUba1
Tpm3,pTpm3
Api5,pApi5
Tma7,pTma7
Fam120a,pFam120a
Aldh9a1,pAldh9a1
Aqp4,pAqp4
Man2b1,pMan2b1
Trmt61a,pTrmt61a
Hgh1,pHgh1
Mageb4,pMageb4
Ppp1r7,pPpp1r7
Tom1,pTom1
Vps37c,pVps37c
Mccc2,pMccc2
Elavl3,pElavl3
Hspa1a,pHspa1a
Hist1h1a,pHist1h1a
Hist2h2ac,pHist2h2ac
Hist1h2ah,pHist1h2ah
Eprs,pEprs
Ppil1,pPpil1
Ptbp2,pPtbp2
Sf3b1,pSf3b1
Pcbp2,pPcbp2
Alyref,pAlyref
C1qbp,pC1qbp
Snd1,pSnd1
Stx12,pStx12
Vsnl1,pVsnl1
Aga,pAga
Stk24,pStk24
Scp2,pScp2
Camkk2,pCamkk2
Kctd12,pKctd12
Cct2,pCct2
Cct4,pCct4
Dnaja1,pDnaja1
Atp6v1b2,pAtp6v1b2
Copb2,pCopb2
P4hb,pP4hb
Ndufs6,pNdufs6
Rpl8,pRpl8
Bzw1,pBzw1
Actn4,pActn4
Eif2s3x,pEif2s3x
Pabpn1,pPabpn1
Ada,pAda
Cdc5l,pCdc5l
Plek,pPlek
Rrbp1,pRrbp1
Fn1,pFn1
Aldh6a1,pAldh6a1
Mccc1,pMccc1
Gad2,pGad2
Luc7l2,pLuc7l2
Ppm1g,pPpm1g
Nars2,pNars2
Srp68,pSrp68
Cast,pCast
Kpna4,pKpna4
Krt35,pKrt35
Plat,pPlat
Tceb2,pTceb2
Osgep,pOsgep
Trp53rk,pTrp53rk
Vcpkmt,pVcpkmt
Lamtor3,pLamtor3
Rraga,pRraga
Txndc17,pTxndc17
Alad,pAlad
Rapgef2,pRapgef2
Uba5,pUba5
Rps10,pRps10
Uqcrc1,pUqcrc1
Eps15l1,pEps15l1
Thop1,pThop1
Mbl2,pMbl2
Ubac2,pUbac2
Glud1,pGlud1
Atxn2l,pAtxn2l
Dis3l2,pDis3l2
Snrpg,pSnrpg
Lsm6,pLsm6
Ptn,pPtn
Rps6ka1,pRps6ka1
Eftud2,pEftud2
Hnrnph1,pHnrnph1
Pabpc1,pPabpc1
Vamp1,pVamp1
Rap1gap,pRap1gap
Ltf,pLtf
Mapk12,pMapk12
Pdcd6,pPdcd6
Psmb1,pPsmb1
Rps21,pRps21
Rps27,pRps27
Rps9,pRps9
Twf1,pTwf1
Ubxn1,pUbxn1
Usp5,pUsp5
Reps1,pReps1
Foxk2,pFoxk2
Atp6v1e1,pAtp6v1e1
