protein,protein_id
Kif21a,pKif21a
Traf3ip1,pTraf3ip1
Lrrc24,pLrrc24
Prepl,pPrepl
Ptpn9,pPtpn9
Sgip1,pSgip1
Tmem240,pTmem240
Nhsl2,pNhsl2
Arhgap24,pArhgap24
Bcl9,pBcl9
Cntnap5a,pCntnap5a
Fam120c,pFam120c
Fam171a1,pFam171a1
Icam5,pIcam5
Kcnt1,pKcnt1
Mcc,pMcc
Prkd1,pPrkd1
Tns1,pTns1
Top3b,pTop3b
Ubap2,pUbap2
Wdr47,pWdr47
Wtip,pWtip
Zkscan1,pZkscan1
Apc2,pApc2
Cbll1,pCbll1
N4bp2,pN4bp2
Pak7,pPak7
Smg6,pSmg6
Spice1,pSpice1
Usp28,pUsp28
Zbtb1,pZbtb1
Zscan12,pZscan12
Exog,pExog
Ppm1h,pPpm1h
Mia3,pMia3
Zbtb21,pZbtb21
Sh3d19,pSh3d19
Sec23ip,pSec23ip
Sipa1,pSipa1
Cntn4,pCntn4
Hook3,pHook3
D130043K22Rik,pD130043K22Rik
Tmem259,pTmem259
Wdr81,pWdr81
Wdr91,pWdr91
Fbxo45,pFbxo45
Ablim3,pAblim3
Arhgef11,pArhgef11
Prr36,pPrr36
Ccdc177,pCcdc177
Ssh2,pSsh2
Tagln3,pTagln3
Zfp618,pZfp618
Zscan18,pZscan18
Armc8,pArmc8
Golga1,pGolga1
Gpr158,pGpr158
Jakmip2,pJakmip2
Ksr2,pKsr2
Osbpl3,pOsbpl3
Sh3bp1,pSh3bp1
Stoml2,pStoml2
Vgf,pVgf
Zkscan14,pZkscan14
Mug1,pMug1
Bckdha,pBckdha
Dse,pDse
Gm136,pGm136
Cd5l,pCd5l
Slc2a3,pSlc2a3
Slc29a1,pSlc29a1
Pla2g4b,pPla2g4b
Amica1,pAmica1
Ddias,pDdias
Fgf9,pFgf9
Nrg2,pNrg2
C1ql4,pC1ql4
Tmem126a,pTmem126a
Sema6d,pSema6d
Try4,pTry4
Fam160b2,pFam160b2
Pycr1,pPycr1
Pex10,pPex10
Krt32,pKrt32
H2-Q10,pH2-Q10
Hist1h2af,pHist1h2af
Tcp10a,pTcp10a
Krt81,pKrt81
Yif1b,pYif1b
Ceacam3,pCeacam3
Degs1,pDegs1
Igj,pIgj
Srm,pSrm
Dsg4,pDsg4
Klra3,pKlra3
Hp,pHp
Slc25a33,pSlc25a33
Rdh13,pRdh13
Dctpp1,pDctpp1
Slc27a4,pSlc27a4
Matn1,pMatn1
Clpx,pClpx
Iqgap3,pIqgap3
Mxra8,pMxra8
Stt3a,pStt3a
Matn4,pMatn4
Acsl3,pAcsl3
AW551984,pAW551984
Glt8d1,pGlt8d1
Pom121,pPom121
Mybpc1,pMybpc1
Eif2ak3,pEif2ak3
Sptlc2,pSptlc2
9530068E07Rik,p9530068E07Rik
Msto1,pMsto1
Fads1,pFads1
Dcaf8,pDcaf8
Chpf,pChpf
Dgke,pDgke
Adck3,pAdck3
Rhot2,pRhot2
Dsc3,pDsc3
Qsox2,pQsox2
Vcam1,pVcam1
Myo1a,pMyo1a
Tubal3,pTubal3
Ehd2,pEhd2
Cdkal1,pCdkal1
Slc27a1,pSlc27a1
Ptgis,pPtgis
Sec63,pSec63
Hdc,pHdc
Aup1,pAup1
Clptm1,pClptm1
Sptlc3,pSptlc3
Mest,pMest
Hspa12b,pHspa12b
Lemd2,pLemd2
Mon2,pMon2
Acsl5,pAcsl5
Galnt1,pGalnt1
Tmem209,pTmem209
1700074P13Rik,p1700074P13Rik
Ilvbl,pIlvbl
Alg2,pAlg2
Stab1,pStab1
Rbfox1,pRbfox1
Bcl2l13,pBcl2l13
Slc33a1,pSlc33a1
Ccdc8,pCcdc8
Adck1,pAdck1
Cyp11b1,pCyp11b1
Lrrc1,pLrrc1
Saal1,pSaal1
Man1b1,pMan1b1
Gramd3,pGramd3
Entpd6,pEntpd6
Exd2,pExd2
Vtn,pVtn
Adpgk,pAdpgk
Ccdc47,pCcdc47
Armc10,pArmc10
Rtl1,pRtl1
Antxr1,pAntxr1
Myom2,pMyom2
Fam46a,pFam46a
Tgfbi,pTgfbi
Mettl13,pMettl13
Lpcat4,pLpcat4
Krt25,pKrt25
Pth1r,pPth1r
Erf,pErf
Ccr1,pCcr1
Atl2,pAtl2
Pcdhgc3,pPcdhgc3
Abhd12,pAbhd12
Myo3b,pMyo3b
Dhcr24,pDhcr24
Olfr608,pOlfr608
Myo9b,pMyo9b
Fads3,pFads3
Dym,pDym
Vps4a,pVps4a
Elmod1,pElmod1
Extl3,pExtl3
H13,pH13
Serac1,pSerac1
St8sia6,pSt8sia6
Zfp532,pZfp532
Tmem26,pTmem26
Tm9sf3,pTm9sf3
Sec61b,pSec61b
Osbpl8,pOsbpl8
Dnaaf3,pDnaaf3
Cog1,pCog1
Armc6,pArmc6
Srprb,pSrprb
Dpm1,pDpm1
Gpx8,pGpx8
Rap2c,pRap2c
Trabd,pTrabd
Itm2a,pItm2a
Itm2c,pItm2c
Coprs,pCoprs
Myct1,pMyct1
Ergic1,pErgic1
C8g,pC8g
Ntpcr,pNtpcr
Glyr1,pGlyr1
Arl10,pArl10
Psma8,pPsma8
Mpst,pMpst
Slc25a1,pSlc25a1
Dhrs13,pDhrs13
Nubp2,pNubp2
Micu2,pMicu2
Gpx3,pGpx3
Rasl2-9,pRasl2-9
Hax1,pHax1
Gcat,pGcat
Copz2,pCopz2
Hist1h2bq,pHist1h2bq
Cln6,pCln6
Rras,pRras
Arl8a,pArl8a
Vimp,pVimp
Hsd17b10,pHsd17b10
Rhog,pRhog
Rab32,pRab32
Poldip2,pPoldip2
Zfpl1,pZfpl1
Fcna,pFcna
Dnajb12,pDnajb12
Tyms,pTyms
Bri3bp,pBri3bp
Tmem106b,pTmem106b
Sep15,pSep15
Rce1,pRce1
Fam49a,pFam49a
Arfrp1,pArfrp1
Orc6,pOrc6
Golt1b,pGolt1b
Mob2,pMob2
Smpd2,pSmpd2
Nras,pNras
Rpl7l1,pRpl7l1
Pigk,pPigk
Tk1,pTk1
Pex11b,pPex11b
Stard3nl,pStard3nl
Ttll4,pTtll4
Rab9,pRab9
Icmt,pIcmt
Ctdsp1,pCtdsp1
Gm561,pGm561
Tsen34,pTsen34
Dhrs1,pDhrs1
Adh1,pAdh1
Hist1h2ba,pHist1h2ba
Trim23,pTrim23
Sec61g,pSec61g
Rab38,pRab38
Kdelr3,pKdelr3
Slc25a29,pSlc25a29
Lman2,pLman2
Col11a2,pCol11a2
Hspb8,pHspb8
Aaed1,pAaed1
C5ar1,pC5ar1
Tmed7,pTmed7
Ndufa4l2,pNdufa4l2
Dnajc25,pDnajc25
Cbln1,pCbln1
Clgn,pClgn
Stk31,pStk31
Hfe,pHfe
Ybx2,pYbx2
Tuba8,pTuba8
Wdr62,pWdr62
Hrg,pHrg
Slc38a10,pSlc38a10
Oplah,pOplah
Spata5,pSpata5
Loxhd1,pLoxhd1
Samd3,pSamd3
Vmn1r192,pVmn1r192
Rdh5,pRdh5
Vmn2r88,pVmn2r88
Gm1564,pGm1564
Usp36,pUsp36
Tcam1,pTcam1
Cyp11a1,pCyp11a1
Ldhc,pLdhc
Slc25a31,pSlc25a31
Gm10220,pGm10220
Irgc1,pIrgc1
4930550L24Rik,p4930550L24Rik
Fkbp6,pFkbp6
Mfsd7c,pMfsd7c
Hsd3b1,pHsd3b1
Speer4b,pSpeer4b
Hmgcs2,pHmgcs2
Spag4,pSpag4
Lrrc71,pLrrc71
Tmx1,pTmx1
Fignl1,pFignl1
Ahcy,pAhcy
Rsph1,pRsph1
Tbl2,pTbl2
Hsd3b2,pHsd3b2
Igsf10,pIgsf10
Gcc2,pGcc2
Slc25a45,pSlc25a45
Adamts15,pAdamts15
Serpinb1a,pSerpinb1a
Lrmp,pLrmp
Tap2,pTap2
Nup210,pNup210
Ms4a1,pMs4a1
Fgd2,pFgd2
Stk3,pStk3
H2-Eb1,pH2-Eb1
H2-Ab1,pH2-Ab1
Hk3,pHk3
Epb4.2,pEpb4.2
H2-D1,pH2-D1
Gp1bb,pGp1bb
Gmfg,pGmfg
Ltb4r1,pLtb4r1
Ankrd44,pAnkrd44
Btaf1,pBtaf1
Serpinb9b,pSerpinb9b
Aldh3b1,pAldh3b1
Siglecg,pSiglecg
Acsf2,pAcsf2
Cd97,pCd97
Dock2,pDock2
Slc43a1,pSlc43a1
Blk,pBlk
Sgk3,pSgk3
Hmha1,pHmha1
Gtpbp8,pGtpbp8
Dgka,pDgka
Tmem64,pTmem64
Emr1,pEmr1
Zfp69,pZfp69
Mroh4,pMroh4
Armc9,pArmc9
Cwc25,pCwc25
Gem,pGem
Col4a3bp,pCol4a3bp
AB124611,pAB124611
Gimap7,pGimap7
Rp2h,pRp2h
Tmem71,pTmem71
Gpd1l,pGpd1l
Gm20767,pGm20767
Ngp,pNgp
Stk17b,pStk17b
Spidr,pSpidr
Slc25a53,pSlc25a53
Rab43,pRab43
Tmem177,pTmem177
Gimap1,pGimap1
Pyhin1,pPyhin1
AF067061,pAF067061
Rasal3,pRasal3
Cp,pCp
Rbmx,pRbmx
Rbm6,pRbm6
Gvin1,pGvin1
Csprs,pCsprs
Lpcat3,pLpcat3
Myo1f,pMyo1f
Prkd2,pPrkd2
Zfp800,pZfp800
Cept1,pCept1
Prg2,pPrg2
Hnrnph3,pHnrnph3
Sp140,pSp140
Pop1,pPop1
Pltp,pPltp
Lad1,pLad1
Brd1,pBrd1
Wdr74,pWdr74
Spcs2,pSpcs2
Mrps34,pMrps34
Papd5,pPapd5
Rpf1,pRpf1
Plbd1,pPlbd1
Nmnat1,pNmnat1
Rpl10l,pRpl10l
Klhl36,pKlhl36
Srpk3,pSrpk3
Mrpl23,pMrpl23
Mrps9,pMrps9
Mrpl4,pMrpl4
Spcs3,pSpcs3
Ctsw,pCtsw
Ear6,pEar6
Rtca,pRtca
Rsl24d1,pRsl24d1
Treml1,pTreml1
Zcchc9,pZcchc9
Mrpl21,pMrpl21
Zc3h10,pZc3h10
Cep112,pCep112
Timp3,pTimp3
Mrpl40,pMrpl40
Rbm44,pRbm44
Impad1,pImpad1
Fbxl17,pFbxl17
Cdsn,pCdsn
Ppp1r13l,pPpp1r13l
Mrpl20,pMrpl20
Rabl3,pRabl3
H2-DMb1,pH2-DMb1
Fancm,pFancm
2310003H01Rik,p2310003H01Rik
C230052I12Rik,pC230052I12Rik
2610002J02Rik,p2610002J02Rik
Armcx4,pArmcx4
Ccdc124,pCcdc124
Ccdc13,pCcdc13
Racgap1,pRacgap1
Triobp,pTriobp
Pex5,pPex5
Ppp1r3f,pPpp1r3f
Unc13a,pUnc13a
Dgki,pDgki
Mtss1l,pMtss1l
Pcdh8,pPcdh8
Plekha5,pPlekha5
Rimbp2,pRimbp2
Trim46,pTrim46
Lzts1,pLzts1
Foxp2,pFoxp2
Kctd9,pKctd9
Msantd2,pMsantd2
Strip1,pStrip1
Zc3h4,pZc3h4
Dnaja4,pDnaja4
Celsr2,pCelsr2
Fam115a,pFam115a
Tenm2,pTenm2
Tmed9,pTmed9
Wnk3,pWnk3
Gabrb1,pGabrb1
Gabrb3,pGabrb3
Gabra3,pGabra3
Gabra4,pGabra4
Gabra5,pGabra5
Gabrg1,pGabrg1
Irg1,pIrg1
Slx1b,pSlx1b
Gjb2,pGjb2
Zfp518a,pZfp518a
Lcor,pLcor
Hist1h1t,pHist1h1t
Hmmr,pHmmr
Glrx5,pGlrx5
Zfp644,pZfp644
Rtfdc1,pRtfdc1
Cdyl,pCdyl
Cdyl2,pCdyl2
H2-Aa,pH2-Aa
5430421N21Rik,p5430421N21Rik
Esp3,pEsp3
Krt75,pKrt75
Prdm2,pPrdm2
Btc,pBtc
Amz2,pAmz2
Pola2,pPola2
Ccdc112,pCcdc112
Sytl4,pSytl4
Prl5a1,pPrl5a1
Il1rapl1,pIl1rapl1
Snupn,pSnupn
1700001K19Rik,p1700001K19Rik
U2surp,pU2surp
Col6a4,pCol6a4
4931429I11Rik,p4931429I11Rik
Zc2hc1c,pZc2hc1c
2610507B11Rik,p2610507B11Rik
Dzip1l,pDzip1l
Cby1,pCby1
Clca2,pClca2
Sgsm2,pSgsm2
Arfip1,pArfip1
9330182L06Rik,p9330182L06Rik
Ipo13,pIpo13
Alg3,pAlg3
Hrnr,pHrnr
Clca1,pClca1
Snrpn,pSnrpn
Sox1,pSox1
Alyref2,pAlyref2
Bcl2l14,pBcl2l14
Rsph3a,pRsph3a
Kdelc2,pKdelc2
Cttnbp2nl,pCttnbp2nl
Btbd3,pBtbd3
Dsg1c,pDsg1c
Dsg1b,pDsg1b
Cep104,pCep104
4933427D06Rik,p4933427D06Rik
Chd2,pChd2
Klhl6,pKlhl6
D130007C19Rik,pD130007C19Rik
Rsph3b,pRsph3b
4930427A07Rik,p4930427A07Rik
Tubd1,pTubd1
Cstl1,pCstl1
Slc39a14,pSlc39a14
Shb,pShb
Afap1l2,pAfap1l2
Krt85,pKrt85
Neurl1b,pNeurl1b
Ephx1,pEphx1
Bend6,pBend6
Asb5,pAsb5
Tdrd9,pTdrd9
Zfp1,pZfp1
Zfp65,pZfp65
Fmr1nb,pFmr1nb
Esco1,pEsco1
Six4,pSix4
Six5,pSix5
Mylk,pMylk
Kidins220,pKidins220
Gramd4,pGramd4
Hsd11b2,pHsd11b2
Rac3,pRac3
Lyar,pLyar
Thsd7a,pThsd7a
Opa3,pOpa3
Gm5601,pGm5601
Rpl34-ps1,pRpl34-ps1
Gm8210,pGm8210
Gnb4,pGnb4
Kcmf1,pKcmf1
Ubr3,pUbr3
Sv2a,pSv2a
Sv2b,pSv2b
Sim2,pSim2
Klb,pKlb
Inhbb,pInhbb
Trim40,pTrim40
Kcne4,pKcne4
Elk4,pElk4
Mkrn3,pMkrn3
Mcpt9,pMcpt9
Mcptl,pMcptl
3110043O21Rik,p3110043O21Rik
Wdr41,pWdr41
Rab39b,pRab39b
Tamm41,pTamm41
Pomk,pPomk
B230118H07Rik,pB230118H07Rik
Dcun1d3,pDcun1d3
Cyp1b1,pCyp1b1
Steap3,pSteap3
Uck2,pUck2
Gnpat,pGnpat
Trex1,pTrex1
Rbms2,pRbms2
Aldh1l2,pAldh1l2
Hsd17b7,pHsd17b7
Cdc42ep1,pCdc42ep1
Plbd2,pPlbd2
Fam115c,pFam115c
Cmtm6,pCmtm6
Pgpep1,pPgpep1
H2-Q9,pH2-Q9
Ccdc103,pCcdc103
Exosc8,pExosc8
Gemin2,pGemin2
2810004N23Rik,p2810004N23Rik
Yif1a,pYif1a
Tnnt3,pTnnt3
Slc25a30,pSlc25a30
Ankrd54,pAnkrd54
Exosc2,pExosc2
Fam212b,pFam212b
Medag,pMedag
Slc25a17,pSlc25a17
Gulp1,pGulp1
Elovl5,pElovl5
Nek6,pNek6
Tmem19,pTmem19
Carkd,pCarkd
1110057K04Rik,p1110057K04Rik
Pdlim2,pPdlim2
Steap1,pSteap1
Naa30,pNaa30
Tmem120a,pTmem120a
Tram1,pTram1
Tram2,pTram2
Agpat4,pAgpat4
Arfgap1,pArfgap1
Sec14l4,pSec14l4
Etnk1,pEtnk1
Crlf1,pCrlf1
Tmprss11b,pTmprss11b
Cnot11,pCnot11
Toe1,pToe1
Arfgap3,pArfgap3
Samd11,pSamd11
Fbxo34,pFbxo34
Ppp1r37,pPpp1r37
Adam17,pAdam17
Zcchc2,pZcchc2
Tenc1,pTenc1
Mtmr14,pMtmr14
Krt12,pKrt12
Pusl1,pPusl1
Tmod2,pTmod2
March11,pMarch11
Syt10,pSyt10
Bgn,pBgn
1810037I17Rik,p1810037I17Rik
Tmem263,pTmem263
Spag7,pSpag7
Hdhd1a,pHdhd1a
Fam173b,pFam173b
Scml4,pScml4
Plvap,pPlvap
Pcolce,pPcolce
Sppl2b,pSppl2b
Aldh16a1,pAldh16a1
Ace2,pAce2
Dis3l,pDis3l
Sptb,pSptb
Gzmd,pGzmd
Cd74,pCd74
Plscr1,pPlscr1
Ak4,pAk4
Dnajb2,pDnajb2
Hist1h2be,pHist1h2be
Dppa4,pDppa4
Sim1,pSim1
Npas4,pNpas4
Myrf,pMyrf
Tgif2,pTgif2
Creb3l2,pCreb3l2
Hist1h4m,pHist1h4m
Gm3244,pGm3244
Gm3873,pGm3873
Gm4705,pGm4705
Hbb-bs,pHbb-bs
Hbb-bt,pHbb-bt
Sncb,pSncb
Gpm6b,pGpm6b
Rtn3,pRtn3
Adcy5,pAdcy5
Rap1gds1,pRap1gds1
Coro2b,pCoro2b
Hist1h4f,pHist1h4f
Hist1h4i,pHist1h4i
Hist1h4j,pHist1h4j
Hist1h4n,pHist1h4n
Cend1,pCend1
H3f3c,pH3f3c
Rpl36al,pRpl36al
Phyhipl,pPhyhipl
Bcas1,pBcas1
Cep57,pCep57
Ptgfrn,pPtgfrn
Serpinb3b,pSerpinb3b
Enkur,pEnkur
Mlkl,pMlkl
Slc10a2,pSlc10a2
Atp6v1c2,pAtp6v1c2
Atp6v1g3,pAtp6v1g3
Oxr1,pOxr1
Casq1,pCasq1
Hmgb1,pHmgb1
Orc4,pOrc4
Rbm7,pRbm7
Exosc9,pExosc9
Pak1ip1,pPak1ip1
Srek1,pSrek1
Zfp655,pZfp655
Zmynd8,pZmynd8
Srbd1,pSrbd1
Prr12,pPrr12
Mrm1,pMrm1
Actr8,pActr8
Gse1,pGse1
Sfmbt2,pSfmbt2
Trim14,pTrim14
Fpgs,pFpgs
Eml2,pEml2
Sdk2,pSdk2
Ntn5,pNtn5
Cntn3,pCntn3
Sema3b,pSema3b
Sema3c,pSema3c
Sema3d,pSema3d
Sema3f,pSema3f
Sema4b,pSema4b
Sema4c,pSema4c
Sema4d,pSema4d
Sema6c,pSema6c
Sema3g,pSema3g
Sema5a,pSema5a
Sema5b,pSema5b
Sema6b,pSema6b
Sema4g,pSema4g
Sema7a,pSema7a
Trim47,pTrim47
Acap2,pAcap2
Adm,pAdm
Apobr,pApobr
Arhgap9,pArhgap9
Atg13,pAtg13
Card9,pCard9
Cd44,pCd44
Cd68,pCd68
Chil4,pChil4
Ddx23,pDdx23
Dgat1,pDgat1
Siglec1,pSiglec1
Tcirg1,pTcirg1
Ccdc132,pCcdc132
Rps27rt,pRps27rt
Grwd1,pGrwd1
Aida,pAida
Hmga1-rs1,pHmga1-rs1
Grk5,pGrk5
Cfap20,pCfap20
Hmgn1,pHmgn1
Itpr2,pItpr2
S100a8,pS100a8
Gpkow,pGpkow
Gemin5,pGemin5
Eif2b2,pEif2b2
Cbln4,pCbln4
Zgpat,pZgpat
Ythdc1,pYthdc1
Sfswap,pSfswap
Mepce,pMepce
Prc1,pPrc1
Naf1,pNaf1
Ccdc55,pCcdc55
Alkbh5,pAlkbh5
Twistnb,pTwistnb
Med10,pMed10
Ltv1,pLtv1
Ssbp1,pSsbp1
Ccdc43,pCcdc43
Clasrp,pClasrp
Sept1,pSept1
Wdr70,pWdr70
Rp9,pRp9
Fnbp4,pFnbp4
Cript,pCript
Tssc4,pTssc4
Isy1,pIsy1
Edf1,pEdf1
Zcchc17,pZcchc17
Eefsec,pEefsec
Sf3b5,pSf3b5
Thoc7,pThoc7
Tceanc2,pTceanc2
Cstf1,pCstf1
Srpr,pSrpr
Dhx40,pDhx40
Caap1,pCaap1
Limd2,pLimd2
Wdr83,pWdr83
Ddx55,pDdx55
2310033P09Rik,p2310033P09Rik
Fam32a,pFam32a
Fam133b,pFam133b
Syf2,pSyf2
Cwf19l1,pCwf19l1
Pdia5,pPdia5
Ccdc12,pCcdc12
Hvcn1,pHvcn1
Metap1,pMetap1
Rab11fip1,pRab11fip1
Pcnp,pPcnp
C330007P06Rik,pC330007P06Rik
Wibg,pWibg
Coro7,pCoro7
Cdk5rap3,pCdk5rap3
Sars2,pSars2
Manf,pManf
Efr3a,pEfr3a
Fcrla,pFcrla
Rasa2,pRasa2
Hexim1,pHexim1
Zcchc6,pZcchc6
Psd4,pPsd4
Ccdc9,pCcdc9
Serf2,pSerf2
Rbm33,pRbm33
Clk2,pClk2
Eif2d,pEif2d
Tagln2,pTagln2
Def6,pDef6
Pdcd7,pPdcd7
Pnisr,pPnisr
Rpl37,pRpl37
Mtpap,pMtpap
Rbfa,pRbfa
Tgoln2,pTgoln2
Cdc25c,pCdc25c
4930502E18Rik,p4930502E18Rik
Deptor,pDeptor
Fabp6,pFabp6
Klf9,pKlf9
Zswim2,pZswim2
Fgf1,pFgf1
Elk3,pElk3
Prdm6,pPrdm6
Timp4,pTimp4
Rnf146,pRnf146
Col14a1,pCol14a1
Krt28,pKrt28
Plekha6,pPlekha6
Pllp,pPllp
Sh3bgrl,pSh3bgrl
Trpv2,pTrpv2
Tdp1,pTdp1
Atf1,pAtf1
Cdk2ap1,pCdk2ap1
Ubn1,pUbn1
Tmsb10,pTmsb10
Zfc3h1,pZfc3h1
Hmbox1,pHmbox1
Rmi2,pRmi2
Peo1,pPeo1
Zfhx2,pZfhx2
Rragb,pRragb
Zfp384,pZfp384
Hist1h3b,pHist1h3b
Baz2b,pBaz2b
Hist1h2br,pHist1h2br
Ikzf5,pIkzf5
Larp4,pLarp4
Wdhd1,pWdhd1
Tuba3b,pTuba3b
Tox,pTox
Mfhas1,pMfhas1
2610034B18Rik,p2610034B18Rik
Slc16a3,pSlc16a3
Klk1b24,pKlk1b24
Btg3,pBtg3
Itpa,pItpa
Polr1d,pPolr1d
Synj2,pSynj2
Fbll1,pFbll1
Lypla2,pLypla2
Vat1l,pVat1l
Clic4,pClic4
Hist1h2bg,pHist1h2bg
Cdkn2aipnl,pCdkn2aipnl
Psme2b,pPsme2b
Pgls,pPgls
1810009A15Rik,p1810009A15Rik
Cnot2,pCnot2
Pck2,pPck2
Jmjd6,pJmjd6
Gfpt2,pGfpt2
Hist2h3c1,pHist2h3c1
Trmt2a,pTrmt2a
Cdk18,pCdk18
Hist1h3c,pHist1h3c
Fads2,pFads2
Nkap,pNkap
Hist2h3c2,pHist2h3c2
Srpk1,pSrpk1
Letmd1,pLetmd1
Fut8,pFut8
Pdap1,pPdap1
Slc4a10,pSlc4a10
Pabpc2,pPabpc2
Scamp5,pScamp5
Slc6a11,pSlc6a11
Prps1l3,pPrps1l3
Cldn11,pCldn11
L3hypdh,pL3hypdh
Sytl2,pSytl2
Acp6,pAcp6
Man2a2,pMan2a2
Slc1a4,pSlc1a4
Zan,pZan
Lrrc4b,pLrrc4b
Tph2,pTph2
Zkscan17,pZkscan17
Rftn1,pRftn1
Ddhd1,pDdhd1
Dph6,pDph6
Me3,pMe3
Casp2,pCasp2
Chtf8,pChtf8
Zmiz1,pZmiz1
Gys1,pGys1
H2-Ke6,pH2-Ke6
Rilp,pRilp
Osbpl11,pOsbpl11
Rasip1,pRasip1
Fbln5,pFbln5
Synpo2l,pSynpo2l
Adprhl1,pAdprhl1
Myl4,pMyl4
Asb9,pAsb9
Syt7,pSyt7
Sh3bgrl2,pSh3bgrl2
Myl10,pMyl10
Gng5,pGng5
Hpcal4,pHpcal4
Gng4,pGng4
Zbtb40,pZbtb40
Lpar2,pLpar2
2010300C02Rik,p2010300C02Rik
Ly6h,pLy6h
Nptxr,pNptxr
Erich6,pErich6
2310022B05Rik,p2310022B05Rik
Acot11,pAcot11
Cdc42ep4,pCdc42ep4
Cadm4,pCadm4
Sv2c,pSv2c
Ethe1,pEthe1
Filip1l,pFilip1l
Rbm14-rbm4,pRbm14-rbm4
LOC102642602,pLOC102642602
Elmo2,pElmo2
Rnf214,pRnf214
Pkia,pPkia
Pim3,pPim3
Ggh,pGgh
Tes,pTes
Zbp1,pZbp1
Ccdc50,pCcdc50
Blvrb,pBlvrb
Ctsc,pCtsc
Gla,pGla
Nadk,pNadk
Pld4,pPld4
Lacc1,pLacc1
Amdhd2,pAmdhd2
Mri1,pMri1
Gbe1,pGbe1
Mdp1,pMdp1
Man2b2,pMan2b2
Phkb,pPhkb
Dnase1l2,pDnase1l2
Dhx38,pDhx38
Ipo11,pIpo11
Abhd16a,pAbhd16a
Acat2,pAcat2
Acss1,pAcss1
Aloxe3,pAloxe3
Arpp21,pArpp21
Arsg,pArsg
Asah1,pAsah1
Bcam,pBcam
Bola1,pBola1
Btf3l4,pBtf3l4
Car5b,pCar5b
Cc2d1a,pCc2d1a
Cc2d1b,pCc2d1b
Cfi,pCfi
Chchd1,pChchd1
Chmp7,pChmp7
Chn1,pChn1
Cplx2,pCplx2
Cplx3,pCplx3
Crlf3,pCrlf3
Ctsz,pCtsz
Cygb,pCygb
D2hgdh,pD2hgdh
Dus3l,pDus3l
Dusp23,pDusp23
Epn3,pEpn3
Fam162a,pFam162a
Fam96a,pFam96a
Fdx1l,pFdx1l
Fxyd1,pFxyd1
Gadd45gip1,pGadd45gip1
Gdpd1,pGdpd1
Gripap1,pGripap1
Guk1,pGuk1
Habp4,pHabp4
Haghl,pHaghl
Hddc3,pHddc3
Hdgfrp3,pHdgfrp3
Hebp2,pHebp2
l7Rn6,pl7Rn6
Hist1h2bp,pHist1h2bp
Hist3h2ba,pHist3h2ba
Hpca,pHpca
Isca1,pIsca1
Iscu,pIscu
Katnal1,pKatnal1
Ccbl2,pCcbl2
Lipa,pLipa
Lipt2,pLipt2
Mapk1ip1l,pMapk1ip1l
Mettl1,pMettl1
Mpi,pMpi
Mpp3,pMpp3
Mrps11,pMrps11
Mrps28,pMrps28
Mtmr10,pMtmr10
Ncald,pNcald
Ndufaf1,pNdufaf1
Ndufaf3,pNdufaf3
Nfat5,pNfat5
Ngb,pNgb
Nme3,pNme3
Npc2,pNpc2
Nubp1,pNubp1
Nudcd2,pNudcd2
Nudt14,pNudt14
Nudt4,pNudt4
Osbpl1a,pOsbpl1a
Papola,pPapola
Pcsk1n,pPcsk1n
Pcyox1,pPcyox1
Plekha1,pPlekha1
Pofut1,pPofut1
Ppp1r14a,pPpp1r14a
Ppp1r1a,pPpp1r1a
Ppp1r3g,pPpp1r3g
Ptgr1,pPtgr1
Ptp4a1,pPtp4a1
Ptpn4,pPtpn4
Rap1gap2,pRap1gap2
Rbp4,pRbp4
Retsat,pRetsat
Rexo2,pRexo2
Rgs10,pRgs10
Rgs8,pRgs8
Rnaseh2a,pRnaseh2a
Sat2,pSat2
Scly,pScly
Sec14l2,pSec14l2
Sec31b,pSec31b
Selo,pSelo
Serpina1e,pSerpina1e
Setd3,pSetd3
Slc17a6,pSlc17a6
Smap1,pSmap1
Smpx,pSmpx
Sppl2a,pSppl2a
Stard10,pStard10
Stk32c,pStk32c
Syt11,pSyt11
Them4,pThem4
Trappc2l,pTrappc2l
Triap1,pTriap1
Ttbk1,pTtbk1
Ttc19,pTtc19
Ttc39c,pTtc39c
Txnrd1,pTxnrd1
Uap1,pUap1
Unc119,pUnc119
Uqcc1,pUqcc1
Urm1,pUrm1
Uros,pUros
Wdr13,pWdr13
Zfp428,pZfp428
Aacs,pAacs
Abhd4,pAbhd4
Acad8,pAcad8
Acy1,pAcy1
Adap2,pAdap2
Adprh,pAdprh
Agfg2,pAgfg2
Ambp,pAmbp
Angel2,pAngel2
Ap1s2,pAp1s2
Apip,pApip
Arl2bp,pArl2bp
Armc1,pArmc1
Arr3,pArr3
Ate1,pAte1
Bdh2,pBdh2
Blvra,pBlvra
Camkmt,pCamkmt
Capn7,pCapn7
Casc4,pCasc4
Ccdc91,pCcdc91
Ccs,pCcs
Celf2,pCelf2
Cfh,pCfh
Chid1,pChid1
Chm,pChm
Coa7,pCoa7
Coch,pCoch
Cpn1,pCpn1
Crybb1,pCrybb1
Cryzl1,pCryzl1
2310011J03Rik,p2310011J03Rik
Cuedc2,pCuedc2
Dap3,pDap3
Dnpep,pDnpep
Doc2a,pDoc2a
Dpp3,pDpp3
Eif1ax,pEif1ax
Eif2s3y,pEif2s3y
Elp4,pElp4
Ensa,pEnsa
Fsd1,pFsd1
