lncRNA_id,identifier,gene_name,gene_id
lNONMMUG036004,NONMMUG036004,NONMMUG036004,NONMMUG036004
lNONMMUG036010,NONMMUG036010,NONMMUG036010,NONMMUG036010
lNONMMUG036011,NONMMUG036011,NONMMUG036011,NONMMUG036011
lNONMMUG036014,NONMMUG036014,NONMMUG036014,NONMMUG036014
lNONMMUG036015,NONMMUG036015,NONMMUG036015,NONMMUG036015
lNONMMUG036019,NONMMUG036019,NONMMUG036019,NONMMUG036019
lNONMMUG036021,NONMMUG036021,4930466I24Rik,NONMMUG036021
lNONMMUG036023,NONMMUG036023,NONMMUG036023,NONMMUG036023
lNONMMUG036025,NONMMUG036025,NONMMUG036025,NONMMUG036025
lNONMMUG036026,NONMMUG036026,Nr2c2,NONMMUG036026
lNONMMUG036027,NONMMUG036027,NONMMUG036027,NONMMUG036027
lNONMMUG036028,NONMMUG036028,NONMMUG036028,NONMMUG036028
lNONMMUG036029,NONMMUG036029,NONMMUG036029,NONMMUG036029
lNONMMUG036030,NONMMUG036030,NONMMUG036030,NONMMUG036030
lNONMMUG036031,NONMMUG036031,NONMMUG036031,NONMMUG036031
lNONMMUG036034,NONMMUG036034,NONMMUG036034,NONMMUG036034
lNONMMUG036035,NONMMUG036035,NONMMUG036035,NONMMUG036035
lNONMMUG036036,NONMMUG036036,NONMMUG036036,NONMMUG036036
lNONMMUG036037,NONMMUG036037,NONMMUG036037,NONMMUG036037
lNONMMUG036038,NONMMUG036038,NONMMUG036038,NONMMUG036038
lNONMMUG036039,NONMMUG036039,NONMMUG036039,NONMMUG036039
lNONMMUG036040,NONMMUG036040,NONMMUG036040,NONMMUG036040
lNONMMUG036042,NONMMUG036042,NONMMUG036042,NONMMUG036042
lNONMMUG036043,NONMMUG036043,NONMMUG036043,NONMMUG036043
lNONMMUG036044,NONMMUG036044,NONMMUG036044,NONMMUG036044
lNONMMUG036045,NONMMUG036045,NONMMUG036045,NONMMUG036045
lNONMMUG036046,NONMMUG036046,NONMMUG036046,NONMMUG036046
lNONMMUG036047,NONMMUG036047,NONMMUG036047,NONMMUG036047
lNONMMUG036049,NONMMUG036049,NONMMUG036049,NONMMUG036049
lNONMMUG036050,NONMMUG036050,NONMMUG036050,NONMMUG036050
lNONMMUG036054,NONMMUG036054,NONMMUG036054,NONMMUG036054
lNONMMUG036055,NONMMUG036055,NONMMUG036055,NONMMUG036055
lNONMMUG036056,NONMMUG036056,NONMMUG036056,NONMMUG036056
lNONMMUG036057,NONMMUG036057,RPI002_012188,NONMMUG036057
lNONMMUG036060,NONMMUG036060,NONMMUG036060,NONMMUG036060
lNONMMUG036061,NONMMUG036061,NONMMUG036061,NONMMUG036061
lNONMMUG036062,NONMMUG036062,NONMMUG036062,NONMMUG036062
lNONMMUG036063,NONMMUG036063,NONMMUG036063,NONMMUG036063
lNONMMUG036064,NONMMUG036064,NONMMUG036064,NONMMUG036064
lNONMMUG036065,NONMMUG036065,NONMMUG036065,NONMMUG036065
lNONMMUG036066,NONMMUG036066,NONMMUG036066,NONMMUG036066
lNONMMUG036067,NONMMUG036067,NONMMUG036067,NONMMUG036067
lNONMMUG036068,NONMMUG036068,NONMMUG036068,NONMMUG036068
lNONMMUG036069,NONMMUG036069,NONMMUG036069,NONMMUG036069
lNONMMUG036072,NONMMUG036072,NONMMUG036072,NONMMUG036072
lNONMMUG036073,NONMMUG036073,NONMMUG036073,NONMMUG036073
lNONMMUG036074,NONMMUG036074,NONMMUG036074,NONMMUG036074
lNONMMUG036075,NONMMUG036075,NONMMUG036075,NONMMUG036075
lNONMMUG036077,NONMMUG036077,NONMMUG036077,NONMMUG036077
lNONMMUG036082,NONMMUG036082,1700010K10Rik,NONMMUG036082
lNONMMUG036083,NONMMUG036083,AY512915,NONMMUG036083
lNONMMUG036086,NONMMUG036086,NONMMUG036086,NONMMUG036086
lNONMMUG036087,NONMMUG036087,NONMMUG036087,NONMMUG036087
lNONMMUG036089,NONMMUG036089,NONMMUG036089,NONMMUG036089
lNONMMUG036090,NONMMUG036090,NONMMUG036090,NONMMUG036090
lNONMMUG036091,NONMMUG036091,NONMMUG036091,NONMMUG036091
lNONMMUG036093,NONMMUG036093,NONMMUG036093,NONMMUG036093
lNONMMUG036095,NONMMUG036095,NONMMUG036095,NONMMUG036095
lNONMMUG036096,NONMMUG036096,NONMMUG036096,NONMMUG036096
lNONMMUG036097,NONMMUG036097,NONMMUG036097,NONMMUG036097
lNONMMUG036098,NONMMUG036098,NONMMUG036098,NONMMUG036098
lNONMMUG036099,NONMMUG036099,NONMMUG036099,NONMMUG036099
lNONMMUG036100,NONMMUG036100,RPI002_007860,NONMMUG036100
lNONMMUG036103,NONMMUG036103,NONMMUG036103,NONMMUG036103
lNONMMUG036104,NONMMUG036104,NONMMUG036104,NONMMUG036104
lNONMMUG036105,NONMMUG036105,NONMMUG036105,NONMMUG036105
lNONMMUG036106,NONMMUG036106,NONMMUG036106,NONMMUG036106
lNONMMUG036107,NONMMUG036107,NONMMUG036107,NONMMUG036107
lNONMMUG036108,NONMMUG036108,NONMMUG036108,NONMMUG036108
lNONMMUG036111,NONMMUG036111,NONMMUG036111,NONMMUG036111
lNONMMUG036112,NONMMUG036112,NONMMUG036112,NONMMUG036112
lNONMMUG036113,NONMMUG036113,NONMMUG036113,NONMMUG036113
lNONMMUG036115,NONMMUG036115,NONMMUG036115,NONMMUG036115
lNONMMUG036119,NONMMUG036119,NONMMUG036119,NONMMUG036119
lNONMMUG036120,NONMMUG036120,NONMMUG036120,NONMMUG036120
lNONMMUG036122,NONMMUG036122,Foxp1,NONMMUG036122
lNONMMUG036124,NONMMUG036124,NONMMUG036124,NONMMUG036124
lNONMMUG036125,NONMMUG036125,NONMMUG036125,NONMMUG036125
lNONMMUG036126,NONMMUG036126,NONMMUG036126,NONMMUG036126
lNONMMUG036127,NONMMUG036127,NONMMUG036127,NONMMUG036127
lNONMMUG036128,NONMMUG036128,NONMMUG036128,NONMMUG036128
lNONMMUG036129,NONMMUG036129,NONMMUG036129,NONMMUG036129
lNONMMUG036130,NONMMUG036130,NONMMUG036130,NONMMUG036130
lNONMMUG036131,NONMMUG036131,NONMMUG036131,NONMMUG036131
lNONMMUG036132,NONMMUG036132,NONMMUG036132,NONMMUG036132
lNONMMUG036133,NONMMUG036133,NONMMUG036133,NONMMUG036133
lNONMMUG036134,NONMMUG036134,NONMMUG036134,NONMMUG036134
lNONMMUG036135,NONMMUG036135,Foxp1,NONMMUG036135
lNONMMUG036136,NONMMUG036136,NONMMUG036136,NONMMUG036136
lNONMMUG036137,NONMMUG036137,NONMMUG036137,NONMMUG036137
lNONMMUG036138,NONMMUG036138,NONMMUG036138,NONMMUG036138
lNONMMUG036139,NONMMUG036139,NONMMUG036139,NONMMUG036139
lNONMMUG036140,NONMMUG036140,NONMMUG036140,NONMMUG036140
lNONMMUG036141,NONMMUG036141,NONMMUG036141,NONMMUG036141
lNONMMUG036142,NONMMUG036142,Gm20705,NONMMUG036142
lNONMMUG036143,NONMMUG036143,NONMMUG036143,NONMMUG036143
lNONMMUG036144,NONMMUG036144,NONMMUG036144,NONMMUG036144
lNONMMUG036145,NONMMUG036145,NONMMUG036145,NONMMUG036145
lNONMMUG036146,NONMMUG036146,NONMMUG036146,NONMMUG036146
lNONMMUG036147,NONMMUG036147,NONMMUG036147,NONMMUG036147
lNONMMUG036148,NONMMUG036148,Gm24936,NONMMUG036148
lNONMMUG036149,NONMMUG036149,NONMMUG036149,NONMMUG036149
lNONMMUG036150,NONMMUG036150,NONMMUG036150,NONMMUG036150
lNONMMUG036151,NONMMUG036151,NONMMUG036151,NONMMUG036151
lNONMMUG036152,NONMMUG036152,NONMMUG036152,NONMMUG036152
lNONMMUG036153,NONMMUG036153,AC122929.1,NONMMUG036153
lNONMMUG036154,NONMMUG036154,NONMMUG036154,NONMMUG036154
lNONMMUG036160,NONMMUG036160,NONMMUG036160,NONMMUG036160
lNONMMUG036164,NONMMUG036164,NONMMUG036164,NONMMUG036164
lNONMMUG036165,NONMMUG036165,NONMMUG036165,NONMMUG036165
lNONMMUG036167,NONMMUG036167,NONMMUG036167,NONMMUG036167
lNONMMUG036171,NONMMUG036171,NONMMUG036171,NONMMUG036171
lNONMMUG036172,NONMMUG036172,NONMMUG036172,NONMMUG036172
lNONMMUG036173,NONMMUG036173,NONMMUG036173,NONMMUG036173
lNONMMUG036175,NONMMUG036175,NONMMUG036175,NONMMUG036175
lNONMMUG036176,NONMMUG036176,NONMMUG036176,NONMMUG036176
lNONMMUG036177,NONMMUG036177,NONMMUG036177,NONMMUG036177
lNONMMUG036179,NONMMUG036179,AC117994.1,NONMMUG036179
lNONMMUG036180,NONMMUG036180,NONMMUG036180,NONMMUG036180
lNONMMUG036181,NONMMUG036181,NONMMUG036181,NONMMUG036181
lNONMMUG036182,NONMMUG036182,NONMMUG036182,NONMMUG036182
lNONMMUG036183,NONMMUG036183,NONMMUG036183,NONMMUG036183
lNONMMUG036184,NONMMUG036184,NONMMUG036184,NONMMUG036184
lNONMMUG036185,NONMMUG036185,NONMMUG036185,NONMMUG036185
lNONMMUG036186,NONMMUG036186,NONMMUG036186,NONMMUG036186
lNONMMUG036190,NONMMUG036190,NONMMUG036190,NONMMUG036190
lNONMMUG036191,NONMMUG036191,NONMMUG036191,NONMMUG036191
lNONMMUG036192,NONMMUG036192,NONMMUG036192,NONMMUG036192
lNONMMUG036193,NONMMUG036193,NONMMUG036193,NONMMUG036193
lNONMMUG036194,NONMMUG036194,NONMMUG036194,NONMMUG036194
lNONMMUG036195,NONMMUG036195,NONMMUG036195,NONMMUG036195
lNONMMUG036196,NONMMUG036196,NONMMUG036196,NONMMUG036196
lNONMMUG036197,NONMMUG036197,NONMMUG036197,NONMMUG036197
lNONMMUG036198,NONMMUG036198,NONMMUG036198,NONMMUG036198
lNONMMUG036199,NONMMUG036199,NONMMUG036199,NONMMUG036199
lNONMMUG036200,NONMMUG036200,NONMMUG036200,NONMMUG036200
lNONMMUG036201,NONMMUG036201,NONMMUG036201,NONMMUG036201
lNONMMUG036202,NONMMUG036202,NONMMUG036202,NONMMUG036202
lNONMMUG036206,NONMMUG036206,Gm15631,NONMMUG036206
lNONMMUG036208,NONMMUG036208,NONMMUG036208,NONMMUG036208
lNONMMUG036209,NONMMUG036209,NONMMUG036209,NONMMUG036209
lNONMMUG036211,NONMMUG036211,NONMMUG036211,NONMMUG036211
lNONMMUG036212,NONMMUG036212,NONMMUG036212,NONMMUG036212
lNONMMUG036213,NONMMUG036213,NONMMUG036213,NONMMUG036213
lNONMMUG036218,NONMMUG036218,NONMMUG036218,NONMMUG036218
lNONMMUG036219,NONMMUG036219,NONMMUG036219,NONMMUG036219
lNONMMUG036220,NONMMUG036220,NONMMUG036220,NONMMUG036220
lNONMMUG036221,NONMMUG036221,NONMMUG036221,NONMMUG036221
lNONMMUG036227,NONMMUG036227,NONMMUG036227,NONMMUG036227
lNONMMUG036228,NONMMUG036228,NONMMUG036228,NONMMUG036228
lNONMMUG036229,NONMMUG036229,NONMMUG036229,NONMMUG036229
lNONMMUG036230,NONMMUG036230,NONMMUG036230,NONMMUG036230
lNONMMUG036231,NONMMUG036231,NONMMUG036231,NONMMUG036231
lNONMMUG036232,NONMMUG036232,NONMMUG036232,NONMMUG036232
lNONMMUG036234,NONMMUG036234,0610040F04Rik,NONMMUG036234
lNONMMUG036235,NONMMUG036235,NONMMUG036235,NONMMUG036235
lNONMMUG036236,NONMMUG036236,NONMMUG036236,NONMMUG036236
lNONMMUG036237,NONMMUG036237,Gm17055,NONMMUG036237
lNONMMUG036240,NONMMUG036240,NONMMUG036240,NONMMUG036240
lNONMMUG036241,NONMMUG036241,NONMMUG036241,NONMMUG036241
lNONMMUG036242,NONMMUG036242,NONMMUG036242,NONMMUG036242
lNONMMUG036243,NONMMUG036243,NONMMUG036243,NONMMUG036243
lNONMMUG036244,NONMMUG036244,NONMMUG036244,NONMMUG036244
lNONMMUG036248,NONMMUG036248,Gm20387,NONMMUG036248
lNONMMUG036249,NONMMUG036249,NONMMUG036249,NONMMUG036249
lNONMMUG036250,NONMMUG036250,NONMMUG036250,NONMMUG036250
lNONMMUG036251,NONMMUG036251,NONMMUG036251,NONMMUG036251
lNONMMUG036252,NONMMUG036252,NONMMUG036252,NONMMUG036252
lNONMMUG036253,NONMMUG036253,NONMMUG036253,NONMMUG036253
lNONMMUG036254,NONMMUG036254,NONMMUG036254,NONMMUG036254
lNONMMUG036255,NONMMUG036255,NONMMUG036255,NONMMUG036255
lNONMMUG036256,NONMMUG036256,NONMMUG036256,NONMMUG036256
lNONMMUG036257,NONMMUG036257,NONMMUG036257,NONMMUG036257
lNONMMUG036259,NONMMUG036259,NONMMUG036259,NONMMUG036259
lNONMMUG036265,NONMMUG036265,NONMMUG036265,NONMMUG036265
lNONMMUG036269,NONMMUG036269,NONMMUG036269,NONMMUG036269
lNONMMUG036270,NONMMUG036270,AC153591.1,NONMMUG036270
lNONMMUG036271,NONMMUG036271,NONMMUG036271,NONMMUG036271
lNONMMUG036272,NONMMUG036272,NONMMUG036272,NONMMUG036272
lNONMMUG036274,NONMMUG036274,NONMMUG036274,NONMMUG036274
lNONMMUG036275,NONMMUG036275,NONMMUG036275,NONMMUG036275
lNONMMUG036278,NONMMUG036278,NONMMUG036278,NONMMUG036278
lNONMMUG036279,NONMMUG036279,Gt(ROSA)26Sor,NONMMUG036279
lNONMMUG036280,NONMMUG036280,Setd5,NONMMUG036280
lNONMMUG036281,NONMMUG036281,NONMMUG036281,NONMMUG036281
lNONMMUG036282,NONMMUG036282,NONMMUG036282,NONMMUG036282
lNONMMUG036283,NONMMUG036283,NONMMUG036283,NONMMUG036283
lNONMMUG036284,NONMMUG036284,NONMMUG036284,NONMMUG036284
lNONMMUG036285,NONMMUG036285,NONMMUG036285,NONMMUG036285
lNONMMUG036286,NONMMUG036286,NONMMUG036286,NONMMUG036286
lNONMMUG036287,NONMMUG036287,NONMMUG036287,NONMMUG036287
lNONMMUG036288,NONMMUG036288,Gm16161,NONMMUG036288
lNONMMUG036290,NONMMUG036290,NONMMUG036290,NONMMUG036290
lNONMMUG036291,NONMMUG036291,Gm15492,NONMMUG036291
lNONMMUG036295,NONMMUG036295,NONMMUG036295,NONMMUG036295
lNONMMUG036297,NONMMUG036297,NONMMUG036297,NONMMUG036297
lNONMMUG036300,NONMMUG036300,NONMMUG036300,NONMMUG036300
lNONMMUG036303,NONMMUG036303,NONMMUG036303,NONMMUG036303
lNONMMUG036309,NONMMUG036309,NONMMUG036309,NONMMUG036309
lNONMMUG036310,NONMMUG036310,NONMMUG036310,NONMMUG036310
lNONMMUG036311,NONMMUG036311,NONMMUG036311,NONMMUG036311
lNONMMUG036314,NONMMUG036314,NONMMUG036314,NONMMUG036314
lNONMMUG036315,NONMMUG036315,NONMMUG036315,NONMMUG036315
lNONMMUG036317,NONMMUG036317,NONMMUG036317,NONMMUG036317
lNONMMUG036318,NONMMUG036318,RP23-392K24.4,NONMMUG036318
lNONMMUG036320,NONMMUG036320,NONMMUG036320,NONMMUG036320
lNONMMUG036321,NONMMUG036321,NONMMUG036321,NONMMUG036321
lNONMMUG036323,NONMMUG036323,Gm15082,NONMMUG036323
lNONMMUG036324,NONMMUG036324,Gm15083,NONMMUG036324
lNONMMUG036326,NONMMUG036326,NONMMUG036326,NONMMUG036326
lNONMMUG036328,NONMMUG036328,NONMMUG036328,NONMMUG036328
lNONMMUG036329,NONMMUG036329,NONMMUG036329,NONMMUG036329
lNONMMUG036331,NONMMUG036331,NONMMUG036331,NONMMUG036331
lNONMMUG036335,NONMMUG036335,NONMMUG036335,NONMMUG036335
lNONMMUG036337,NONMMUG036337,NONMMUG036337,NONMMUG036337
lNONMMUG036338,NONMMUG036338,NONMMUG036338,NONMMUG036338
lNONMMUG036339,NONMMUG036339,NONMMUG036339,NONMMUG036339
lNONMMUG036340,NONMMUG036340,NONMMUG036340,NONMMUG036340
lNONMMUG036341,NONMMUG036341,NONMMUG036341,NONMMUG036341
lNONMMUG036344,NONMMUG036344,AC147047.1,NONMMUG036344
lNONMMUG036345,NONMMUG036345,NONMMUG036345,NONMMUG036345
lNONMMUG036346,NONMMUG036346,NONMMUG036346,NONMMUG036346
lNONMMUG036347,NONMMUG036347,NONMMUG036347,NONMMUG036347
lNONMMUG036348,NONMMUG036348,NONMMUG036348,NONMMUG036348
lNONMMUG036349,NONMMUG036349,NONMMUG036349,NONMMUG036349
lNONMMUG036352,NONMMUG036352,NONMMUG036352,NONMMUG036352
lNONMMUG036353,NONMMUG036353,NONMMUG036353,NONMMUG036353
lNONMMUG036355,NONMMUG036355,Tsen2,NONMMUG036355
lNONMMUG036356,NONMMUG036356,NONMMUG036356,NONMMUG036356
lNONMMUG036357,NONMMUG036357,NONMMUG036357,NONMMUG036357
lNONMMUG036358,NONMMUG036358,RPI002_013404,NONMMUG036358
lNONMMUG036359,NONMMUG036359,NONMMUG036359,NONMMUG036359
lNONMMUG036364,NONMMUG036364,Tmcc1,NONMMUG036364
lNONMMUG036365,NONMMUG036365,NONMMUG036365,NONMMUG036365
lNONMMUG036366,NONMMUG036366,NONMMUG036366,NONMMUG036366
lNONMMUG036367,NONMMUG036367,Gm20404,NONMMUG036367
lNONMMUG036368,NONMMUG036368,NONMMUG036368,NONMMUG036368
lNONMMUG036369,NONMMUG036369,NONMMUG036369,NONMMUG036369
lNONMMUG036370,NONMMUG036370,NONMMUG036370,NONMMUG036370
lNONMMUG036371,NONMMUG036371,NONMMUG036371,NONMMUG036371
lNONMMUG036372,NONMMUG036372,Gm8203,NONMMUG036372
lNONMMUG036374,NONMMUG036374,NONMMUG036374,NONMMUG036374
lNONMMUG036375,NONMMUG036375,NONMMUG036375,NONMMUG036375
lNONMMUG036376,NONMMUG036376,NONMMUG036376,NONMMUG036376
lNONMMUG036377,NONMMUG036377,NONMMUG036377,NONMMUG036377
lNONMMUG036379,NONMMUG036379,NONMMUG036379,NONMMUG036379
lNONMMUG036381,NONMMUG036381,NONMMUG036381,NONMMUG036381
lNONMMUG036382,NONMMUG036382,NONMMUG036382,NONMMUG036382
lNONMMUG036383,NONMMUG036383,NONMMUG036383,NONMMUG036383
lNONMMUG036385,NONMMUG036385,NONMMUG036385,NONMMUG036385
lNONMMUG036390,NONMMUG036390,NONMMUG036390,NONMMUG036390
lNONMMUG036391,NONMMUG036391,NONMMUG036391,NONMMUG036391
lNONMMUG036393,NONMMUG036393,NONMMUG036393,NONMMUG036393
lNONMMUG036394,NONMMUG036394,NONMMUG036394,NONMMUG036394
lNONMMUG036395,NONMMUG036395,NONMMUG036395,NONMMUG036395
lNONMMUG036396,NONMMUG036396,RPI002_014090,NONMMUG036396
lNONMMUG036400,NONMMUG036400,RPI002_011088,NONMMUG036400
lNONMMUG036401,NONMMUG036401,NONMMUG036401,NONMMUG036401
lNONMMUG036402,NONMMUG036402,NONMMUG036402,NONMMUG036402
lNONMMUG036403,NONMMUG036403,NONMMUG036403,NONMMUG036403
lNONMMUG036404,NONMMUG036404,NONMMUG036404,NONMMUG036404
lNONMMUG036405,NONMMUG036405,NONMMUG036405,NONMMUG036405
lNONMMUG036406,NONMMUG036406,NONMMUG036406,NONMMUG036406
lNONMMUG036407,NONMMUG036407,NONMMUG036407,NONMMUG036407
lNONMMUG036411,NONMMUG036411,Zfp248,NONMMUG036411
lNONMMUG036413,NONMMUG036413,NONMMUG036413,NONMMUG036413
lNONMMUG036414,NONMMUG036414,NONMMUG036414,NONMMUG036414
lNONMMUG036415,NONMMUG036415,NONMMUG036415,NONMMUG036415
lNONMMUG036416,NONMMUG036416,NONMMUG036416,NONMMUG036416
lNONMMUG036417,NONMMUG036417,NONMMUG036417,NONMMUG036417
lNONMMUG036418,NONMMUG036418,NONMMUG036418,NONMMUG036418
lNONMMUG036419,NONMMUG036419,NONMMUG036419,NONMMUG036419
lNONMMUG036420,NONMMUG036420,NONMMUG036420,NONMMUG036420
lNONMMUG036421,NONMMUG036421,NONMMUG036421,NONMMUG036421
lNONMMUG036422,NONMMUG036422,NONMMUG036422,NONMMUG036422
lNONMMUG036423,NONMMUG036423,NONMMUG036423,NONMMUG036423
lNONMMUG036424,NONMMUG036424,NONMMUG036424,NONMMUG036424
lNONMMUG036428,NONMMUG036428,NONMMUG036428,NONMMUG036428
lNONMMUG036429,NONMMUG036429,NONMMUG036429,NONMMUG036429
lNONMMUG036430,NONMMUG036430,NONMMUG036430,NONMMUG036430
lNONMMUG036431,NONMMUG036431,NONMMUG036431,NONMMUG036431
lNONMMUG036432,NONMMUG036432,NONMMUG036432,NONMMUG036432
lNONMMUG036433,NONMMUG036433,NONMMUG036433,NONMMUG036433
lNONMMUG036434,NONMMUG036434,NONMMUG036434,NONMMUG036434
lNONMMUG036435,NONMMUG036435,NONMMUG036435,NONMMUG036435
lNONMMUG036436,NONMMUG036436,NONMMUG036436,NONMMUG036436
lNONMMUG036437,NONMMUG036437,NONMMUG036437,NONMMUG036437
lNONMMUG036438,NONMMUG036438,NONMMUG036438,NONMMUG036438
lNONMMUG036439,NONMMUG036439,NONMMUG036439,NONMMUG036439
lNONMMUG036440,NONMMUG036440,NONMMUG036440,NONMMUG036440
lNONMMUG036441,NONMMUG036441,AC117667.1,NONMMUG036441
lNONMMUG036443,NONMMUG036443,NONMMUG036443,NONMMUG036443
lNONMMUG036444,NONMMUG036444,NONMMUG036444,NONMMUG036444
lNONMMUG036446,NONMMUG036446,NONMMUG036446,NONMMUG036446
lNONMMUG036447,NONMMUG036447,NONMMUG036447,NONMMUG036447
lNONMMUG036448,NONMMUG036448,NONMMUG036448,NONMMUG036448
lNONMMUG036449,NONMMUG036449,NONMMUG036449,NONMMUG036449
lNONMMUG036450,NONMMUG036450,NONMMUG036450,NONMMUG036450
lNONMMUG036451,NONMMUG036451,NONMMUG036451,NONMMUG036451
lNONMMUG036452,NONMMUG036452,mmu-mir-706,NONMMUG036452
lNONMMUG036453,NONMMUG036453,RPI002_009657,NONMMUG036453
lNONMMUG036456,NONMMUG036456,NONMMUG036456,NONMMUG036456
lNONMMUG036457,NONMMUG036457,NONMMUG036457,NONMMUG036457
lNONMMUG036458,NONMMUG036458,NONMMUG036458,NONMMUG036458
lNONMMUG036459,NONMMUG036459,Kdm5a,NONMMUG036459
lNONMMUG036460,NONMMUG036460,NONMMUG036460,NONMMUG036460
lNONMMUG036461,NONMMUG036461,NONMMUG036461,NONMMUG036461
lNONMMUG036462,NONMMUG036462,NONMMUG036462,NONMMUG036462
lNONMMUG036463,NONMMUG036463,Gm20692,NONMMUG036463
lNONMMUG036469,NONMMUG036469,NONMMUG036469,NONMMUG036469
lNONMMUG036470,NONMMUG036470,NONMMUG036470,NONMMUG036470
lNONMMUG036471,NONMMUG036471,NONMMUG036471,NONMMUG036471
lNONMMUG036473,NONMMUG036473,NONMMUG036473,NONMMUG036473
lNONMMUG036475,NONMMUG036475,NONMMUG036475,NONMMUG036475
lNONMMUG036477,NONMMUG036477,NONMMUG036477,NONMMUG036477
lNONMMUG036478,NONMMUG036478,NONMMUG036478,NONMMUG036478
lNONMMUG036480,NONMMUG036480,NONMMUG036480,NONMMUG036480
lNONMMUG036481,NONMMUG036481,NONMMUG036481,NONMMUG036481
lNONMMUG036482,NONMMUG036482,NONMMUG036482,NONMMUG036482
lNONMMUG036484,NONMMUG036484,NONMMUG036484,NONMMUG036484
lNONMMUG036485,NONMMUG036485,NONMMUG036485,NONMMUG036485
lNONMMUG036486,NONMMUG036486,NONMMUG036486,NONMMUG036486
lNONMMUG036488,NONMMUG036488,NONMMUG036488,NONMMUG036488
lNONMMUG036489,NONMMUG036489,NONMMUG036489,NONMMUG036489
lNONMMUG036490,NONMMUG036490,AC079443.1,NONMMUG036490
lNONMMUG036491,NONMMUG036491,NONMMUG036491,NONMMUG036491
lNONMMUG036493,NONMMUG036493,NONMMUG036493,NONMMUG036493
lNONMMUG036494,NONMMUG036494,NONMMUG036494,NONMMUG036494
lNONMMUG036495,NONMMUG036495,NONMMUG036495,NONMMUG036495
lNONMMUG036496,NONMMUG036496,Gm15856,NONMMUG036496
lNONMMUG036498,NONMMUG036498,NONMMUG036498,NONMMUG036498
lNONMMUG036499,NONMMUG036499,NONMMUG036499,NONMMUG036499
lNONMMUG036508,NONMMUG036508,Rimklb,NONMMUG036508
lNONMMUG036509,NONMMUG036509,NONMMUG036509,NONMMUG036509
lNONMMUG036510,NONMMUG036510,Gm8430,NONMMUG036510
lNONMMUG036512,NONMMUG036512,Gm16556,NONMMUG036512
lNONMMUG036517,NONMMUG036517,NONMMUG036517,NONMMUG036517
lNONMMUG036518,NONMMUG036518,NONMMUG036518,NONMMUG036518
lNONMMUG036519,NONMMUG036519,AC163108.1,NONMMUG036519
lNONMMUG036520,NONMMUG036520,NONMMUG036520,NONMMUG036520
lNONMMUG036521,NONMMUG036521,NONMMUG036521,NONMMUG036521
lNONMMUG036529,NONMMUG036529,RPI002_008454,NONMMUG036529
lNONMMUG036531,NONMMUG036531,NONMMUG036531,NONMMUG036531
lNONMMUG036536,NONMMUG036536,NONMMUG036536,NONMMUG036536
lNONMMUG036542,NONMMUG036542,NONMMUG036542,NONMMUG036542
lNONMMUG036544,NONMMUG036544,NONMMUG036544,NONMMUG036544
lNONMMUG036545,NONMMUG036545,Gm23547,NONMMUG036545
lNONMMUG036546,NONMMUG036546,Gm15884,NONMMUG036546
lNONMMUG036547,NONMMUG036547,NONMMUG036547,NONMMUG036547
lNONMMUG036548,NONMMUG036548,Gm20531,NONMMUG036548
lNONMMUG036550,NONMMUG036550,NONMMUG036550,NONMMUG036550
lNONMMUG036551,NONMMUG036551,NONMMUG036551,NONMMUG036551
lNONMMUG036554,NONMMUG036554,NONMMUG036554,NONMMUG036554
lNONMMUG036556,NONMMUG036556,NONMMUG036556,NONMMUG036556
lNONMMUG036559,NONMMUG036559,NONMMUG036559,NONMMUG036559
lNONMMUG036566,NONMMUG036566,NONMMUG036566,NONMMUG036566
lNONMMUG036571,NONMMUG036571,RPI002_013083,NONMMUG036571
lNONMMUG036574,NONMMUG036574,NONMMUG036574,NONMMUG036574
lNONMMUG036575,NONMMUG036575,NONMMUG036575,NONMMUG036575
lNONMMUG036576,NONMMUG036576,NONMMUG036576,NONMMUG036576
lNONMMUG036577,NONMMUG036577,RPI002_009230,NONMMUG036577
lNONMMUG036578,NONMMUG036578,NONMMUG036578,NONMMUG036578
lNONMMUG036580,NONMMUG036580,NONMMUG036580,NONMMUG036580
lNONMMUG036581,NONMMUG036581,NONMMUG036581,NONMMUG036581
lNONMMUG036584,NONMMUG036584,RPI002_009376,NONMMUG036584
lNONMMUG036585,NONMMUG036585,NONMMUG036585,NONMMUG036585
lNONMMUG036588,NONMMUG036588,NONMMUG036588,NONMMUG036588
lNONMMUG036590,NONMMUG036590,Scarna10,NONMMUG036590
lNONMMUG036592,NONMMUG036592,NONMMUG036592,NONMMUG036592
lNONMMUG036593,NONMMUG036593,RPI002_008599,NONMMUG036593
lNONMMUG036594,NONMMUG036594,Vamp1,NONMMUG036594
lNONMMUG036600,NONMMUG036600,NONMMUG036600,NONMMUG036600
lNONMMUG036602,NONMMUG036602,NONMMUG036602,NONMMUG036602
lNONMMUG036605,NONMMUG036605,NONMMUG036605,NONMMUG036605
lNONMMUG036607,NONMMUG036607,NONMMUG036607,NONMMUG036607
lNONMMUG036609,NONMMUG036609,NONMMUG036609,NONMMUG036609
lNONMMUG036611,NONMMUG036611,AC153580.1,NONMMUG036611
lNONMMUG036618,NONMMUG036618,NONMMUG036618,NONMMUG036618
lNONMMUG036619,NONMMUG036619,NONMMUG036619,NONMMUG036619
lNONMMUG036622,NONMMUG036622,NONMMUG036622,NONMMUG036622
