lncRNA_id,protein,edge_weight
l2610020C07Rik,SFPQ,1
l2610020C07Rik,TIA1,1
l2610020C07Rik,TTP,1
l2610020H08Rik,Fus,2
l2610020H08Rik,JARID2,1
l2610020H08Rik,Upf1,1
l2610037D02Rik,-,1
l2610037D02Rik,AGO1,1
l2610037D02Rik,AGO2,1
l2610037D02Rik,AGO4,1
l2610037D02Rik,DAZL,1
l2610037D02Rik,Elavl1,1
l2610037D02Rik,KPYM,1
l2610037D02Rik,PSPC1,1
l2610037D02Rik,Pou5f1,1
l2610037D02Rik,QKI,1
l2610037D02Rik,RFOX2,1
l2610037D02Rik,SFPQ,1
l2610037D02Rik,TTP,2
l2610037D02Rik,TYY1,1
l2610037D02Rik,VIGLN,1
l2610203C20Rik,Cpsf6,1
l2610203C20Rik,FMRP,1
l2610203C20Rik,Fus,2
l2610203C20Rik,Nova1,1
l2610203C20Rik,Rbfox3,2
l2610203C20Rik,Tdp43,1
l2610203C20Rik,Upf1,1
l2610204G22Rik,RFOX2,1
l2610204G22Rik,VIGLN,1
l2610207I05Rik,Mbnl1,1
l2610209M04Rik,Mbnl1,1
l2610301B20Rik,Celf1,1
l2610301B20Rik,Fus,2
l2610301B20Rik,Mbnl1,1
l2610301B20Rik,Tdp43,1
l2610305D13Rik,JARID2,1
l2610316D01Rik,Elavl1,1
l2610316D01Rik,FMR1,2
l2610316D01Rik,PABP1,1
l2610316D01Rik,Pou5f1,1
l2610316D01Rik,RFOX2,1
l2610316D01Rik,TYY1,1
l2610316D01Rik,VIGLN,1
l2610507B11Rik,FMRP,1
l2610507B11Rik,Fus,2
l2610507B11Rik,JARID2,1
l2610507B11Rik,Mbnl1,1
l2610507B11Rik,Tdp43,1
l2610507B11Rik,Upf1,1
l2610528B01Rik,PABP1,1
l2610528B01Rik,RFOX2,1
l2610528B01Rik,SFPQ,1
l2610528B01Rik,TIA1,1
l2700016F22Rik,AGO2,1
l2700016F22Rik,DAZL,1
l2700016F22Rik,Elavl1,1
l2700016F22Rik,KPYM,1
l2700016F22Rik,PABP1,1
l2700016F22Rik,PSPC1,1
l2700016F22Rik,RFOX2,1
l2700016F22Rik,SFPQ,1
l2700016F22Rik,TIA1,1
l2700016F22Rik,TTP,2
l2700023E23Rik,EED,1
l2700023E23Rik,KPYM,1
l2700023E23Rik,MSI2H,1
l2700023E23Rik,PABP1,1
l2700023E23Rik,PSPC1,1
l2700023E23Rik,Pou5f1,1
l2700023E23Rik,RBM10,1
l2700023E23Rik,RFOX2,1
l2700023E23Rik,SFPQ,1
l2700023E23Rik,SUZ12,1
l2700023E23Rik,TIA1,1
l2700023E23Rik,TTP,1
l2700023E23Rik,TYY1,1
l2700038G22Rik,AGO1,1
l2700038G22Rik,AGO2,1
l2700038G22Rik,AGO4,1
l2700038G22Rik,KPYM,1
l2700038G22Rik,MSI2H,1
l2700038G22Rik,PABP1,1
l2700038G22Rik,PSPC1,1
l2700038G22Rik,Pou5f1,1
l2700038G22Rik,RBM10,1
l2700038G22Rik,RFOX2,1
l2700038G22Rik,SFPQ,1
l2700038G22Rik,SUZ12,1
l2700038G22Rik,TIA1,1
l2700038G22Rik,TYY1,1
l2700046G09Rik,PABP1,1
l2700050L05Rik,Fus,2
l2700050L05Rik,JARID2,1
l2700050L05Rik,Tdp43,1
l2700081L22Rik,RFOX2,1
l2700086A05Rik,PABP1,1
l2700086A05Rik,Pou5f1,1
l2700086A05Rik,QKI,1
l2700086A05Rik,RFOX2,1
l2700086A05Rik,TIA1,1
l2700086A05Rik,TYY1,1
l2700086A05Rik,VIGLN,1
l2700094K13Rik,Upf1,1
l2700099C18Rik,Mbnl3,1
l2810002O09Rik,Mbnl1,1
l2810011L19Rik,Pou5f1,1
l2810011L19Rik,QKI,1
l2810011L19Rik,RFOX2,1
l2810011L19Rik,TYY1,1
l2810012G03Rik,Mbnl1,1
l2810417H13Rik,Celf1,1
l2810417H13Rik,Cpsf6,1
l2810417H13Rik,Tdp43,1
l2810417H13Rik,Upf1,1
l2810425M01Rik,AGO1,1
l2810425M01Rik,AGO2,1
l2810425M01Rik,AGO4,1
l2810425M01Rik,Elavl1,1
l2810425M01Rik,KPYM,1
l2810425M01Rik,PABP1,1
l2810425M01Rik,Pou5f1,1
l2810425M01Rik,Ptbp2,1
l2810425M01Rik,RFOX2,1
l2810425M01Rik,SFPQ,1
l2810425M01Rik,TTP,1
l2810428I15Rik,FMRP,1
l2810428I15Rik,Fus,1
l2810428I15Rik,PABPC1,1
l2810429I04Rik,PABP1,1
l2810429I04Rik,RFOX2,1
l2810429I04Rik,SFPQ,1
l2810442I21Rik,KPYM,1
l2810442I21Rik,PABP1,1
l2810442I21Rik,PSPC1,1
l2810442I21Rik,Pou5f1,1
l2810442I21Rik,RFOX2,1
l2810442I21Rik,SFPQ,1
l2810442I21Rik,TIA1,1
l2810474O19Rik,Fus,2
l2810474O19Rik,Upf1,1
l2810485I05Rik,Mbnl1,1
l2900002K06Rik,KPYM,1
l2900002K06Rik,PABP1,1
l2900002K06Rik,RBM10,1
l2900002K06Rik,RFOX2,1
l2900002K06Rik,TIA1,1
l2900008C10Rik,FMR1,1
l2900008C10Rik,PABP1,1
l2900008C10Rik,Pou5f1,1
l2900008C10Rik,RFOX2,1
l2900008C10Rik,SFPQ,1
l2900024C23Rik,Mbnl1,1
l2900053A13Rik,AGO1,1
l2900053A13Rik,AGO2,1
l2900053A13Rik,AGO4,1
l2900053A13Rik,PABP1,1
l2900053A13Rik,VIGLN,1
l2900053O20Rik,PABP1,1
l2900053O20Rik,RFOX2,1
l2900056M20Rik,-,1
l2900056M20Rik,AGO1,1
l2900056M20Rik,AGO2,1
l2900056M20Rik,AGO4,1
l2900056M20Rik,DAZL,1
l2900056M20Rik,Elavl1,1
l2900056M20Rik,FMR1,2
l2900056M20Rik,KPYM,1
l2900056M20Rik,RBM10,1
l2900056M20Rik,RFOX2,1
l2900056M20Rik,SFPQ,1
l2900056M20Rik,TIA1,1
l2900056M20Rik,TYY1,1
l2900073G15Rik,Mbnl1,1
l2900073G15Rik,Mbnl2,1
l2900076A07Rik,-,1
l2900076A07Rik,AGO1,1
l2900076A07Rik,AGO2,2
l2900076A07Rik,AGO4,1
l2900076A07Rik,MSI2H,1
l2900076A07Rik,PABP1,1
l2900076A07Rik,RBM10,1
l2900076A07Rik,RFOX2,1
l2900076A07Rik,SFPQ,1
l2900076A07Rik,TIA1,1
l2900076A07Rik,TTP,1
l2900093L17Rik,RFOX2,1
l2900093L17Rik,SFPQ,1
l3000002C10Rik,PABP1,1
l3000002C10Rik,PSPC1,1
l3000002C10Rik,RFOX2,1
l3010003L10Rik,AGO2,1
l3010003L10Rik,Pou5f1,1
l3010003L10Rik,RBM10,1
l3010003L10Rik,RFOX2,1
l3010003L10Rik,TYY1,1
l3010003L21Rik,Elavl1,1
l3010003L21Rik,KPYM,1
l3010003L21Rik,PABP1,1
l3010003L21Rik,PSPC1,1
l3010003L21Rik,RFOX2,1
l3010003L21Rik,SFPQ,1
l3010027C24Rik,Pou5f1,1
l3010027C24Rik,RFOX2,1
l3010027C24Rik,TYY1,1
l3110009E18Rik,Fus,1
l3110009E18Rik,Mbnl1,1
l3110009E18Rik,Tdp43,1
l3110040N11Rik,Fus,2
l3110040N11Rik,Tdp43,1
l3110043O21Rik,FMRP,1
l3110043O21Rik,Fus,2
l3110043O21Rik,Mbnl1,1
l3110043O21Rik,Tdp43,1
l3110043O21Rik,Upf1,1
l3110045C21Rik,PABP1,1
l3110045C21Rik,TIA1,1
l3110047P20Rik,FMRP,1
l3110047P20Rik,Fus,2
l3110047P20Rik,Tdp43,1
l3110050N22Rik,Mbnl1,1
l3110053B16Rik,AGO1,1
l3110053B16Rik,AGO2,1
l3110053B16Rik,AGO4,1
l3110053B16Rik,Elavl1,1
l3110053B16Rik,KPYM,1
l3110053B16Rik,PSPC1,1
l3110053B16Rik,RFOX2,1
l3110053B16Rik,SFPQ,1
l3110053B16Rik,VIGLN,1
l3110062M04Rik,Celf1,1
l3110062M04Rik,Fus,2
l3110083C13Rik,DAZL,1
l3110083C13Rik,PABP1,1
l3110083C13Rik,Ptbp2,1
l3110083C13Rik,RFOX2,1
l3110083C13Rik,SFPQ,1
l3230401D17Rik,Celf1,2
l3230401D17Rik,Fus,2
l3230401D17Rik,Tdp43,1
l3300001P08Rik,Mbnl1,1
l3300002I08Rik,Celf1,2
l3300002I08Rik,FMRP,1
l3300002I08Rik,Fus,2
l3300002I08Rik,Tdp43,1
l3300002I08Rik,Upf1,1
l3632451O06Rik,Celf1,1
l3632451O06Rik,Fus,2
l3632451O06Rik,Tdp43,1
l3930401K13Rik,Mbnl3,1
l42064,Celf1,1
l42064,FMRP,1
l42064,Fus,2
l42064,Tdp43,1
l42065,Celf1,2
l42065,Fus,2
l42065,Tdp43,1
l42070,Celf1,2
l42070,Ezh2,1
l42070,FMRP,1
l42070,Fus,2
l42070,PABPC1,1
l42070,Tdp43,1
l42071,Celf1,2
l42071,FMRP,1
l42071,Fus,2
l42071,Tardbp,1
l42071,Tdp43,1
l42073,Fus,2
l42073,Tdp43,1
l42251,FMRP,1
l42251,Fus,1
l42262,Celf1,2
l42262,Ezh2,1
l42262,FMRP,1
l42262,Fus,2
l42262,PABPC1,1
l42262,Tdp43,1
l4631405K08Rik,AGO2,1
l4631405K08Rik,MSI2H,1
l4631405K08Rik,VIGLN,1
l4631426J05Rik,Mbnl1,1
l4632411P08Rik,TYY1,1
l4632419I22Rik,AGO1,1
l4632419I22Rik,AGO2,1
l4632419I22Rik,AGO4,1
l4632419I22Rik,DAZL,1
l4632419I22Rik,Elavl1,1
l4632419I22Rik,FMR1,1
l4632419I22Rik,PABP1,1
l4632419I22Rik,PSPC1,1
l4632419I22Rik,Pou5f1,1
l4632419I22Rik,Ptbp2,1
l4632419I22Rik,QKI,1
l4632419I22Rik,RBM10,1
l4632419I22Rik,RFOX2,1
l4632419I22Rik,SFPQ,1
l4632419I22Rik,TIA1,1
l4632419I22Rik,TTP,2
l4632419I22Rik,TYY1,1
l4632419I22Rik,VIGLN,1
l4632427E13Rik,AGO1,1
l4632427E13Rik,AGO2,1
l4632427E13Rik,AGO4,1
l4632427E13Rik,Cpsf6,1
l4632427E13Rik,Elavl1,1
l4632427E13Rik,FMRP,1
l4632427E13Rik,Fus,2
l4632427E13Rik,RBM10,1
l4632427E13Rik,RFOX2,1
l4632427E13Rik,SFPQ,1
l4632427E13Rik,TIA1,1
l4632427E13Rik,TTP,2
l4632427E13Rik,Tdp43,1
l4632427E13Rik,Upf1,1
l4632428C04Rik,QKI,1
l4632428C04Rik,RFOX2,1
l4632428C04Rik,VIGLN,1
l4731419I09Rik,AGO1,1
l4731419I09Rik,AGO2,1
l4731419I09Rik,AGO4,1
l4731419I09Rik,PABP1,1
l4731419I09Rik,RBM10,1
l4731419I09Rik,RFOX2,1
l4731419I09Rik,SFPQ,1
l4731419I09Rik,TIA1,1
l4732418A04Rik,AGO2,1
l4732418A04Rik,RFOX2,1
l4732419C18Rik,Pou5f1,1
l4732419C18Rik,SFPQ,1
l4732419C18Rik,TYY1,1
l4732447D17Rik,-,1
l4732463B04Rik,KPYM,1
l4732463B04Rik,PABP1,1
l4732463B04Rik,RFOX2,1
l4732487G21Rik,PABP1,1
l4732487G21Rik,RFOX2,1
l4732487G21Rik,TIA1,1
l4732487G21Rik,TTP,1
l4732490B19Rik,RFOX2,1
l4732491K20Rik,PABP1,1
l4732491K20Rik,RFOX2,1
l4831440D22Rik,Rbfox3,1
l4831440E17Rik,Pou5f1,1
l4831440E17Rik,RFOX2,1
l4833407H14Rik,FMR1,1
l4833407H14Rik,Pou5f1,1
l4833407H14Rik,RFOX2,1
l4833407H14Rik,TYY1,1
l4833412C05Rik,RFOX2,1
l4833412C05Rik,TYY1,1
l4833413E03Rik,Pou5f1,1
l4833413E03Rik,RFOX2,1
l4833413E03Rik,TYY1,1
l4833422M21Rik,DAZL,1
l4833422M21Rik,RFOX2,1
l4833428L15Rik,RFOX2,1
l4833428L15Rik,SFPQ,1
l4921504A21Rik,PABP1,1
l4921504A21Rik,Pou5f1,1
l4921504A21Rik,Ptbp2,1
l4921504A21Rik,RFOX2,1
l4921504A21Rik,TYY1,1
l4921505C17Rik,Mbnl3,1
l4921507G05Rik,PABP1,1
l4921507G05Rik,TTP,1
l4921508A21Rik,PSPC1,1
l4921508A21Rik,Pou5f1,1
l4921508A21Rik,RFOX2,1
l4921508A21Rik,TIA1,1
l4921509A06Rik,Pou5f1,1
l4921509A06Rik,TYY1,1
l4921514A10Rik,AGO1,1
l4921514A10Rik,AGO2,1
l4921514A10Rik,AGO4,1
l4921514A10Rik,PABP1,1
l4921514A10Rik,PSPC1,1
l4921514A10Rik,SFPQ,1
l4921514A10Rik,TIA1,1
l4921514A10Rik,VIGLN,1
l4921518J05Rik,PABP1,1
l4921518J05Rik,Pou5f1,1
l4921518J05Rik,RFOX2,1
l4921518J05Rik,SFPQ,1
l4921518K17Rik,Fus,1
l4921518K17Rik,PABP1,1
l4921518K17Rik,Pou5f1,1
l4921518K17Rik,Ptbp2,1
l4921518K17Rik,RFOX2,1
l4921518K17Rik,TYY1,1
l4921518K17Rik,Tdp43,1
l4921522H14Rik,Ptbp2,1
l4921525B02Rik,-,1
l4921525B02Rik,RFOX2,1
l4921525B02Rik,SFPQ,1
l4921530L18Rik,PABP1,1
l4930401G09Rik,Pou5f1,1
l4930401G09Rik,RFOX2,1
l4930401O12Rik,RFOX2,1
l4930402H24Rik,Ezh2,1
l4930402H24Rik,FMRP,1
l4930403D09Rik,AGO1,1
l4930403D09Rik,AGO2,1
l4930403D09Rik,AGO4,1
l4930403D09Rik,PABP1,1
l4930403D09Rik,Pou5f1,1
l4930403D09Rik,RFOX2,1
l4930403D09Rik,TYY1,1
l4930403L05Rik,RFOX2,1
l4930404N11Rik,Fus,1
l4930405P13Rik,Elavl1,1
l4930405P13Rik,FMR1,2
l4930405P13Rik,KPYM,1
l4930405P13Rik,PABP1,1
l4930405P13Rik,PSPC1,1
l4930405P13Rik,Pou5f1,1
l4930405P13Rik,RBM10,1
l4930405P13Rik,RFOX2,1
l4930405P13Rik,SFPQ,1
l4930405P13Rik,TIA1,1
l4930405P13Rik,TTP,2
l4930405P13Rik,TYY1,1
l4930406D18Rik,FMR1,2
l4930406D18Rik,Pou5f1,1
l4930406D18Rik,RFOX2,1
l4930406D18Rik,TYY1,1
l4930407G08Rik,RFOX2,1
l4930414F18Rik,Rbfox3,1
l4930415F15Rik,PABPC1,1
l4930415F15Rik,Tdp43,1
l4930415F15Rik,Upf1,1
l4930417O22Rik,Pou5f1,1
l4930417O22Rik,RFOX2,1
l4930417O22Rik,TYY1,1
l4930418C01Rik,PABP1,1
l4930418C01Rik,RFOX2,1
l4930423M02Rik,FMR1,1
l4930423M02Rik,TYY1,1
l4930426D05Rik,RFOX2,1
l4930426I24Rik,RFOX2,1
l4930428N03Rik,Ptbp2,1
l4930428N03Rik,RFOX2,1
l4930428N03Rik,TYY1,1
l4930430E12Rik,AGO2,1
l4930430E12Rik,QKI,1
l4930430E12Rik,RFOX2,1
l4930430J20Rik,RFOX2,1
l4930430J20Rik,SFPQ,1
l4930431P03Rik,RFOX2,1
l4930432B10Rik,PABP1,1
l4930432B10Rik,Ptbp2,1
l4930432B10Rik,QKI,1
l4930432B10Rik,RFOX2,1
l4930432B10Rik,SFPQ,1
l4930432B10Rik,VIGLN,1
l4930441J16Rik,Ptbp2,1
l4930443B20Rik,PABP1,1
l4930443B20Rik,Pou5f1,1
l4930443B20Rik,RFOX2,1
l4930443B20Rik,SFPQ,1
l4930444M15Rik,Ptbp2,1
l4930448D08Rik,RFOX2,1
l4930448E22Rik,Pou5f1,1
l4930448H16Rik,TTP,1
l4930448K12Rik,AGO2,1
l4930448K12Rik,PABP1,1
l4930448K12Rik,Pou5f1,1
l4930448K12Rik,Ptbp2,1
l4930448K12Rik,QKI,2
l4930448K12Rik,RFOX2,1
l4930448K12Rik,SFPQ,1
l4930448K12Rik,TYY1,1
l4930448N21Rik,-,1
l4930448N21Rik,AGO2,1
l4930448N21Rik,FMR1,2
l4930448N21Rik,Pou5f1,1
l4930448N21Rik,Ptbp2,1
l4930448N21Rik,RFOX2,1
l4930448N21Rik,SFPQ,1
l4930448N21Rik,TYY1,1
l4930448N21Rik,VIGLN,1
l4930452L02Rik,RFOX2,1
l4930453H23Rik,AGO2,1
l4930453H23Rik,RFOX2,1
l4930453H23Rik,VIGLN,1
l4930453N24Rik,FMRP,1
l4930453N24Rik,Fus,2
l4930453N24Rik,Tdp43,1
l4930453N24Rik,Upf1,1
l4930455D15Rik,Elavl1,1
l4930455D15Rik,FMR1,2
l4930455D15Rik,KPYM,1
l4930455D15Rik,Pou5f1,1
l4930455D15Rik,Ptbp2,1
l4930455D15Rik,RBM10,1
l4930455D15Rik,RFOX2,1
l4930455D15Rik,TIA1,1
l4930455D15Rik,TTP,1
l4930455D15Rik,TYY1,1
l4930455D15Rik,VIGLN,1
l4930458A03Rik,Rbfox3,1
l4930461G14Rik,KPYM,1
l4930461G14Rik,PABP1,1
l4930461G14Rik,Pou5f1,1
l4930461G14Rik,RFOX2,1
l4930463O16Rik,DAZL,1
l4930463O16Rik,FMR1,1
l4930463O16Rik,PABP1,1
l4930463O16Rik,QKI,1
l4930463O16Rik,RFOX2,1
l4930463O16Rik,VIGLN,1
l4930465A12Rik,-,2
l4930465A12Rik,FMR1,1
l4930465A12Rik,RFOX2,1
l4930465M20Rik,RFOX2,1
l4930467D21Rik,DAZL,1
l4930467D21Rik,FMR1,2
l4930467D21Rik,KPYM,1
l4930467D21Rik,PABP1,1
l4930467D21Rik,Pou5f1,1
l4930467D21Rik,Ptbp2,1
l4930467D21Rik,QKI,1
l4930467D21Rik,RFOX2,1
l4930467D21Rik,SUZ12,1
l4930467D21Rik,TTP,1
l4930467D21Rik,TYY1,1
l4930467D21Rik,VIGLN,1
l4930467K11Rik,RFOX2,1
l4930469G21Rik,RFOX2,1
l4930469G21Rik,SFPQ,1
l4930469G21Rik,VIGLN,1
l4930471I20Rik,AGO2,1
l4930471I20Rik,PABP1,1
l4930471I20Rik,Pou5f1,1
l4930471I20Rik,Ptbp2,1
l4930471I20Rik,RFOX2,1
l4930471I20Rik,SFPQ,1
l4930471I20Rik,TTP,1
l4930471I20Rik,TYY1,1
l4930471M09Rik,FMR1,1
l4930471M09Rik,RFOX2,1
l4930478K11Rik,RFOX2,1
l4930478K11Rik,SFPQ,1
l4930480K23Rik,PABP1,1
l4930480K23Rik,QKI,1
l4930480K23Rik,RFOX2,1
l4930483C13Rik,-,1
l4930483C13Rik,QKI,1
l4930483C13Rik,RFOX2,1
l4930483C13Rik,SFPQ,1
l4930483C13Rik,TYY1,1
l4930500O05Rik,Mbnl1,1
l4930505H01Rik,AGO2,1
l4930505H01Rik,Pou5f1,1
l4930505H01Rik,RFOX2,1
l4930505H01Rik,TYY1,1
l4930505K14Rik,DAZL,1
l4930505N22Rik,AGO1,1
l4930505N22Rik,AGO2,2
l4930505N22Rik,AGO4,1
l4930505N22Rik,DAZL,1
l4930505N22Rik,PABP1,1
l4930505N22Rik,Pou5f1,1
l4930505N22Rik,RFOX2,1
l4930505N22Rik,SFPQ,1
l4930505N22Rik,TTP,1
l4930505N22Rik,TYY1,1
l4930507D10Rik,Pou5f1,1
l4930507D10Rik,Ptbp2,1
l4930507D10Rik,RFOX2,1
l4930507D10Rik,TYY1,1
l4930509E16Rik,PABP1,1
l4930509E16Rik,PSPC1,1
l4930509E16Rik,Pou5f1,1
l4930509E16Rik,RFOX2,1
l4930509G22Rik,DAZL,1
l4930509G22Rik,PABP1,1
l4930509G22Rik,Ptbp2,1
l4930509G22Rik,RFOX2,1
l4930509K18Rik,RFOX2,1
l4930511O05Rik,RFOX2,1
l4930515L19Rik,Elavl1,1
l4930515L19Rik,FMR1,1
l4930515L19Rik,Ptbp2,1
l4930515L19Rik,RFOX2,1
l4930515L19Rik,TYY1,1
l4930516K23Rik,AGO1,1
l4930516K23Rik,AGO2,2
l4930516K23Rik,AGO4,1
l4930516K23Rik,FMR1,1
l4930516K23Rik,Pou5f1,1
l4930516K23Rik,Ptbp2,1
l4930516K23Rik,QKI,2
l4930516K23Rik,RFOX2,1
l4930516K23Rik,SFPQ,1
l4930516K23Rik,TTP,1
l4930516K23Rik,TYY1,1
l4930516K23Rik,VIGLN,1
l4930518C09Rik,Fus,2
l4930518C09Rik,RFOX2,1
l4930518C09Rik,SFPQ,1
l4930518C09Rik,Tdp43,1
l4930519A11Rik,Pou5f1,1
l4930519A11Rik,RFOX2,1
l4930519A11Rik,TYY1,1
l4930519D14Rik,RFOX2,1
l4930519F09Rik,AGO2,1
l4930519F09Rik,DAZL,1
l4930519F09Rik,PABP1,1
l4930519F09Rik,PSPC1,1
l4930519F09Rik,Pou5f1,1
l4930519F09Rik,RFOX2,1
l4930519F09Rik,TIA1,1
l4930519F09Rik,TTP,1
l4930519F09Rik,TYY1,1
l4930520K10Rik,PSPC1,1
l4930520K10Rik,RFOX2,1
l4930520K10Rik,SFPQ,1
l4930522O17Rik,Ptbp2,1
l4930522O17Rik,RFOX2,1
l4930522O17Rik,TYY1,1
l4930524L23Rik,AGO1,1
l4930524L23Rik,AGO2,1
l4930524L23Rik,AGO4,1
l4930524L23Rik,FMR1,1
l4930524L23Rik,KPYM,1
l4930524L23Rik,PABP1,1
l4930524L23Rik,Pou5f1,1
l4930524L23Rik,RFOX2,1
l4930524L23Rik,SFPQ,1
l4930524L23Rik,TYY1,1
l4930525G20Rik,Pou5f1,1
l4930525G20Rik,RFOX2,1
l4930525G20Rik,TYY1,1
l4930526A20Rik,AGO2,1
l4930526A20Rik,DAZL,1
l4930526A20Rik,Elavl1,1
l4930526A20Rik,PABP1,1
l4930526A20Rik,RFOX2,1
l4930526A20Rik,SFPQ,1
l4930526A20Rik,TYY1,1
l4930526L06Rik,Elavl1,1
l4930526L06Rik,PABP1,1
l4930526L06Rik,Pou5f1,1
l4930526L06Rik,Ptbp2,1
l4930526L06Rik,QKI,1
l4930526L06Rik,RFOX2,1
l4930526L06Rik,TYY1,1
l4930528A17Rik,RANBP9,1
l4930528D03Rik,PSPC1,1
l4930528D03Rik,QKI,1
l4930528D03Rik,RFOX2,1
l4930528D03Rik,TIA1,1
l4930528P14Rik,Pou5f1,1
l4930528P14Rik,RFOX2,1
l4930528P14Rik,TYY1,1
l4930533I22Rik,Celf1,2
l4930533I22Rik,FMRP,1
l4930533I22Rik,Fus,2
l4930533I22Rik,Tdp43,1
l4930533I22Rik,Upf1,1
l4930534D22Rik,KPYM,1
l4930534D22Rik,Pou5f1,1
l4930534D22Rik,QKI,1
l4930534D22Rik,RBM10,1
l4930534D22Rik,RFOX2,1
l4930534D22Rik,SFPQ,1
l4930539J05Rik,RFOX2,1
l4930540M05Rik,RFOX2,1
l4930542C16Rik,Pou5f1,1
l4930542C16Rik,RFOX2,1
l4930542H20Rik,RFOX2,1
l4930543N07Rik,Rbfox3,1
l4930544I03Rik,DAZL,1
l4930544I03Rik,FMR1,2
l4930544I03Rik,KPYM,1
l4930544I03Rik,PABP1,1
l4930544I03Rik,Pou5f1,1
l4930544I03Rik,Ptbp2,1
l4930544I03Rik,RBM10,1
l4930544I03Rik,RFOX2,1
l4930544I03Rik,SFPQ,1
l4930544I03Rik,TTP,1
l4930544I03Rik,TYY1,1
l4930544I03Rik,VIGLN,1
l4930547M16Rik,PABP1,1
l4930547M16Rik,RFOX2,1
l4930550C17Rik,Pou5f1,1
l4930550C17Rik,RFOX2,1
l4930552N02Rik,AGO2,1
l4930552N02Rik,Fus,1
l4930552N02Rik,PABP1,1
l4930552N02Rik,Pou5f1,1
l4930552N02Rik,RFOX2,1
l4930552N02Rik,Tdp43,1
l4930552N02Rik,Upf1,1
l4930552P12Rik,FMR1,2
l4930552P12Rik,Pou5f1,1
l4930552P12Rik,Ptbp2,1
l4930552P12Rik,RFOX2,1
l4930552P12Rik,VIGLN,1
l4930553C11Rik,Rbfox3,1
l4930554H23Rik,AGO1,1
l4930554H23Rik,AGO2,1
l4930554H23Rik,AGO4,1
l4930554H23Rik,Elavl1,1
l4930554H23Rik,FMR1,1
l4930554H23Rik,KPYM,1
l4930554H23Rik,Pou5f1,1
l4930554H23Rik,Ptbp2,1
l4930554H23Rik,RFOX2,1
l4930554H23Rik,TYY1,1
l4930555F03Rik,FMRP,1
l4930555J06Rik,Ptbp2,1
l4930556L07Rik,FMR1,1
l4930556M19Rik,Elavl1,1
l4930556M19Rik,PABP1,1
l4930556M19Rik,PSPC1,1
l4930556M19Rik,Pou5f1,1
l4930556M19Rik,Ptbp2,1
l4930556M19Rik,RFOX2,1
l4930556M19Rik,TIA1,1
l4930556N08Rik,AGO1,1
l4930556N08Rik,AGO2,1
l4930556N08Rik,AGO4,1
l4930556N08Rik,Elavl1,1
l4930556N08Rik,PABP1,1
l4930556N08Rik,Pou5f1,1
l4930556N08Rik,Ptbp2,1
l4930556N08Rik,RBM10,1
l4930556N08Rik,RFOX2,1
l4930556N08Rik,TIA1,1
l4930556N08Rik,TTP,2
l4930556N08Rik,TYY1,1
l4930556N08Rik,VIGLN,1
l4930557C09Rik,AGO1,1
l4930557C09Rik,AGO2,1
l4930557C09Rik,AGO4,1
l4930557C09Rik,FMR1,2
l4930557C09Rik,Pou5f1,1
l4930557C09Rik,RFOX2,1
l4930557C09Rik,SFPQ,1
l4930557C09Rik,TTP,1
l4930557C09Rik,TYY1,1
l4930558J18Rik,DAZL,1
l4930558J18Rik,PABP1,1
l4930558J18Rik,RFOX2,1
l4930562A09Rik,Ptbp2,1
l4930562A09Rik,RFOX2,1
l4930562C15Rik,Fus,1
l4930563E18Rik,RFOX2,1
l4930564G21Rik,-,1
l4930564G21Rik,Nova1,1
l4930564G21Rik,Pou5f1,1
l4930564G21Rik,Ptbp2,1
l4930564G21Rik,SFPQ,1
l4930564G21Rik,TYY1,1
l4930564K09Rik,FMR1,1
l4930564K09Rik,PSPC1,1
l4930564K09Rik,Pou5f1,1
l4930564K09Rik,Ptbp2,1
l4930564K09Rik,QKI,1
l4930564K09Rik,RFOX2,1
l4930564K09Rik,VIGLN,1
l4930566F21Rik,KPYM,1
l4930566F21Rik,PABP1,1
l4930567K12Rik,Rbfox3,1
l4930568K20Rik,RFOX2,1
l4930568K20Rik,SFPQ,1
l4930568K20Rik,TIA1,1
l4930578M01Rik,Pou5f1,1
l4930578M01Rik,SFPQ,1
l4930587A21Rik,RFOX2,1
l4930593A02Rik,AGO1,1
l4930593A02Rik,AGO2,1
l4930593A02Rik,AGO4,1
l4930593A02Rik,Elavl1,1
l4930593A02Rik,FMR1,2
l4930593A02Rik,MSI2H,1
l4930593A02Rik,Pou5f1,1
l4930593A02Rik,Ptbp2,1
l4930593A02Rik,RFOX2,1
l4930593A02Rik,SFPQ,1
l4930593A02Rik,TYY1,1
l4930596I21Rik,Elavl1,1
l4930596I21Rik,SFPQ,1
l4930596I21Rik,TIA1,1
l4930596M17Rik,AGO1,1
l4930596M17Rik,AGO2,1
l4930596M17Rik,AGO4,1
l4930596M17Rik,RFOX2,1
l4930598A11Rik,RFOX2,1
l4931403G20Rik,Ptbp2,1
l4931403G20Rik,RFOX2,1
l4931403G20Rik,TIA1,1
l4931403G20Rik,VIGLN,1
l4931406P16Rik,Fus,2
l4931406P16Rik,JARID2,1
l4931406P16Rik,Tdp43,1
l4931406P16Rik,Upf1,1
l4931407E12Rik,Rbfox3,1
l4931415C17Rik,Elavl1,1
l4931415C17Rik,PABP1,1
l4931415C17Rik,RFOX2,1
l4931415C17Rik,TTP,1
l4931422A03Rik,Celf1,1
l4931422A03Rik,FMRP,1
