lncRNA_id,protein,edge_weight
lNONMMUG021233,Fus,1
lNONMMUG021240,Fus,1
lNONMMUG021240,Tdp43,1
lNONMMUG021242,Tdp43,1
lNONMMUG021243,Fus,1
lNONMMUG021243,Tdp43,1
lNONMMUG021245,Tdp43,1
lNONMMUG021245,Upf1,1
lNONMMUG021249,Tdp43,1
lNONMMUG021256,FMRP,1
lNONMMUG021256,Fus,2
lNONMMUG021256,Tdp43,1
lNONMMUG021257,Celf1,1
lNONMMUG021257,Fus,2
lNONMMUG021257,Tdp43,1
lNONMMUG021257,Upf1,1
lNONMMUG021258,Fus,1
lNONMMUG021258,Tdp43,1
lNONMMUG021259,FMRP,1
lNONMMUG021259,Fus,1
lNONMMUG021259,Tdp43,1
lNONMMUG021259,Upf1,1
lNONMMUG021260,Fus,2
lNONMMUG021260,Tdp43,1
lNONMMUG021261,Fus,2
lNONMMUG021261,Tardbp,1
lNONMMUG021261,Tdp43,1
lNONMMUG021262,Celf1,2
lNONMMUG021262,Fus,2
lNONMMUG021262,Tdp43,1
lNONMMUG021262,Upf1,1
lNONMMUG021263,Fus,1
lNONMMUG021264,Fus,1
lNONMMUG021264,Tdp43,1
lNONMMUG021265,Fus,1
lNONMMUG021266,Fus,2
lNONMMUG021266,Tdp43,1
lNONMMUG021267,AGO1,1
lNONMMUG021267,AGO2,1
lNONMMUG021267,AGO4,1
lNONMMUG021267,Celf1,1
lNONMMUG021267,DAZL,1
lNONMMUG021267,Elavl1,1
lNONMMUG021267,FMR1,2
lNONMMUG021267,FMRP,1
lNONMMUG021267,Fus,2
lNONMMUG021267,PABP1,1
lNONMMUG021267,Pou5f1,1
lNONMMUG021267,Ptbp2,1
lNONMMUG021267,RBM10,1
lNONMMUG021267,RFOX2,1
lNONMMUG021267,Rbfox3,1
lNONMMUG021267,SFPQ,1
lNONMMUG021267,TIA1,1
lNONMMUG021267,TTP,2
lNONMMUG021267,TYY1,1
lNONMMUG021267,Tdp43,1
lNONMMUG021268,FMRP,1
lNONMMUG021268,Tdp43,1
lNONMMUG021269,Ezh2,1
lNONMMUG021269,Fus,2
lNONMMUG021269,JARID2,1
lNONMMUG021269,Tdp43,1
lNONMMUG021271,Ezh2,1
lNONMMUG021271,FMRP,1
lNONMMUG021271,Fus,2
lNONMMUG021271,JARID2,1
lNONMMUG021271,PABPC1,1
lNONMMUG021271,Tdp43,1
lNONMMUG021271,Upf1,1
lNONMMUG021272,Upf1,1
lNONMMUG021273,Celf1,2
lNONMMUG021273,FMRP,1
lNONMMUG021273,Fus,1
lNONMMUG021273,Tdp43,1
lNONMMUG021273,Upf1,1
lNONMMUG021274,Celf1,1
lNONMMUG021274,Fus,2
lNONMMUG021274,Tdp43,1
lNONMMUG021275,Fus,2
lNONMMUG021275,Tdp43,1
lNONMMUG021276,Fus,2
lNONMMUG021276,Tdp43,1
lNONMMUG021277,Cpsf6,1
lNONMMUG021277,FMRP,1
lNONMMUG021277,Fus,2
lNONMMUG021277,Tdp43,1
lNONMMUG021278,Fus,2
lNONMMUG021278,Upf1,1
lNONMMUG021279,FMRP,1
lNONMMUG021279,Fus,1
lNONMMUG021279,Tdp43,1
lNONMMUG021280,Fus,1
lNONMMUG021280,Tdp43,1
lNONMMUG021281,Celf1,3
lNONMMUG021281,Fus,2
lNONMMUG021281,PABPC1,1
lNONMMUG021281,Tdp43,1
lNONMMUG021281,Upf1,1
lNONMMUG021283,Mbnl1,1
lNONMMUG021283,Tdp43,1
lNONMMUG021283,Upf1,1
lNONMMUG021286,Tdp43,1
lNONMMUG021289,Celf1,2
lNONMMUG021289,Fus,2
lNONMMUG021289,Tardbp,1
lNONMMUG021289,Tdp43,1
lNONMMUG021289,Upf1,1
lNONMMUG021290,FMRP,1
lNONMMUG021290,Fus,2
lNONMMUG021290,Tdp43,1
lNONMMUG021290,Upf1,1
lNONMMUG021292,Upf1,1
lNONMMUG021293,FMRP,1
lNONMMUG021295,Celf1,1
lNONMMUG021295,Tdp43,1
lNONMMUG021296,Upf1,1
lNONMMUG021297,Tdp43,1
lNONMMUG021298,Upf1,1
lNONMMUG021299,Fus,1
lNONMMUG021299,JARID2,1
lNONMMUG021300,Fus,2
lNONMMUG021300,Tdp43,1
lNONMMUG021300,Upf1,1
lNONMMUG021301,Fus,2
lNONMMUG021301,Tdp43,1
lNONMMUG021303,FMRP,1
lNONMMUG021303,Fus,2
lNONMMUG021303,Tdp43,1
lNONMMUG021304,Fus,2
lNONMMUG021304,Tdp43,1
lNONMMUG021304,Upf1,1
lNONMMUG021309,Fus,2
lNONMMUG021309,Tdp43,1
lNONMMUG021310,Fus,1
lNONMMUG021310,Tdp43,1
lNONMMUG021311,Fus,1
lNONMMUG021314,Fus,1
lNONMMUG021315,Fus,2
lNONMMUG021315,Tdp43,1
lNONMMUG021315,Upf1,1
lNONMMUG021316,Fus,2
lNONMMUG021316,Tdp43,1
lNONMMUG021317,Fus,2
lNONMMUG021317,Tdp43,1
lNONMMUG021318,Fus,2
lNONMMUG021318,Tdp43,1
lNONMMUG021319,Fus,1
lNONMMUG021320,Cpsf6,1
lNONMMUG021320,Ezh2,1
lNONMMUG021320,Fus,2
lNONMMUG021320,JARID2,1
lNONMMUG021320,Mbnl1,1
lNONMMUG021320,Tdp43,1
lNONMMUG021320,Upf1,1
lNONMMUG021321,JARID2,1
lNONMMUG021321,Upf1,1
lNONMMUG021322,Fus,2
lNONMMUG021322,JARID2,1
lNONMMUG021322,PABPC1,1
lNONMMUG021322,Tdp43,1
lNONMMUG021322,Upf1,1
lNONMMUG021324,Upf1,1
lNONMMUG021327,Celf1,2
lNONMMUG021327,Fus,1
lNONMMUG021327,Tdp43,1
lNONMMUG021328,Fus,2
lNONMMUG021328,Tdp43,1
lNONMMUG021329,Celf1,1
lNONMMUG021329,Fus,2
lNONMMUG021329,Tdp43,1
lNONMMUG021329,Upf1,1
lNONMMUG021330,Celf1,2
lNONMMUG021330,Fus,2
lNONMMUG021330,Mbnl1,1
lNONMMUG021330,Tdp43,1
lNONMMUG021330,Upf1,1
lNONMMUG021331,Celf1,2
lNONMMUG021331,FMRP,1
lNONMMUG021331,Fus,2
lNONMMUG021331,Mbnl1,1
lNONMMUG021331,Nova1,1
lNONMMUG021331,Tdp43,1
lNONMMUG021332,Fus,1
lNONMMUG021332,Tdp43,1
lNONMMUG021333,Fus,2
lNONMMUG021333,Tardbp,1
lNONMMUG021333,Tdp43,1
lNONMMUG021334,Celf1,1
lNONMMUG021334,Fus,2
lNONMMUG021334,Tdp43,1
lNONMMUG021336,Tdp43,1
lNONMMUG021336,Upf1,1
lNONMMUG021337,FMRP,1
lNONMMUG021337,Fus,1
lNONMMUG021337,Tdp43,1
lNONMMUG021337,Upf1,1
lNONMMUG021342,Celf1,1
lNONMMUG021342,Fus,2
lNONMMUG021342,Tdp43,1
lNONMMUG021343,Celf1,2
lNONMMUG021343,Fus,2
lNONMMUG021343,Tdp43,1
lNONMMUG021346,Tdp43,1
lNONMMUG021347,Tdp43,1
lNONMMUG021348,Tdp43,1
lNONMMUG021349,Fus,1
lNONMMUG021349,Tdp43,1
lNONMMUG021349,Upf1,1
lNONMMUG021350,Fus,1
lNONMMUG021351,Upf1,1
lNONMMUG021352,Celf1,2
lNONMMUG021352,Ezh2,1
lNONMMUG021352,FMRP,1
lNONMMUG021352,Fus,2
lNONMMUG021352,JARID2,1
lNONMMUG021352,Tdp43,1
lNONMMUG021352,Upf1,1
lNONMMUG021358,Celf1,2
lNONMMUG021358,FMRP,1
lNONMMUG021358,Fus,2
lNONMMUG021358,PABPC1,1
lNONMMUG021358,Tdp43,1
lNONMMUG021358,Upf1,1
lNONMMUG021359,Celf1,1
lNONMMUG021359,Fus,2
lNONMMUG021359,Tdp43,1
lNONMMUG021360,Fus,1
lNONMMUG021362,Fus,2
lNONMMUG021362,Tdp43,1
lNONMMUG021364,FMRP,1
lNONMMUG021364,Fus,2
lNONMMUG021364,Tdp43,1
lNONMMUG021364,Upf1,1
lNONMMUG021365,Fus,2
lNONMMUG021365,Tdp43,1
lNONMMUG021365,Upf1,1
lNONMMUG021366,FMRP,1
lNONMMUG021366,Fus,2
lNONMMUG021366,Tdp43,1
lNONMMUG021367,Fus,2
lNONMMUG021367,Tdp43,1
lNONMMUG021368,Fus,2
lNONMMUG021368,Tdp43,1
lNONMMUG021372,Fus,2
lNONMMUG021373,Fus,1
lNONMMUG021374,Fus,1
lNONMMUG021374,Upf1,1
lNONMMUG021377,Celf1,1
lNONMMUG021377,FMRP,1
lNONMMUG021377,Fus,2
lNONMMUG021377,JARID2,1
lNONMMUG021377,Upf1,1
lNONMMUG021379,JARID2,1
lNONMMUG021379,Tdp43,1
lNONMMUG021380,Fus,2
lNONMMUG021380,JARID2,1
lNONMMUG021380,Tdp43,1
lNONMMUG021382,Tdp43,1
lNONMMUG021383,Upf1,1
lNONMMUG021388,FMRP,1
lNONMMUG021388,Fus,2
lNONMMUG021388,Upf1,1
lNONMMUG021389,Fus,2
lNONMMUG021389,Tdp43,1
lNONMMUG021389,Upf1,1
lNONMMUG021391,Fus,2
lNONMMUG021391,Tdp43,1
lNONMMUG021392,Fus,2
lNONMMUG021392,Tdp43,1
lNONMMUG021393,AGO1,1
lNONMMUG021393,AGO2,2
lNONMMUG021393,AGO4,1
lNONMMUG021393,Celf1,1
lNONMMUG021393,Elavl1,1
lNONMMUG021393,FMRP,1
lNONMMUG021393,Fus,2
lNONMMUG021393,KPYM,1
lNONMMUG021393,PABP1,1
lNONMMUG021393,RFOX2,1
lNONMMUG021393,SFPQ,1
lNONMMUG021393,TIA1,1
lNONMMUG021393,TTP,2
lNONMMUG021393,Tdp43,1
lNONMMUG021395,Fus,1
lNONMMUG021395,Tdp43,1
lNONMMUG021397,Tdp43,1
lNONMMUG021402,Upf1,1
lNONMMUG021412,Ezh2,1
lNONMMUG021412,Fus,2
lNONMMUG021412,Tdp43,1
lNONMMUG021413,Tdp43,1
lNONMMUG021413,Upf1,1
lNONMMUG021421,FMRP,1
lNONMMUG021421,Fus,1
lNONMMUG021422,FMRP,1
lNONMMUG021422,Fus,2
lNONMMUG021422,Upf1,1
lNONMMUG021423,FMRP,1
lNONMMUG021423,Fus,2
lNONMMUG021423,Tdp43,1
lNONMMUG021427,Fus,1
lNONMMUG021428,Tdp43,1
lNONMMUG021429,Fus,2
lNONMMUG021429,Tdp43,1
lNONMMUG021430,Fus,2
lNONMMUG021430,Tdp43,1
lNONMMUG021430,Upf1,1
lNONMMUG021432,Fus,2
lNONMMUG021432,Tdp43,1
lNONMMUG021434,Celf1,1
lNONMMUG021434,Fus,1
lNONMMUG021434,PABPC1,1
lNONMMUG021434,Tdp43,1
lNONMMUG021434,Upf1,1
lNONMMUG021437,Fus,2
lNONMMUG021437,Tdp43,1
lNONMMUG021437,Upf1,1
lNONMMUG021439,Tdp43,1
lNONMMUG021440,Fus,1
lNONMMUG021441,FMRP,1
lNONMMUG021441,Fus,2
lNONMMUG021441,Tdp43,1
lNONMMUG021443,Celf1,2
lNONMMUG021443,FMRP,1
lNONMMUG021443,Fus,2
lNONMMUG021443,PABPC1,1
lNONMMUG021443,Tdp43,1
lNONMMUG021443,Upf1,1
lNONMMUG021447,Fus,1
lNONMMUG021447,Tdp43,1
lNONMMUG021450,Tdp43,1
lNONMMUG021451,Fus,1
lNONMMUG021451,Pou5f1,1
lNONMMUG021451,RFOX2,1
lNONMMUG021451,TYY1,1
lNONMMUG021451,Tdp43,1
lNONMMUG021451,VIGLN,1
lNONMMUG021452,Fus,1
lNONMMUG021452,Pou5f1,1
lNONMMUG021452,TYY1,1
lNONMMUG021452,Tdp43,1
lNONMMUG021453,Fus,1
lNONMMUG021454,Celf1,3
lNONMMUG021454,FMRP,1
lNONMMUG021454,Fus,2
lNONMMUG021454,JARID2,1
lNONMMUG021454,PABPC1,1
lNONMMUG021454,Tdp43,1
lNONMMUG021454,Upf1,1
lNONMMUG021455,Celf1,3
lNONMMUG021455,FMRP,1
lNONMMUG021455,Fus,2
lNONMMUG021455,PABPC1,1
lNONMMUG021455,Tdp43,1
lNONMMUG021456,Tdp43,1
lNONMMUG021458,Ezh2,1
lNONMMUG021458,Fus,1
lNONMMUG021460,Tdp43,1
lNONMMUG021460,Upf1,1
lNONMMUG021461,Fus,1
lNONMMUG021463,Tdp43,1
lNONMMUG021466,Tdp43,1
lNONMMUG021468,Fus,2
lNONMMUG021468,Tdp43,1
lNONMMUG021470,Fus,2
lNONMMUG021470,Tdp43,1
lNONMMUG021470,Upf1,1
lNONMMUG021471,Celf1,1
lNONMMUG021471,Fus,2
lNONMMUG021472,Fus,2
lNONMMUG021472,Tdp43,1
lNONMMUG021472,Upf1,1
lNONMMUG021473,FMRP,1
lNONMMUG021473,Fus,2
lNONMMUG021473,Tdp43,1
lNONMMUG021475,FMRP,1
lNONMMUG021475,Fus,2
lNONMMUG021478,Fus,2
lNONMMUG021478,Tdp43,1
lNONMMUG021481,-,1
lNONMMUG021481,AGO1,1
lNONMMUG021481,AGO2,1
lNONMMUG021481,AGO4,1
lNONMMUG021481,Celf1,3
lNONMMUG021481,DAZL,1
lNONMMUG021481,Elavl1,1
lNONMMUG021481,FMRP,1
lNONMMUG021481,Fus,2
lNONMMUG021481,PABP1,1
lNONMMUG021481,PABPC1,1
lNONMMUG021481,PSPC1,1
lNONMMUG021481,Pou5f1,1
lNONMMUG021481,RFOX2,1
lNONMMUG021481,SFPQ,1
lNONMMUG021481,TIA1,1
lNONMMUG021481,TTP,2
lNONMMUG021481,Tdp43,1
lNONMMUG021483,Celf1,1
lNONMMUG021483,FMRP,1
lNONMMUG021483,Fus,2
lNONMMUG021483,Tdp43,1
lNONMMUG021483,Upf1,1
lNONMMUG021484,Celf1,1
lNONMMUG021484,Ezh2,1
lNONMMUG021484,Fus,2
lNONMMUG021484,JARID2,1
lNONMMUG021484,Mbnl1,1
lNONMMUG021484,Tdp43,1
lNONMMUG021484,Upf1,1
lNONMMUG021485,Fus,2
lNONMMUG021486,Celf1,1
lNONMMUG021486,Fus,2
lNONMMUG021486,Tdp43,1
lNONMMUG021486,Upf1,1
lNONMMUG021487,Celf1,2
lNONMMUG021487,Fus,1
lNONMMUG021487,Tdp43,1
lNONMMUG021487,Upf1,1
lNONMMUG021488,Fus,2
lNONMMUG021488,Tdp43,1
lNONMMUG021489,Celf1,2
lNONMMUG021489,Fus,1
lNONMMUG021489,Tdp43,1
lNONMMUG021489,Upf1,1
lNONMMUG021490,Ezh2,1
lNONMMUG021490,Fus,2
lNONMMUG021490,Tdp43,1
lNONMMUG021490,Upf1,1
lNONMMUG021491,Fus,2
lNONMMUG021491,Tardbp,1
lNONMMUG021491,Tdp43,1
lNONMMUG021492,Fus,1
lNONMMUG021492,Tdp43,1
lNONMMUG021492,Upf1,1
lNONMMUG021499,Celf1,3
lNONMMUG021499,FMRP,1
lNONMMUG021499,Fus,2
lNONMMUG021499,JARID2,1
lNONMMUG021499,Mbnl1,2
lNONMMUG021499,Tdp43,1
lNONMMUG021499,Upf1,1
lNONMMUG021500,Fus,2
lNONMMUG021500,Mbnl1,1
lNONMMUG021500,Tdp43,1
lNONMMUG021500,Upf1,1
lNONMMUG021501,Tdp43,1
lNONMMUG021502,Fus,2
lNONMMUG021502,Tdp43,1
lNONMMUG021502,Upf1,1
lNONMMUG021503,Fus,2
lNONMMUG021503,Tdp43,1
lNONMMUG021504,Celf1,1
lNONMMUG021504,FMRP,1
lNONMMUG021504,Fus,1
lNONMMUG021504,Tdp43,1
lNONMMUG021505,FMR1,1
lNONMMUG021505,FMRP,1
lNONMMUG021505,Fus,2
lNONMMUG021505,PABP1,1
lNONMMUG021505,RBM10,1
lNONMMUG021505,SFPQ,1
lNONMMUG021505,TIA1,1
lNONMMUG021505,Tdp43,1
lNONMMUG021506,FMRP,1
lNONMMUG021506,Fus,2
lNONMMUG021506,Upf1,1
lNONMMUG021507,Fus,1
lNONMMUG021508,FMRP,1
lNONMMUG021508,Fus,2
lNONMMUG021508,Tdp43,1
lNONMMUG021509,Ezh2,1
lNONMMUG021509,Fus,2
lNONMMUG021509,Tdp43,1
lNONMMUG021510,Tdp43,1
lNONMMUG021511,Fus,1
lNONMMUG021512,Fus,2
lNONMMUG021512,Tdp43,1
lNONMMUG021513,Fus,2
lNONMMUG021514,Fus,1
lNONMMUG021515,Fus,1
lNONMMUG021515,Tdp43,1
lNONMMUG021519,FMRP,1
lNONMMUG021519,Fus,2
lNONMMUG021519,Tdp43,1
lNONMMUG021519,Upf1,1
lNONMMUG021521,FMRP,1
lNONMMUG021521,Fus,2
lNONMMUG021521,PABPC1,1
lNONMMUG021521,Tdp43,1
lNONMMUG021522,Fus,2
lNONMMUG021522,Tdp43,1
lNONMMUG021523,Fus,2
lNONMMUG021523,Tdp43,1
lNONMMUG021524,Fus,1
lNONMMUG021524,Tdp43,1
lNONMMUG021525,Celf1,1
lNONMMUG021525,Ezh2,1
lNONMMUG021525,Fus,1
lNONMMUG021525,PABPC1,1
lNONMMUG021525,Upf1,1
lNONMMUG021527,Tdp43,1
lNONMMUG021529,Fus,2
lNONMMUG021529,Tdp43,1
lNONMMUG021530,Fus,2
lNONMMUG021530,Tdp43,1
lNONMMUG021532,FMRP,1
lNONMMUG021532,Fus,1
lNONMMUG021532,Tdp43,1
lNONMMUG021532,Upf1,1
lNONMMUG021533,Fus,2
lNONMMUG021534,AGO2,1
lNONMMUG021534,Fus,2
lNONMMUG021534,Nova1,1
lNONMMUG021535,FMRP,1
lNONMMUG021535,Fus,2
lNONMMUG021536,Celf1,1
lNONMMUG021536,FMRP,1
lNONMMUG021536,Fus,2
lNONMMUG021536,PABPC1,1
lNONMMUG021536,Tdp43,1
lNONMMUG021536,Upf1,1
lNONMMUG021537,Fus,1
lNONMMUG021538,Fus,1
lNONMMUG021540,Fus,1
lNONMMUG021540,Tdp43,1
lNONMMUG021540,Upf1,1
lNONMMUG021541,Celf1,2
lNONMMUG021541,Fus,1
lNONMMUG021542,Fus,1
lNONMMUG021543,Fus,2
lNONMMUG021544,Fus,2
lNONMMUG021544,Tdp43,1
lNONMMUG021545,FMRP,1
lNONMMUG021545,Fus,2
lNONMMUG021545,Tdp43,1
lNONMMUG021546,Celf1,1
lNONMMUG021546,FMRP,1
lNONMMUG021546,Fus,2
lNONMMUG021546,Tdp43,1
lNONMMUG021547,FMRP,1
lNONMMUG021547,Fus,2
lNONMMUG021547,Tdp43,1
lNONMMUG021547,Upf1,1
lNONMMUG021548,Fus,1
lNONMMUG021548,PABPC1,1
lNONMMUG021549,Fus,2
lNONMMUG021549,Tdp43,1
lNONMMUG021549,Upf1,1
lNONMMUG021550,Fus,2
lNONMMUG021550,Tdp43,1
lNONMMUG021551,FMRP,1
lNONMMUG021551,Fus,1
lNONMMUG021552,Fus,1
lNONMMUG021554,-,1
lNONMMUG021554,AGO1,1
lNONMMUG021554,AGO2,1
lNONMMUG021554,AGO4,1
lNONMMUG021554,FMRP,1
lNONMMUG021554,Fus,2
lNONMMUG021554,PABP1,1
lNONMMUG021554,Pou5f1,1
lNONMMUG021554,RBM10,1
lNONMMUG021554,RFOX2,1
lNONMMUG021554,SFPQ,1
lNONMMUG021554,TIA1,1
lNONMMUG021554,TYY1,1
lNONMMUG021554,Tdp43,1
lNONMMUG021557,Tdp43,1
lNONMMUG021562,Tdp43,1
lNONMMUG021562,Upf1,1
lNONMMUG021565,Fus,1
lNONMMUG021565,Tdp43,1
lNONMMUG021566,FMRP,1
lNONMMUG021566,Fus,2
lNONMMUG021566,Tdp43,1
lNONMMUG021567,Tdp43,1
lNONMMUG021571,FMRP,1
lNONMMUG021571,Fus,2
lNONMMUG021571,Tdp43,1
lNONMMUG021572,Fus,2
lNONMMUG021572,Tdp43,1
lNONMMUG021573,Fus,2
lNONMMUG021573,Tdp43,1
lNONMMUG021574,Fus,2
lNONMMUG021574,Tdp43,1
lNONMMUG021575,Fus,1
lNONMMUG021575,Tdp43,1
lNONMMUG021577,Fus,2
lNONMMUG021578,Fus,1
lNONMMUG021578,Tdp43,1
lNONMMUG021579,Fus,2
lNONMMUG021579,Tdp43,1
lNONMMUG021580,Fus,2
lNONMMUG021580,Tdp43,1
lNONMMUG021581,Fus,2
lNONMMUG021581,Nova1,1
lNONMMUG021581,Tardbp,1
lNONMMUG021581,Tdp43,1
lNONMMUG021582,Ezh2,1
lNONMMUG021582,FMRP,1
lNONMMUG021582,Fus,2
lNONMMUG021582,JARID2,1
lNONMMUG021582,Tdp43,1
lNONMMUG021582,Upf1,1
lNONMMUG021586,Fus,2
lNONMMUG021586,Tdp43,1
lNONMMUG021590,Tdp43,1
lNONMMUG021591,Rbfox3,1
lNONMMUG021595,Fus,2
lNONMMUG021595,Tdp43,1
lNONMMUG021596,Fus,2
lNONMMUG021596,Tdp43,1
lNONMMUG021597,Fus,2
lNONMMUG021597,Tdp43,1
lNONMMUG021598,Fus,2
lNONMMUG021598,Tdp43,1
lNONMMUG021598,Upf1,1
lNONMMUG021599,Fus,1
lNONMMUG021599,Tdp43,1
lNONMMUG021599,Upf1,1
lNONMMUG021600,Fus,1
lNONMMUG021600,Tdp43,1
lNONMMUG021602,Fus,1
lNONMMUG021602,Tardbp,1
lNONMMUG021602,Tdp43,1
lNONMMUG021603,Tdp43,1
lNONMMUG021608,Fus,1
lNONMMUG021609,Upf1,1
lNONMMUG021614,Fus,1
lNONMMUG021614,Tdp43,1
lNONMMUG021615,Fus,1
lNONMMUG021615,Tdp43,1
lNONMMUG021617,Fus,1
lNONMMUG021617,Upf1,1
lNONMMUG021618,Fus,1
lNONMMUG021618,Tdp43,1
lNONMMUG021618,Upf1,1
lNONMMUG021619,Fus,2
lNONMMUG021619,RFOX2,1
lNONMMUG021619,SFPQ,1
lNONMMUG021620,Upf1,1
lNONMMUG021621,Fus,1
lNONMMUG021622,Tdp43,1
lNONMMUG021622,Upf1,1
lNONMMUG021623,Fus,2
lNONMMUG021623,Tdp43,1
lNONMMUG021624,Celf1,1
lNONMMUG021624,FMRP,1
lNONMMUG021624,Fus,2
lNONMMUG021624,PABPC1,1
lNONMMUG021624,Tdp43,1
lNONMMUG021625,Celf1,1
lNONMMUG021625,FMRP,1
lNONMMUG021625,Fus,2
lNONMMUG021625,PABPC1,1
lNONMMUG021625,Tdp43,1
lNONMMUG021626,FMRP,1
lNONMMUG021626,Fus,2
lNONMMUG021626,Tdp43,1
lNONMMUG021626,Upf1,1
lNONMMUG021627,Fus,2
lNONMMUG021627,Tdp43,1
lNONMMUG021628,FMRP,1
lNONMMUG021628,Fus,2
lNONMMUG021628,Tdp43,1
lNONMMUG021629,FMRP,1
lNONMMUG021636,FMRP,1
lNONMMUG021636,Fus,2
lNONMMUG021636,Tdp43,1
lNONMMUG021637,Fus,2
lNONMMUG021637,Tdp43,1
lNONMMUG021637,Upf1,1
lNONMMUG021639,Tdp43,1
lNONMMUG021643,Fus,2
lNONMMUG021643,Tdp43,1
lNONMMUG021643,Upf1,1
lNONMMUG021644,Fus,1
lNONMMUG021644,Tdp43,1
lNONMMUG021644,Upf1,1
lNONMMUG021645,Fus,1
lNONMMUG021645,Tdp43,1
lNONMMUG021646,Fus,2
lNONMMUG021646,Tdp43,1
lNONMMUG021647,Celf1,2
lNONMMUG021647,FMRP,1
lNONMMUG021647,Fus,2
lNONMMUG021647,JARID2,1
lNONMMUG021647,Tdp43,1
lNONMMUG021647,Upf1,1
lNONMMUG021648,Fus,2
lNONMMUG021648,Tdp43,1
lNONMMUG021649,Fus,2
lNONMMUG021650,Fus,2
lNONMMUG021650,Mbnl1,1
lNONMMUG021650,Tardbp,1
lNONMMUG021650,Tdp43,1
lNONMMUG021650,Upf1,1
lNONMMUG021651,Fus,2
lNONMMUG021651,Tdp43,1
lNONMMUG021652,Fus,2
lNONMMUG021652,Tdp43,1
lNONMMUG021653,Fus,2
lNONMMUG021653,Tdp43,1
lNONMMUG021655,FMRP,1
lNONMMUG021655,Fus,2
lNONMMUG021656,Fus,1
lNONMMUG021656,Tdp43,1
lNONMMUG021656,Upf1,1
lNONMMUG021657,Fus,1
lNONMMUG021659,Celf1,3
lNONMMUG021659,Cpsf6,1
lNONMMUG021659,Ezh2,1
lNONMMUG021659,FMRP,1
lNONMMUG021659,Fus,2
lNONMMUG021659,JARID2,1
lNONMMUG021659,Mbnl1,2
lNONMMUG021659,Mbnl2,1
lNONMMUG021659,Mbnl3,1
lNONMMUG021659,Tdp43,1
lNONMMUG021659,Upf1,1
lNONMMUG021660,Fus,2
lNONMMUG021660,Mbnl1,1
lNONMMUG021660,Tardbp,1
lNONMMUG021660,Tdp43,1
lNONMMUG021661,Fus,1
lNONMMUG021661,Mbnl1,1
lNONMMUG021661,Tdp43,1
lNONMMUG021662,Celf1,2
lNONMMUG021662,Fus,1
lNONMMUG021662,Tdp43,1
lNONMMUG021662,Upf1,1
lNONMMUG021671,Fus,1
lNONMMUG021671,Tdp43,1
lNONMMUG021672,Tdp43,1
lNONMMUG021672,Upf1,1
lNONMMUG021676,Fus,2
lNONMMUG021676,Tdp43,1
lNONMMUG021677,FMRP,1
lNONMMUG021677,Fus,2
lNONMMUG021677,Nova1,1
lNONMMUG021677,Tdp43,1
lNONMMUG021679,Upf1,1
lNONMMUG021680,Tdp43,1
lNONMMUG021681,FMRP,1
lNONMMUG021681,Fus,2
lNONMMUG021681,Tdp43,1
lNONMMUG021682,Fus,2
lNONMMUG021682,Tdp43,1
lNONMMUG021683,Fus,2
lNONMMUG021683,Tdp43,1
lNONMMUG021684,Fus,2
lNONMMUG021684,Tdp43,1
lNONMMUG021685,Fus,2
lNONMMUG021685,Nova1,1
lNONMMUG021685,Tdp43,1
lNONMMUG021685,Upf1,1
lNONMMUG021686,Fus,1
lNONMMUG021687,Fus,1
lNONMMUG021687,Tdp43,1
lNONMMUG021688,Celf1,3
lNONMMUG021688,FMRP,1
lNONMMUG021688,Fus,2
lNONMMUG021688,Tdp43,1
lNONMMUG021689,Fus,1
lNONMMUG021689,Tdp43,1
lNONMMUG021690,Celf1,1
lNONMMUG021690,Fus,2
lNONMMUG021690,Mbnl1,1
lNONMMUG021690,Tdp43,1
lNONMMUG021691,Celf1,1
lNONMMUG021691,Fus,2
lNONMMUG021691,Tdp43,1
lNONMMUG021692,Celf1,1
lNONMMUG021692,Fus,2
lNONMMUG021692,Mbnl1,2
lNONMMUG021692,Tdp43,1
lNONMMUG021692,Upf1,1
lNONMMUG021693,FMRP,1
lNONMMUG021693,Fus,2
lNONMMUG021693,Tdp43,1
lNONMMUG021695,FMRP,1
lNONMMUG021695,Fus,2
lNONMMUG021695,Tdp43,1
lNONMMUG021695,Upf1,1
lNONMMUG021696,Fus,2
lNONMMUG021696,Tdp43,1
lNONMMUG021698,Fus,1
lNONMMUG021698,Tdp43,1
lNONMMUG021700,Tdp43,1
lNONMMUG021702,FMRP,1
lNONMMUG021703,Tdp43,1
lNONMMUG021705,Fus,2
lNONMMUG021705,Tardbp,1
lNONMMUG021705,Tdp43,1
lNONMMUG021705,Upf1,1
lNONMMUG021706,Fus,2
lNONMMUG021706,Tdp43,1
lNONMMUG021707,Fus,2
lNONMMUG021707,Tdp43,1
lNONMMUG021708,Fus,2
lNONMMUG021708,Tardbp,1
lNONMMUG021708,Tdp43,1
lNONMMUG021709,Celf1,1
lNONMMUG021709,Fus,2
lNONMMUG021709,Tdp43,1
lNONMMUG021710,Fus,2
lNONMMUG021710,Tdp43,1
lNONMMUG021711,Celf1,1
lNONMMUG021711,Fus,2
lNONMMUG021711,Tardbp,1
lNONMMUG021711,Tdp43,1
lNONMMUG021712,Fus,2
lNONMMUG021712,Tdp43,1
lNONMMUG021713,Fus,2
lNONMMUG021713,Tdp43,1
lNONMMUG021714,Fus,2
