lncRNA_id,protein_id
lNONMMUG019721,pTardbp
lNONMMUG019721,pUpf1
lNONMMUG019722,pFus
lNONMMUG019722,pTardbp
lNONMMUG019723,pFus
lNONMMUG019725,pFus
lNONMMUG019725,pTardbp
lNONMMUG019725,pUpf1
lNONMMUG019726,pFus
lNONMMUG019726,pTardbp
lNONMMUG019726,pUpf1
lNONMMUG019728,pFmr1
lNONMMUG019728,pFus
lNONMMUG019728,pTardbp
lNONMMUG019728,pUpf1
lNONMMUG019729,pFmr1
lNONMMUG019729,pFus
lNONMMUG019729,pTardbp
lNONMMUG019729,pUpf1
lNONMMUG019732,pFus
lNONMMUG019732,pTardbp
lNONMMUG019732,pUpf1
lNONMMUG019733,pFus
lNONMMUG019733,pTardbp
lNONMMUG019733,pUpf1
lNONMMUG019735,pFmr1
lNONMMUG019735,pFus
lNONMMUG019735,pTardbp
lNONMMUG019735,pUpf1
lNONMMUG019739,pFmr1
lNONMMUG019739,pFus
lNONMMUG019739,pPou5f1
lNONMMUG019739,pQki
lNONMMUG019739,pRbfox2
lNONMMUG019739,pSfpq
lNONMMUG019739,pTardbp
lNONMMUG019742,pFus
lNONMMUG019742,pTardbp
lNONMMUG019742,pUpf1
lNONMMUG019743,pFus
lNONMMUG019743,pTardbp
lNONMMUG019744,pFus
lNONMMUG019744,pTardbp
lNONMMUG019745,pFus
lNONMMUG019747,pFus
lNONMMUG019747,pUpf1
lNONMMUG019750,pCelf1
lNONMMUG019750,pFus
lNONMMUG019750,pTardbp
lNONMMUG019750,pTardbp
lNONMMUG019751,pTardbp
lNONMMUG019755,pFus
lNONMMUG019755,pTardbp
lNONMMUG019756,pUpf1
lNONMMUG019758,pFus
lNONMMUG019758,pTardbp
lNONMMUG019760,pFus
lNONMMUG019760,pTardbp
lNONMMUG019762,pFus
lNONMMUG019762,pRbfox2
lNONMMUG019762,pSfpq
lNONMMUG019762,pTardbp
lNONMMUG019763,pCelf1
lNONMMUG019763,pFus
lNONMMUG019763,pTardbp
lNONMMUG019763,pTardbp
lNONMMUG019764,pAgo1
lNONMMUG019764,pAgo2
lNONMMUG019764,pAgo4
lNONMMUG019764,pCelf1
lNONMMUG019764,pFmr1
lNONMMUG019764,pFus
lNONMMUG019764,pPabpc1
lNONMMUG019764,pPou5f1
lNONMMUG019764,pRbfox2
lNONMMUG019764,pSfpq
lNONMMUG019764,pZfp36
lNONMMUG019764,pYy1
lNONMMUG019764,pTardbp
lNONMMUG019764,pUpf1
lNONMMUG019766,pFus
lNONMMUG019766,pTardbp
lNONMMUG019767,pFus
lNONMMUG019767,pTardbp
lNONMMUG019769,pCelf1
lNONMMUG019769,pElavl1
lNONMMUG019769,pFmr1
lNONMMUG019769,pFus
lNONMMUG019769,pPabpc1
lNONMMUG019769,pPou5f1
lNONMMUG019769,pQki
lNONMMUG019769,pRbm10
lNONMMUG019769,pRbfox2
lNONMMUG019769,pSfpq
lNONMMUG019769,pTardbp
lNONMMUG019769,pHdlbp
lNONMMUG019770,pCelf1
lNONMMUG019770,pFmr1
lNONMMUG019770,pFus
lNONMMUG019770,pTardbp
lNONMMUG019771,pCelf1
lNONMMUG019771,pFus
lNONMMUG019771,pPabpc1
lNONMMUG019771,pTardbp
lNONMMUG019772,pCelf1
lNONMMUG019772,pFus
lNONMMUG019772,pTardbp
lNONMMUG019773,pFus
lNONMMUG019773,pTardbp
lNONMMUG019774,pFmr1
lNONMMUG019777,pFus
lNONMMUG019777,pUpf1
lNONMMUG019778,pFmr1
lNONMMUG019778,pFus
lNONMMUG019778,pTardbp
lNONMMUG019779,pFus
lNONMMUG019779,pTardbp
lNONMMUG019779,pUpf1
lNONMMUG019780,pFus
lNONMMUG019780,pTardbp
lNONMMUG019781,pFus
lNONMMUG019781,pJarid2
lNONMMUG019781,pTardbp
lNONMMUG019782,pFus
lNONMMUG019782,pTardbp
lNONMMUG019783,pFmr1
lNONMMUG019783,pFus
lNONMMUG019783,pTardbp
lNONMMUG019784,pFmr1
lNONMMUG019784,pFus
lNONMMUG019784,pNova1
lNONMMUG019784,pTardbp
lNONMMUG019794,pCelf1
lNONMMUG019794,pFus
lNONMMUG019794,pJarid2
lNONMMUG019794,pMbnl1
lNONMMUG019794,pTardbp
lNONMMUG019794,pUpf1
lNONMMUG019795,pTardbp
lNONMMUG019796,pFus
lNONMMUG019796,pUpf1
lNONMMUG019797,pFmr1
lNONMMUG019797,pFus
lNONMMUG019797,pJarid2
lNONMMUG019797,pPabpc1
lNONMMUG019797,pTardbp
lNONMMUG019797,pUpf1
lNONMMUG019798,pFus
lNONMMUG019799,pTardbp
lNONMMUG019800,pFus
lNONMMUG019801,pFus
lNONMMUG019801,pTardbp
lNONMMUG019802,pFmr1
lNONMMUG019802,pFus
lNONMMUG019802,pTardbp
lNONMMUG019802,pUpf1
lNONMMUG019805,pTardbp
lNONMMUG019806,pFus
lNONMMUG019806,pTardbp
lNONMMUG019807,pFus
lNONMMUG019807,pTardbp
lNONMMUG019809,pFus
lNONMMUG019809,pTardbp
lNONMMUG019810,pFmr1
lNONMMUG019810,pFus
lNONMMUG019810,pUpf1
lNONMMUG019812,pFmr1
lNONMMUG019812,pFus
lNONMMUG019812,pTardbp
lNONMMUG019814,pFus
lNONMMUG019814,pTardbp
lNONMMUG019815,pFus
lNONMMUG019815,pTardbp
lNONMMUG019820,pTardbp
lNONMMUG019821,pUpf1
lNONMMUG019823,pFmr1
lNONMMUG019823,pFus
lNONMMUG019823,pJarid2
lNONMMUG019823,pTardbp
lNONMMUG019823,pUpf1
lNONMMUG019824,pFus
lNONMMUG019824,pTardbp
lNONMMUG019826,pFus
lNONMMUG019826,pTardbp
lNONMMUG019827,pFmr1
lNONMMUG019827,pFus
lNONMMUG019827,pTardbp
lNONMMUG019828,pFmr1
lNONMMUG019828,pFus
lNONMMUG019828,pRbfox3
lNONMMUG019828,pTardbp
lNONMMUG019829,pTardbp
lNONMMUG019830,pFus
lNONMMUG019832,pTardbp
lNONMMUG019833,pFus
lNONMMUG019833,pTardbp
lNONMMUG019833,pUpf1
lNONMMUG019835,pFus
lNONMMUG019835,pTardbp
lNONMMUG019838,pFus
lNONMMUG019838,pTardbp
lNONMMUG019840,pFus
lNONMMUG019841,pFus
lNONMMUG019841,pTardbp
lNONMMUG019842,pFus
lNONMMUG019842,pTardbp
lNONMMUG019843,pFus
lNONMMUG019843,pTardbp
lNONMMUG019844,pFmr1
lNONMMUG019844,pFus
lNONMMUG019844,pRbfox3
lNONMMUG019844,pTardbp
lNONMMUG019844,pUpf1
lNONMMUG019846,pUpf1
lNONMMUG019847,pFus
lNONMMUG019847,pTardbp
lNONMMUG019849,pJarid2
lNONMMUG019849,pUpf1
lNONMMUG019850,pFus
lNONMMUG019850,pTardbp
lNONMMUG019851,pCelf1
lNONMMUG019851,pFus
lNONMMUG019851,pJarid2
lNONMMUG019851,pTardbp
lNONMMUG019851,pUpf1
lNONMMUG019852,pFus
lNONMMUG019853,pFmr1
lNONMMUG019853,pFus
lNONMMUG019853,pTardbp
lNONMMUG019857,pFus
lNONMMUG019857,pTardbp
lNONMMUG019857,pUpf1
lNONMMUG019858,pFus
lNONMMUG019858,pTardbp
lNONMMUG019859,pFus
lNONMMUG019859,pTardbp
lNONMMUG019860,pFmr1
lNONMMUG019860,pFus
lNONMMUG019860,pJarid2
lNONMMUG019860,pNova1
lNONMMUG019860,pTardbp
lNONMMUG019860,pUpf1
lNONMMUG019861,pFus
lNONMMUG019861,pTardbp
lNONMMUG019864,pFmr1
lNONMMUG019864,pFus
lNONMMUG019864,pPabpc1
lNONMMUG019864,pTardbp
lNONMMUG019864,pUpf1
lNONMMUG019866,pEzh2
lNONMMUG019866,pTardbp
lNONMMUG019867,pCelf1
lNONMMUG019867,pFmr1
lNONMMUG019867,pFus
lNONMMUG019867,pJarid2
lNONMMUG019867,pTardbp
lNONMMUG019867,pUpf1
lNONMMUG019868,pFus
lNONMMUG019868,pTardbp
lNONMMUG019869,pFus
lNONMMUG019869,pMbnl1
lNONMMUG019869,pNova1
lNONMMUG019869,pTardbp
lNONMMUG019870,pFus
lNONMMUG019870,pTardbp
lNONMMUG019870,pUpf1
lNONMMUG019871,pFus
lNONMMUG019871,pTardbp
lNONMMUG019873,pFus
lNONMMUG019873,pTardbp
lNONMMUG019874,pCelf1
lNONMMUG019874,pEzh2
lNONMMUG019874,pFus
lNONMMUG019874,pJarid2
lNONMMUG019874,pTardbp
lNONMMUG019874,pUpf1
lNONMMUG019875,pTardbp
lNONMMUG019876,pCelf1
lNONMMUG019876,pFus
lNONMMUG019876,pTardbp
lNONMMUG019876,pUpf1
lNONMMUG019877,pFus
lNONMMUG019877,pTardbp
lNONMMUG019878,pFus
lNONMMUG019880,pCelf1
lNONMMUG019880,pFus
lNONMMUG019880,pTardbp
lNONMMUG019881,pCelf1
lNONMMUG019881,pFus
lNONMMUG019881,pTardbp
lNONMMUG019881,pUpf1
lNONMMUG019883,pTardbp
lNONMMUG019883,pUpf1
lNONMMUG019884,pFmr1
lNONMMUG019884,pFus
lNONMMUG019884,pTardbp
lNONMMUG019884,pUpf1
lNONMMUG019885,pUpf1
lNONMMUG019886,pFmr1
lNONMMUG019886,pFus
lNONMMUG019886,pUpf1
lNONMMUG019887,pFmr1
lNONMMUG019887,pFus
lNONMMUG019887,pTardbp
lNONMMUG019887,pUpf1
lNONMMUG019891,pFus
lNONMMUG019893,pFmr1
lNONMMUG019893,pFus
lNONMMUG019893,pTardbp
lNONMMUG019893,pUpf1
lNONMMUG019894,pFus
lNONMMUG019894,pTardbp
lNONMMUG019894,pUpf1
lNONMMUG019895,pCelf1
lNONMMUG019895,pFus
lNONMMUG019895,pNova1
lNONMMUG019896,pCelf1
lNONMMUG019896,pEzh2
lNONMMUG019896,pFus
lNONMMUG019896,pTardbp
lNONMMUG019898,pFus
lNONMMUG019900,pTardbp
lNONMMUG019901,pFus
lNONMMUG019901,pUpf1
lNONMMUG019902,pFus
lNONMMUG019902,pTardbp
lNONMMUG019903,pAgo1
lNONMMUG019903,pAgo2
lNONMMUG019903,pAgo4
lNONMMUG019903,pFmr1
lNONMMUG019903,pFus
lNONMMUG019903,pPabpc1
lNONMMUG019903,pPou5f1
lNONMMUG019903,pRbfox2
lNONMMUG019903,pSfpq
lNONMMUG019903,pTardbp
lNONMMUG019903,pUpf1
lNONMMUG019905,pCelf1
lNONMMUG019905,pFus
lNONMMUG019905,pTardbp
lNONMMUG019906,pFus
lNONMMUG019906,pJarid2
lNONMMUG019906,pMbnl1
lNONMMUG019906,pMbnl2
lNONMMUG019906,pTardbp
lNONMMUG019906,pTardbp
lNONMMUG019906,pUpf1
lNONMMUG019913,pFus
lNONMMUG019913,pTardbp
lNONMMUG019913,pTardbp
lNONMMUG019914,pFus
lNONMMUG019915,pFus
lNONMMUG019915,pTardbp
lNONMMUG019916,pFmr1
lNONMMUG019919,pEzh2
lNONMMUG019919,pFus
lNONMMUG019920,pFmr1
lNONMMUG019920,pTardbp
lNONMMUG019920,pUpf1
lNONMMUG019922,pFus
lNONMMUG019922,pTardbp
lNONMMUG019923,pFus
lNONMMUG019923,pTardbp
lNONMMUG019926,pFus
lNONMMUG019927,pUpf1
lNONMMUG019928,pFus
lNONMMUG019928,pTardbp
lNONMMUG019929,pCelf1
lNONMMUG019929,pFmr1
lNONMMUG019929,pFus
lNONMMUG019929,pMbnl1
lNONMMUG019929,pTardbp
lNONMMUG019929,pUpf1
lNONMMUG019935,pCelf1
lNONMMUG019935,pFus
lNONMMUG019935,pPabpc1
lNONMMUG019935,pTardbp
lNONMMUG019936,pFus
lNONMMUG019936,pTardbp
lNONMMUG019937,pFus
lNONMMUG019937,pTardbp
lNONMMUG019939,pCelf1
lNONMMUG019939,pFmr1
lNONMMUG019939,pFus
lNONMMUG019939,pJarid2
lNONMMUG019939,pTardbp
lNONMMUG019939,pUpf1
lNONMMUG019940,pFus
lNONMMUG019940,pTardbp
lNONMMUG019941,pFus
lNONMMUG019941,pTardbp
lNONMMUG019943,pFus
lNONMMUG019943,pTardbp
lNONMMUG019945,pFus
lNONMMUG019948,pTardbp
lNONMMUG019949,pFus
lNONMMUG019949,pTardbp
lNONMMUG019950,pFus
lNONMMUG019950,pTardbp
lNONMMUG019951,pFus
lNONMMUG019951,pTardbp
lNONMMUG019951,pUpf1
lNONMMUG019952,pCelf1
lNONMMUG019952,pFus
lNONMMUG019952,pTardbp
lNONMMUG019953,pCelf1
lNONMMUG019953,pFus
lNONMMUG019953,pTardbp
lNONMMUG019953,pUpf1
lNONMMUG019954,pFus
lNONMMUG019954,pTardbp
lNONMMUG019955,pCelf1
lNONMMUG019955,pFus
lNONMMUG019955,pTardbp
lNONMMUG019956,pFus
lNONMMUG019956,pTardbp
lNONMMUG019956,pTardbp
lNONMMUG019957,pFus
lNONMMUG019957,pTardbp
lNONMMUG019958,pCelf1
lNONMMUG019958,pFus
lNONMMUG019958,pTardbp
lNONMMUG019959,pCelf1
lNONMMUG019959,pFus
lNONMMUG019959,pTardbp
lNONMMUG019960,pFus
lNONMMUG019960,pTardbp
lNONMMUG019961,pFmr1
lNONMMUG019961,pFus
lNONMMUG019961,pTardbp
lNONMMUG019961,pUpf1
lNONMMUG019962,pFus
lNONMMUG019964,pTardbp
lNONMMUG019965,pFus
lNONMMUG019965,pTardbp
lNONMMUG019968,pUpf1
lNONMMUG019970,pUpf1
lNONMMUG019975,pCelf1
lNONMMUG019975,pFus
lNONMMUG019975,pTardbp
lNONMMUG019976,pCelf1
lNONMMUG019976,pFmr1
lNONMMUG019976,pFus
lNONMMUG019976,pMbnl3
lNONMMUG019976,pRbfox3
lNONMMUG019976,pTardbp
lNONMMUG019976,pUpf1
lNONMMUG019978,pTardbp
lNONMMUG019979,pFus
lNONMMUG019979,pJarid2
lNONMMUG019979,pTardbp
lNONMMUG019979,pUpf1
lNONMMUG019980,pFus
lNONMMUG019980,pJarid2
lNONMMUG019980,pMbnl1
lNONMMUG019980,pTardbp
lNONMMUG019980,pUpf1
lNONMMUG019981,pFus
lNONMMUG019981,pTardbp
lNONMMUG019982,pFus
lNONMMUG019982,pTardbp
lNONMMUG019983,pFus
lNONMMUG019983,pTardbp
lNONMMUG019984,pFus
lNONMMUG019984,pTardbp
lNONMMUG019985,pFus
lNONMMUG019985,pTardbp
lNONMMUG019986,pFus
lNONMMUG019986,pTardbp
lNONMMUG019987,pFus
lNONMMUG019987,pTardbp
lNONMMUG019988,pFus
lNONMMUG019988,pTardbp
lNONMMUG019989,pTardbp
lNONMMUG019990,pFus
lNONMMUG019990,pTardbp
lNONMMUG019993,pFus
lNONMMUG019993,pMbnl1
lNONMMUG019993,pTardbp
lNONMMUG019994,pFmr1
lNONMMUG019994,pFus
lNONMMUG019994,pTardbp
lNONMMUG019995,pAgo2
lNONMMUG019995,pCelf1
lNONMMUG019995,pDazl
lNONMMUG019995,pElavl1
lNONMMUG019995,pFmr1
lNONMMUG019995,pFus
lNONMMUG019995,pPkm
lNONMMUG019995,pMsi2
lNONMMUG019995,pMbnl3
lNONMMUG019995,pPabpc1
lNONMMUG019995,pPspc1
lNONMMUG019995,pPou5f1
lNONMMUG019995,pPtbp2
lNONMMUG019995,pQki
lNONMMUG019995,pRbfox2
lNONMMUG019995,pSfpq
lNONMMUG019995,pTia1
lNONMMUG019995,pZfp36
lNONMMUG019995,pYy1
lNONMMUG019995,pTardbp
lNONMMUG019995,pHdlbp
lNONMMUG019996,pCelf1
lNONMMUG019996,pFmr1
lNONMMUG019996,pFus
lNONMMUG019996,pTardbp
lNONMMUG019996,pUpf1
lNONMMUG019998,pFus
lNONMMUG019998,pTardbp
lNONMMUG019999,pTardbp
lNONMMUG020004,pFus
lNONMMUG020005,pFus
lNONMMUG020006,pTardbp
lNONMMUG020007,pFmr1
lNONMMUG020007,pTardbp
lNONMMUG020007,pUpf1
lNONMMUG020008,pTardbp
lNONMMUG020009,pTardbp
lNONMMUG020011,pFus
lNONMMUG020013,pFus
lNONMMUG020016,pCelf1
lNONMMUG020016,pFus
lNONMMUG020016,pPabpc1
lNONMMUG020016,pTardbp
lNONMMUG020016,pUpf1
lNONMMUG020021,pTardbp
lNONMMUG020022,pFus
lNONMMUG020022,pTardbp
lNONMMUG020024,pFus
lNONMMUG020024,pTardbp
lNONMMUG020025,pFmr1
lNONMMUG020025,pFus
lNONMMUG020025,pTardbp
lNONMMUG020028,pFus
lNONMMUG020028,pTardbp
lNONMMUG020028,pUpf1
lNONMMUG020029,pFus
lNONMMUG020029,pNova1
lNONMMUG020029,pTardbp
lNONMMUG020029,pUpf1
lNONMMUG020030,pFus
lNONMMUG020030,pTardbp
lNONMMUG020031,pFus
lNONMMUG020031,pTardbp
lNONMMUG020033,pFus
lNONMMUG020034,pFus
lNONMMUG020035,pUpf1
lNONMMUG020037,pCelf1
lNONMMUG020037,pFus
lNONMMUG020037,pTardbp
lNONMMUG020038,pFus
lNONMMUG020038,pTardbp
lNONMMUG020039,pCelf1
lNONMMUG020039,pFus
lNONMMUG020039,pTardbp
lNONMMUG020040,pCelf1
lNONMMUG020040,pFus
lNONMMUG020040,pTardbp
lNONMMUG020040,pTardbp
lNONMMUG020040,pUpf1
lNONMMUG020041,pFus
lNONMMUG020041,pTardbp
lNONMMUG020042,pFus
lNONMMUG020045,pCelf1
lNONMMUG020045,pFmr1
lNONMMUG020045,pFus
lNONMMUG020045,pTardbp
lNONMMUG020048,pMbnl1
lNONMMUG020048,pUpf1
lNONMMUG020049,pFus
lNONMMUG020049,pTardbp
lNONMMUG020052,pCelf1
lNONMMUG020052,pFmr1
lNONMMUG020052,pFus
lNONMMUG020052,pTardbp
lNONMMUG020052,pUpf1
lNONMMUG020053,pFus
lNONMMUG020053,pTardbp
lNONMMUG020054,pUpf1
lNONMMUG020055,pCelf1
lNONMMUG020055,pEzh2
lNONMMUG020055,pFus
lNONMMUG020055,pTardbp
lNONMMUG020055,pTardbp
lNONMMUG020055,pUpf1
lNONMMUG020058,pFmr1
lNONMMUG020058,pTardbp
lNONMMUG020059,pFus
lNONMMUG020059,pTardbp
lNONMMUG020061,pCelf1
lNONMMUG020061,pFmr1
lNONMMUG020061,pFus
lNONMMUG020061,pTardbp
lNONMMUG020062,pFus
lNONMMUG020064,pFmr1
lNONMMUG020064,pTardbp
lNONMMUG020065,pFmr1
lNONMMUG020065,pFus
lNONMMUG020065,pUpf1
lNONMMUG020066,pFus
lNONMMUG020066,pTardbp
lNONMMUG020068,pFmr1
lNONMMUG020068,pFus
lNONMMUG020068,pTardbp
lNONMMUG020069,pCelf1
lNONMMUG020069,pFmr1
lNONMMUG020069,pFus
lNONMMUG020069,pTardbp
lNONMMUG020070,pCelf1
lNONMMUG020070,pFmr1
lNONMMUG020070,pFus
lNONMMUG020070,pTardbp
lNONMMUG020072,pCelf1
lNONMMUG020072,pFmr1
lNONMMUG020072,pFus
lNONMMUG020072,pTardbp
lNONMMUG020072,pTardbp
lNONMMUG020073,pTardbp
lNONMMUG020074,pFus
lNONMMUG020074,pTardbp
lNONMMUG020076,pFmr1
lNONMMUG020076,pFus
lNONMMUG020076,pTardbp
lNONMMUG020077,pApc
lNONMMUG020077,pCpsf6
lNONMMUG020077,pFus
lNONMMUG020077,pJarid2
lNONMMUG020077,pMbnl1
lNONMMUG020077,pTardbp
lNONMMUG020077,pUpf1
lNONMMUG020078,pFmr1
lNONMMUG020078,pFus
lNONMMUG020078,pJarid2
lNONMMUG020078,pNova1
lNONMMUG020078,pTardbp
lNONMMUG020078,pUpf1
lNONMMUG020079,pFus
lNONMMUG020079,pTardbp
lNONMMUG020081,pCbx1
lNONMMUG020081,pSetdb1
lNONMMUG020081,pFmr1
lNONMMUG020081,pFus
lNONMMUG020081,pKdm5c
lNONMMUG020081,pTardbp
lNONMMUG020081,pUpf1
lNONMMUG020082,pUpf1
lNONMMUG020083,pFmr1
lNONMMUG020083,pFus
lNONMMUG020083,pTardbp
lNONMMUG020083,pUpf1
lNONMMUG020085,pCelf1
lNONMMUG020085,pFus
lNONMMUG020085,pTardbp
lNONMMUG020085,pUpf1
lNONMMUG020086,pFus
lNONMMUG020086,pUpf1
lNONMMUG020087,pFus
lNONMMUG020087,pTardbp
lNONMMUG020090,pFus
lNONMMUG020090,pTardbp
lNONMMUG020091,pTardbp
lNONMMUG020092,pTardbp
lNONMMUG020095,pFus
lNONMMUG020097,pFmr1
lNONMMUG020097,pFus
lNONMMUG020097,pTardbp
lNONMMUG020102,pCpsf6
lNONMMUG020102,pMbnl1
lNONMMUG020102,pUpf1
lNONMMUG020106,pTardbp
lNONMMUG020108,pFus
lNONMMUG020108,pNova1
lNONMMUG020108,pTardbp
lNONMMUG020109,pFus
lNONMMUG020109,pTardbp
lNONMMUG020109,pUpf1
lNONMMUG020110,pFmr1
lNONMMUG020110,pFus
lNONMMUG020110,pTardbp
lNONMMUG020110,pUpf1
lNONMMUG020111,pFmr1
lNONMMUG020111,pFus
lNONMMUG020111,pTardbp
lNONMMUG020112,pFus
lNONMMUG020112,pTardbp
lNONMMUG020113,pFus
lNONMMUG020113,pTardbp
lNONMMUG020115,pFus
lNONMMUG020115,pTardbp
lNONMMUG020116,pFus
lNONMMUG020116,pTardbp
lNONMMUG020117,pFmr1
lNONMMUG020117,pFus
lNONMMUG020117,pTardbp
lNONMMUG020119,pFus
lNONMMUG020121,pFus
lNONMMUG020122,pFmr1
lNONMMUG020122,pFus
lNONMMUG020122,pJarid2
lNONMMUG020122,pTardbp
lNONMMUG020122,pTardbp
lNONMMUG020123,pCelf1
lNONMMUG020123,pFus
lNONMMUG020123,pTardbp
lNONMMUG020123,pUpf1
lNONMMUG020124,pFus
lNONMMUG020124,pTardbp
lNONMMUG020126,pTardbp
lNONMMUG020127,pFus
lNONMMUG020127,pTardbp
lNONMMUG020127,pTardbp
lNONMMUG020128,pFus
lNONMMUG020128,pTardbp
lNONMMUG020129,pCelf1
lNONMMUG020129,pFmr1
lNONMMUG020129,pFus
lNONMMUG020129,pTardbp
lNONMMUG020129,pUpf1
lNONMMUG020130,pCelf1
lNONMMUG020130,pFus
lNONMMUG020130,pTardbp
lNONMMUG020131,pFmr1
lNONMMUG020135,pFus
lNONMMUG020135,pNova1
lNONMMUG020135,pTardbp
lNONMMUG020135,pUpf1
lNONMMUG020136,pFus
lNONMMUG020136,pTardbp
lNONMMUG020137,pFus
lNONMMUG020137,pTardbp
lNONMMUG020137,pUpf1
lNONMMUG020138,pTardbp
lNONMMUG020139,pFus
lNONMMUG020139,pTardbp
lNONMMUG020140,pTardbp
lNONMMUG020142,pTardbp
lNONMMUG020143,pFus
lNONMMUG020144,pEzh2
lNONMMUG020144,pFus
lNONMMUG020144,pTardbp
lNONMMUG020144,pUpf1
lNONMMUG020145,pCelf1
lNONMMUG020145,pFus
lNONMMUG020145,pTardbp
lNONMMUG020145,pUpf1
lNONMMUG020146,pEzh2
lNONMMUG020146,pFus
lNONMMUG020146,pJarid2
lNONMMUG020146,pTardbp
lNONMMUG020146,pTardbp
lNONMMUG020146,pUpf1
lNONMMUG020147,pTardbp
lNONMMUG020149,pFus
lNONMMUG020149,pTardbp
lNONMMUG020150,pFus
lNONMMUG020151,pFus
lNONMMUG020151,pTardbp
lNONMMUG020151,pUpf1
lNONMMUG020154,pCelf1
lNONMMUG020154,pFmr1
lNONMMUG020154,pFus
lNONMMUG020154,pJarid2
lNONMMUG020154,pPabpc1
lNONMMUG020154,pTardbp
lNONMMUG020154,pUpf1
lNONMMUG020156,pTardbp
lNONMMUG020157,pCelf1
lNONMMUG020157,pFus
lNONMMUG020157,pJarid2
lNONMMUG020157,pTardbp
lNONMMUG020157,pUpf1
lNONMMUG020158,pFus
lNONMMUG020158,pTardbp
lNONMMUG020160,pFus
lNONMMUG020160,pPou5f1
lNONMMUG020160,pRbfox2
lNONMMUG020160,pTia1
lNONMMUG020160,pYy1
lNONMMUG020161,pFmr1
lNONMMUG020165,pTardbp
lNONMMUG020167,pFus
lNONMMUG020168,pFus
lNONMMUG020169,pFus
lNONMMUG020169,pTardbp
lNONMMUG020170,pFus
lNONMMUG020170,pTardbp
lNONMMUG020171,pFmr1
lNONMMUG020171,pFus
lNONMMUG020171,pTardbp
lNONMMUG020174,pTardbp
lNONMMUG020175,pFmr1
lNONMMUG020175,pUpf1
lNONMMUG020176,pAgo2
lNONMMUG020176,pFmr1
lNONMMUG020176,pRbm10
lNONMMUG020176,pRbfox2
lNONMMUG020176,pTardbp
lNONMMUG020178,pFmr1
lNONMMUG020178,pFus
lNONMMUG020178,pTardbp
lNONMMUG020179,pFus
lNONMMUG020179,pTardbp
lNONMMUG020179,pUpf1
lNONMMUG020180,pEzh2
lNONMMUG020180,pFus
lNONMMUG020180,pTardbp
lNONMMUG020181,pFmr1
lNONMMUG020181,pFus
lNONMMUG020181,pTardbp
lNONMMUG020181,pUpf1
lNONMMUG020182,pFmr1
lNONMMUG020182,pFus
lNONMMUG020182,pTardbp
lNONMMUG020182,pUpf1
lNONMMUG020183,pCelf1
lNONMMUG020183,pFmr1
lNONMMUG020183,pFus
lNONMMUG020183,pTardbp
lNONMMUG020184,pFus
lNONMMUG020184,pTardbp
lNONMMUG020185,pCelf1
lNONMMUG020185,pFmr1
lNONMMUG020185,pFus
lNONMMUG020185,pJarid2
lNONMMUG020185,pTardbp
lNONMMUG020185,pUpf1
lNONMMUG020186,pCelf1
lNONMMUG020186,pFus
lNONMMUG020186,pTardbp
lNONMMUG020186,pUpf1
lNONMMUG020188,pFus
lNONMMUG020188,pTardbp
lNONMMUG020189,pTardbp
lNONMMUG020194,pFus
lNONMMUG020194,pJarid2
lNONMMUG020194,pTardbp
lNONMMUG020194,pUpf1
lNONMMUG020195,pUpf1
lNONMMUG020196,pEzh2
lNONMMUG020196,pFmr1
lNONMMUG020196,pTardbp
lNONMMUG020196,pUpf1
lNONMMUG020197,pFus
lNONMMUG020197,pUpf1
lNONMMUG020198,pFus
lNONMMUG020198,pTardbp
lNONMMUG020198,pUpf1
lNONMMUG020199,pFus
lNONMMUG020199,pTardbp
lNONMMUG020199,pUpf1
lNONMMUG020200,pFus
lNONMMUG020200,pTardbp
lNONMMUG020200,pUpf1
lNONMMUG020201,pFus
lNONMMUG020201,pTardbp
lNONMMUG020201,pUpf1
lNONMMUG020202,pFus
lNONMMUG020202,pTardbp
lNONMMUG020202,pUpf1
lNONMMUG020203,pFus
lNONMMUG020203,pUpf1
lNONMMUG020204,pCelf1
lNONMMUG020204,pFus
lNONMMUG020204,pTardbp
lNONMMUG020205,pFus
lNONMMUG020205,pTardbp
lNONMMUG020206,pFus
lNONMMUG020206,pMbnl1
lNONMMUG020206,pTardbp
lNONMMUG020206,pTardbp
lNONMMUG020207,pFus
lNONMMUG020207,pTardbp
lNONMMUG020208,pFus
lNONMMUG020208,pTardbp
lNONMMUG020209,pFmr1
lNONMMUG020209,pFus
lNONMMUG020209,pNova1
lNONMMUG020209,pTardbp
lNONMMUG020210,pCelf1
lNONMMUG020210,pFmr1
lNONMMUG020210,pFus
lNONMMUG020210,pTardbp
lNONMMUG020210,pUpf1
lNONMMUG020211,pCelf1
lNONMMUG020211,pFmr1
lNONMMUG020211,pFus
lNONMMUG020211,pTardbp
lNONMMUG020211,pUpf1
lNONMMUG020212,pFus
lNONMMUG020212,pTardbp
lNONMMUG020213,pFus
lNONMMUG020213,pTardbp
lNONMMUG020214,pFus
lNONMMUG020214,pTardbp
lNONMMUG020215,pFus
lNONMMUG020215,pMbnl1
lNONMMUG020215,pTardbp
lNONMMUG020216,pCelf1
lNONMMUG020216,pFmr1
lNONMMUG020216,pFus
lNONMMUG020216,pMbnl1
lNONMMUG020216,pPabpc1
lNONMMUG020216,pTardbp
lNONMMUG020216,pUpf1
lNONMMUG020218,pFmr1
