lncRNA_id,protein_id
l4930533I22Rik,pUpf1
l4930534D22Rik,pPkm
l4930534D22Rik,pPou5f1
l4930534D22Rik,pQki
l4930534D22Rik,pRbm10
l4930534D22Rik,pRbfox2
l4930534D22Rik,pSfpq
l4930539J05Rik,pRbfox2
l4930540M05Rik,pRbfox2
l4930542C16Rik,pPou5f1
l4930542C16Rik,pRbfox2
l4930543N07Rik,pRbfox3
l4930544I03Rik,pDazl
l4930544I03Rik,pFmr1
l4930544I03Rik,pPkm
l4930544I03Rik,pPabpc1
l4930544I03Rik,pPou5f1
l4930544I03Rik,pPtbp2
l4930544I03Rik,pRbm10
l4930544I03Rik,pRbfox2
l4930544I03Rik,pSfpq
l4930544I03Rik,pZfp36
l4930544I03Rik,pYy1
l4930544I03Rik,pHdlbp
l4930547M16Rik,pPabpc1
l4930547M16Rik,pRbfox2
l4930550C17Rik,pPou5f1
l4930550C17Rik,pRbfox2
l4930552N02Rik,pAgo2
l4930552N02Rik,pFus
l4930552N02Rik,pPabpc1
l4930552N02Rik,pPou5f1
l4930552N02Rik,pRbfox2
l4930552N02Rik,pTardbp
l4930552N02Rik,pUpf1
l4930552P12Rik,pFmr1
l4930552P12Rik,pPou5f1
l4930552P12Rik,pPtbp2
l4930552P12Rik,pRbfox2
l4930552P12Rik,pHdlbp
l4930554H23Rik,pAgo1
l4930554H23Rik,pAgo2
l4930554H23Rik,pAgo4
l4930554H23Rik,pElavl1
l4930554H23Rik,pFmr1
l4930554H23Rik,pPkm
l4930554H23Rik,pPou5f1
l4930554H23Rik,pPtbp2
l4930554H23Rik,pRbfox2
l4930554H23Rik,pYy1
l4930555F03Rik,pFmr1
l4930556L07Rik,pFmr1
l4930556M19Rik,pElavl1
l4930556M19Rik,pPabpc1
l4930556M19Rik,pPspc1
l4930556M19Rik,pPou5f1
l4930556M19Rik,pPtbp2
l4930556M19Rik,pRbfox2
l4930556M19Rik,pTia1
l4930558J18Rik,pDazl
l4930558J18Rik,pPabpc1
l4930558J18Rik,pRbfox2
l4930562A09Rik,pPtbp2
l4930562A09Rik,pRbfox2
l4930562C15Rik,pFus
l4930563E18Rik,pRbfox2
l4930566F21Rik,pPkm
l4930566F21Rik,pPabpc1
l4930567K12Rik,pRbfox3
l4930578M01Rik,pPou5f1
l4930578M01Rik,pSfpq
l4930587A21Rik,pRbfox2
l4930593A02Rik,pAgo1
l4930593A02Rik,pAgo2
l4930593A02Rik,pAgo4
l4930593A02Rik,pElavl1
l4930593A02Rik,pFmr1
l4930593A02Rik,pMsi2
l4930593A02Rik,pPou5f1
l4930593A02Rik,pPtbp2
l4930593A02Rik,pRbfox2
l4930593A02Rik,pSfpq
l4930593A02Rik,pYy1
l4930596I21Rik,pElavl1
l4930596I21Rik,pSfpq
l4930596I21Rik,pTia1
l4930598A11Rik,pRbfox2
l4931403G20Rik,pPtbp2
l4931403G20Rik,pRbfox2
l4931403G20Rik,pTia1
l4931403G20Rik,pHdlbp
l4931406P16Rik,pFus
l4931406P16Rik,pJarid2
l4931406P16Rik,pTardbp
l4931406P16Rik,pUpf1
l4931407E12Rik,pRbfox3
l4931415C17Rik,pElavl1
l4931415C17Rik,pPabpc1
l4931415C17Rik,pRbfox2
l4931415C17Rik,pZfp36
l4931422A03Rik,pCelf1
l4931422A03Rik,pFmr1
l4931422A03Rik,pFus
l4931422A03Rik,pPabpc1
l4931422A03Rik,pTardbp
l4931440J10Rik,pElavl1
l4931440J10Rik,pPabpc1
l4931440J10Rik,pPou5f1
l4931440J10Rik,pPtbp2
l4931440J10Rik,pQki
l4931440J10Rik,pRbfox2
l4931440J10Rik,pSfpq
l4931440J10Rik,pHdlbp
l4932414J04Rik,pPou5f1
l4932414J04Rik,pPtbp2
l4932414J04Rik,pQki
l4932414J04Rik,pRbfox2
l4932430I15Rik,pPabpc1
l4932430I15Rik,pRbfox2
l4932438A13Rik,pApc
l4932438A13Rik,pFmr1
l4932438A13Rik,pFus
l4932438A13Rik,pNova1
l4932438A13Rik,pTardbp
l4932438A13Rik,pUpf1
l4932441J04Rik,pElavl1
l4932441J04Rik,pFmr1
l4932441J04Rik,pPabpc1
l4932441J04Rik,pPou5f1
l4932441J04Rik,pPtbp2
l4932441J04Rik,pRbfox2
l4932441J04Rik,pSfpq
l4932441J04Rik,pZfp36
l4932441J04Rik,pYy1
l4933404O12Rik,pAgo1
l4933404O12Rik,pAgo2
l4933404O12Rik,pAgo4
l4933404O12Rik,pDazl
l4933404O12Rik,pEed
l4933404O12Rik,pElavl1
l4933404O12Rik,pFmr1
l4933404O12Rik,pPkm
l4933404O12Rik,pPabpc1
l4933404O12Rik,pPspc1
l4933404O12Rik,pPou5f1
l4933404O12Rik,pPtbp2
l4933404O12Rik,pQki
l4933404O12Rik,pRbm10
l4933404O12Rik,pRbfox2
l4933404O12Rik,pSfpq
l4933404O12Rik,pSuz12
l4933404O12Rik,pTia1
l4933404O12Rik,pZfp36
l4933404O12Rik,pYy1
l4933404O12Rik,pHdlbp
l4933405D12Rik,pDazl
l4933405D12Rik,pFmr1
l4933405D12Rik,pPabpc1
l4933405D12Rik,pPspc1
l4933405D12Rik,pRbfox2
l4933405D12Rik,pSfpq
l4933405D12Rik,pTia1
l4933406C10Rik,pPkm
l4933406C10Rik,pPou5f1
l4933406C10Rik,pRbfox2
l4933406C10Rik,pYy1
l4933406C10Rik,pHdlbp
l4933408J17Rik,pAgo2
l4933408J17Rik,pDazl
l4933408J17Rik,pPou5f1
l4933408J17Rik,pRbm10
l4933408J17Rik,pRbfox2
l4933408J17Rik,pSfpq
l4933408J17Rik,pYy1
l4933408J17Rik,pHdlbp
l4933416E03Rik,pPou5f1
l4933416E03Rik,pRbfox2
l4933416E03Rik,pYy1
l4933416E14Rik,pYy1
l4933416E14Rik,pHdlbp
l4933416M07Rik,pElavl1
l4933416M07Rik,pPabpc1
l4933416M07Rik,pRbfox2
l4933416M07Rik,pSfpq
l4933416M07Rik,pZfp36
l4933417D19Rik,pFmr1
l4933417D19Rik,pPabpc1
l4933417D19Rik,pPou5f1
l4933417D19Rik,pRbfox2
l4933417D19Rik,pSfpq
l4933417D19Rik,pZfp36
l4933421A08Rik,pRbfox2
l4933427D14Rik,pFmr1
l4933427D14Rik,pFus
l4933427D14Rik,pMbnl2
l4933427D14Rik,pTardbp
l4933427D14Rik,pUpf1
l4933427E13Rik,pElavl1
l4933427E13Rik,pFmr1
l4933427E13Rik,pPkm
l4933427E13Rik,pPabpc1
l4933427E13Rik,pPou5f1
l4933427E13Rik,pRbfox2
l4933427E13Rik,pYy1
l4933427E13Rik,pHdlbp
l4933427G23Rik,pAgo2
l4933427G23Rik,pElavl1
l4933427G23Rik,pPkm
l4933427G23Rik,pPabpc1
l4933427G23Rik,pPspc1
l4933427G23Rik,pPou5f1
l4933427G23Rik,pRbfox2
l4933427G23Rik,pSfpq
l4933427G23Rik,pTia1
l4933427G23Rik,pZfp36
l4933433C11Rik,pUpf1
l4933433G15Rik,pPspc1
l4933433G15Rik,pYy1
l4933434E20Rik,pFus
l4933434E20Rik,pMbnl1
l4933434E20Rik,pUpf1
l4933438A12Rik,pPou5f1
l4933438A12Rik,pRbfox2
l4933438A12Rik,pYy1
l4933440J02Rik,pPou5f1
l4933440J02Rik,pRbfox2
l5031434O11Rik,pElavl1
l5031434O11Rik,pRbfox2
l5031434O11Rik,pSfpq
l5033417F24Rik,pPabpc1
l5033428I22Rik,pSfpq
l5033428I22Rik,pHdlbp
l5330411J11Rik,pPtbp2
l5330417C22Rik,pFus
l5330417C22Rik,pTardbp
l5330439K02Rik,pPou5f1
l5330439K02Rik,pRbfox2
l5330439K02Rik,pSfpq
l5430400D12Rik,pPabpc1
l5430416N02Rik,pAgo1
l5430416N02Rik,pAgo2
l5430416N02Rik,pAgo4
l5430416N02Rik,pAgo2
l5430416N02Rik,pFmr1
l5430416N02Rik,pPkm
l5430416N02Rik,pLin28a
l5430416N02Rik,pLin28b
l5430416N02Rik,pMsi2
l5430416N02Rik,pPabpc1
l5430416N02Rik,pPou5f1
l5430416N02Rik,pPum2
l5430416N02Rik,pRbm10
l5430416N02Rik,pRbfox2
l5430416N02Rik,pSfpq
l5430416N02Rik,pSuz12
l5430416N02Rik,pTia1
l5430416N02Rik,pZfp36
l5430416N02Rik,pYy1
l5430416N02Rik,pYthdf1
l5430416N02Rik,pGpm6a
l5530401A14Rik,pFmr1
l5530401A14Rik,pFus
l5530401A14Rik,pTardbp
l5730412P04Rik,pPou5f1
l5730412P04Rik,pYy1
l5730420D15Rik,pRbfox2
l5730422E09Rik,pAgo2
l5730422E09Rik,pDazl
l5730422E09Rik,pPkm
l5730422E09Rik,pPabpc1
l5730422E09Rik,pPspc1
l5730422E09Rik,pPou5f1
l5730422E09Rik,pPtbp2
l5730422E09Rik,pQki
l5730422E09Rik,pRbm10
l5730422E09Rik,pRbfox2
l5730422E09Rik,pSfpq
l5730422E09Rik,pTia1
l5730422E09Rik,pZfp36
l5730422E09Rik,pYy1
l5730422E09Rik,pHdlbp
l5830417I10Rik,pIpo9
l5830418P13Rik,pEzh2
l5830418P13Rik,pFmr1
l5830418P13Rik,pFus
l5830418P13Rik,pPabpc1
l5830418P13Rik,pPou5f1
l5830418P13Rik,pRbfox2
l5830418P13Rik,pRbfox3
l5830418P13Rik,pYy1
l5830418P13Rik,pTardbp
l5830418P13Rik,pUpf1
l5830418P13Rik,pHdlbp
l5830432E09Rik,pRbm10
l5830432E09Rik,pRbfox2
l5830432E09Rik,pSfpq
l6030442K20Rik,pAgo1
l6030442K20Rik,pAgo2
l6030442K20Rik,pAgo4
l6030442K20Rik,pDazl
l6030442K20Rik,pPabpc1
l6030442K20Rik,pRbfox2
l6030442K20Rik,pSfpq
l6030442K20Rik,pZfp36
l6230400D17Rik,pAgo1
l6230400D17Rik,pAgo2
l6230400D17Rik,pAgo4
l6230400D17Rik,pDazl
l6230400D17Rik,pFmr1
l6230400D17Rik,pPabpc1
l6230400D17Rik,pPou5f1
l6230400D17Rik,pQki
l6230400D17Rik,pRbm10
l6230400D17Rik,pRbfox2
l6230400D17Rik,pSfpq
l6230400D17Rik,pTia1
l6230400D17Rik,pZfp36
l6230400D17Rik,pYy1
l6330408A02Rik,pFus
l6330408A02Rik,pTardbp
l6330409D20Rik,pTardbp
l6330416G13Rik,pFus
l6330416G13Rik,pTardbp
l6430550D23Rik,pTardbp
l6430550D23Rik,pUpf1
l6430562O15Rik,pAgo1
l6430562O15Rik,pAgo2
l6430562O15Rik,pAgo4
l6430562O15Rik,pDazl
l6430562O15Rik,pPabpc1
l6430562O15Rik,pPou5f1
l6430562O15Rik,pPtbp2
l6430562O15Rik,pRbm10
l6430562O15Rik,pRbfox2
l6430562O15Rik,pSfpq
l6430562O15Rik,pYy1
l6430590A07Rik,pPabpc1
l6430590A07Rik,pRbfox2
l6430590A07Rik,pYy1
l6430628N08Rik,pPou5f1
l6430628N08Rik,pRbfox2
l6530411M01Rik,pFmr1
l6530411M01Rik,pPou5f1
l6530411M01Rik,pPtbp2
l6530411M01Rik,pRbfox2
l6530411M01Rik,pYy1
l6530411M01Rik,pHdlbp
l8430437L04Rik,pAgo2
l8430437L04Rik,pPou5f1
l8430437L04Rik,pRbm10
l8430437L04Rik,pRbfox2
l9030407P20Rik,pPabpc1
l9030622O22Rik,pFmr1
l9030622O22Rik,pFmr1
l9030622O22Rik,pPou5f1
l9030622O22Rik,pRbm10
l9030622O22Rik,pRbfox2
l9030622O22Rik,pYy1
l9030622O22Rik,pTardbp
l9030622O22Rik,pUpf1
l9030624J02Rik,pFus
l9030624J02Rik,pTardbp
l9030624J02Rik,pUpf1
l9130204K15Rik,pFmr1
l9130204K15Rik,pFus
l9130204K15Rik,pPabpc1
l9130204K15Rik,pPou5f1
l9130204K15Rik,pRbfox2
l9130204K15Rik,pRbfox3
l9130204K15Rik,pSrsf4
l9130204K15Rik,pYy1
l9130204K15Rik,pTardbp
l9130204K15Rik,pUpf1
l9130204K15Rik,pHdlbp
l9130213A22Rik,pRbfox2
l9130230L23Rik,pFmr1
l9130230L23Rik,pTardbp
l9130409J20Rik,pRbfox2
l9230020A06Rik,pAgo2
l9230020A06Rik,pElavl1
l9230020A06Rik,pPabpc1
l9230020A06Rik,pPou5f1
l9230020A06Rik,pRbfox2
l9230020A06Rik,pYy1
l9230020A06Rik,pUpf1
l9230105E05Rik,pAgo1
l9230105E05Rik,pAgo2
l9230105E05Rik,pAgo4
l9230105E05Rik,pTia1
l9230114K14Rik,pPabpc1
l9230114K14Rik,pPspc1
l9230114K14Rik,pRbfox2
l9230114K14Rik,pTia1
l9230116N13Rik,pPabpc1
l9330104G04Rik,pPou5f1
l9330104G04Rik,pYy1
l9330111N05Rik,pDazl
l9330111N05Rik,pElavl1
l9330111N05Rik,pPkm
l9330111N05Rik,pPabpc1
l9330111N05Rik,pPou5f1
l9330111N05Rik,pPtbp2
l9330111N05Rik,pQki
l9330111N05Rik,pRbfox2
l9330111N05Rik,pSfpq
l9330111N05Rik,pZfp36
l9330111N05Rik,pYy1
l9330111N05Rik,pHdlbp
l9330136K24Rik,pRbfox2
l9330136K24Rik,pSfpq
l9330136K24Rik,pTia1
l9330151L19Rik,pDazl
l9330151L19Rik,pPspc1
l9330151L19Rik,pRbfox2
l9330151L19Rik,pSfpq
l9330151L19Rik,pTia1
l9330159M07Rik,pAgo1
l9330159M07Rik,pAgo2
l9330159M07Rik,pAgo4
l9330159M07Rik,pDazl
l9330159M07Rik,pElavl1
l9330159M07Rik,pPkm
l9330159M07Rik,pPabpc1
l9330159M07Rik,pPspc1
l9330159M07Rik,pPou5f1
l9330159M07Rik,pQki
l9330159M07Rik,pRbm10
l9330159M07Rik,pRbfox2
l9330159M07Rik,pSfpq
l9330159M07Rik,pTia1
l9330159M07Rik,pYy1
l9330175E14Rik,pElavl1
l9330175E14Rik,pFmr1
l9330175E14Rik,pYy1
l9330179D12Rik,pElavl1
l9330179D12Rik,pPkm
l9330179D12Rik,pPabpc1
l9330179D12Rik,pPou5f1
l9330179D12Rik,pPtbp2
l9330179D12Rik,pRbfox2
l9330179D12Rik,pTia1
l9330179D12Rik,pZfp36
l9330179D12Rik,pYy1
l9330179D12Rik,pHdlbp
l9330185C12Rik,pAgo2
l9330185C12Rik,pAgo2
l9330185C12Rik,pDdx18
l9330185C12Rik,pDdx5
l9330185C12Rik,pDazl
l9330185C12Rik,pEed
l9330185C12Rik,pElavl1
l9330185C12Rik,pFmr1
l9330185C12Rik,pIgf2bp3
l9330185C12Rik,pPkm
l9330185C12Rik,pLin28a
l9330185C12Rik,pLin28b
l9330185C12Rik,pMsi2
l9330185C12Rik,pPabpc1
l9330185C12Rik,pPspc1
l9330185C12Rik,pPum2
l9330185C12Rik,pPou5f1
l9330185C12Rik,pPum2
l9330185C12Rik,pQki
l9330185C12Rik,pRbm10
l9330185C12Rik,pRbfox2
l9330185C12Rik,pSuz12
l9330185C12Rik,pSmchd1
l9330185C12Rik,pZfp36
l9330185C12Rik,pYy1
l9330185C12Rik,pHdlbp
l9330185C12Rik,pYthdf1
l9330185C12Rik,pGpm6a
l9430015G10Rik,pEzh2
l9430015G10Rik,pFus
l9430015G10Rik,pJarid2
l9430015G10Rik,pTardbp
l9430015G10Rik,pUpf1
l9430024E24Rik,pPou5f1
l9430024E24Rik,pYy1
l9430037G07Rik,pPkm
l9430037G07Rik,pPspc1
l9430037G07Rik,pPou5f1
l9430037G07Rik,pRbfox2
l9430037G07Rik,pTia1
l9430037G07Rik,pYy1
l9430038I01Rik,pFus
l9430038I01Rik,pJarid2
l9430038I01Rik,pTardbp
l9430038I01Rik,pUpf1
l9430065F17Rik,pPou5f1
l9530026F06Rik,pDazl
l9530026F06Rik,pPspc1
l9530026F06Rik,pPou5f1
l9530026F06Rik,pRbfox2
l9530026F06Rik,pTia1
l9530026F06Rik,pYy1
l9530026F06Rik,pHdlbp
l9530026P05Rik,pFmr1
l9530026P05Rik,pPkm
l9530026P05Rik,pPou5f1
l9530026P05Rik,pQki
l9530026P05Rik,pRbfox2
l9530026P05Rik,pZfp36
l9530026P05Rik,pYy1
l9530026P05Rik,pHdlbp
l9530027J09Rik,pPabpc1
l9530027J09Rik,pPspc1
l9530027J09Rik,pRbfox2
l9530027J09Rik,pTia1
l9530027J09Rik,pHdlbp
l9530036O11Rik,pAgo2
l9530036O11Rik,pElavl1
l9530036O11Rik,pFmr1
l9530036O11Rik,pPkm
l9530036O11Rik,pPabpc1
l9530036O11Rik,pPou5f1
l9530036O11Rik,pQki
l9530036O11Rik,pRbm10
l9530036O11Rik,pRbfox2
l9530036O11Rik,pSfpq
l9530036O11Rik,pYy1
l9530036O11Rik,pHdlbp
l9530052C20Rik,pPou5f1
l9530052C20Rik,pPtbp2
l9530052C20Rik,pQki
l9530052C20Rik,pRbfox2
l9530052C20Rik,pSfpq
l9530052C20Rik,pYy1
l9530052E02Rik,pElavl1
l9530052E02Rik,pFmr1
l9530052E02Rik,pPou5f1
l9530052E02Rik,pRbfox2
l9530052E02Rik,pSfpq
l9530052E02Rik,pYy1
l9530052E02Rik,pHdlbp
l9530059O14Rik,pFmr1
l9530059O14Rik,pPkm
l9530059O14Rik,pPabpc1
l9530059O14Rik,pPou5f1
l9530059O14Rik,pPtbp2
l9530059O14Rik,pRbfox2
l9530059O14Rik,pSfpq
l9530059O14Rik,pYy1
l9530059O14Rik,pHdlbp
l9530068E07Rik,pCelf1
l9530068E07Rik,pCpsf6
l9530068E07Rik,pFus
l9530068E07Rik,pMbnl1
l9530068E07Rik,pMbnl3
l9530068E07Rik,pTardbp
l9530068E07Rik,pUpf1
l9530082P21Rik,pPspc1
l9530082P21Rik,pRbfox2
l9530082P21Rik,pYy1
l9630001P10Rik,pFmr1
l9630001P10Rik,pTia1
l9630028B13Rik,pPspc1
l9630028B13Rik,pRbfox2
l9630028B13Rik,pRbfox3
l9930014A18Rik,pPou5f1
l9930014A18Rik,pSfpq
l9930014A18Rik,pTia1
l9930014A18Rik,pYy1
l9930104L06Rik,pFus
l9930104L06Rik,pTardbp
l9930104L06Rik,pUpf1
lA130030D18Rik,pRbfox2
lA130030D18Rik,pYy1
lA230028O05Rik,pAgo1
lA230028O05Rik,pAgo2
lA230028O05Rik,pAgo4
lA230028O05Rik,pPspc1
lA230028O05Rik,pPou5f1
lA230028O05Rik,pRbfox2
lA230028O05Rik,pZfp36
lA230028O05Rik,pYy1
lA230028O05Rik,pHdlbp
lA230050P20Rik,pFmr1
lA230050P20Rik,pFus
lA230050P20Rik,pTardbp
lA230050P20Rik,pUpf1
lA230072C01Rik,pPabpc1
lA230072C01Rik,pRbfox2
lA230072C01Rik,pSfpq
lA230072C01Rik,pTia1
lA230087F16Rik,pPabpc1
lA230087F16Rik,pRbfox2
lA230087F16Rik,pSfpq
lA230087F16Rik,pTia1
lA230087F16Rik,pYy1
lA230098N10Rik,pRbfox3
lA230107N01Rik,pPou5f1
lA230107N01Rik,pYy1
lA330009N23Rik,pRbfox2
lA330023F24Rik,pAgo1
lA330023F24Rik,pAgo2
lA330023F24Rik,pAgo4
lA330023F24Rik,pElavl1
lA330023F24Rik,pFmr1
lA330023F24Rik,pMsi2
lA330023F24Rik,pNova1
lA330023F24Rik,pPou5f1
lA330023F24Rik,pPtbp2
lA330023F24Rik,pQki
lA330023F24Rik,pRbm10
lA330023F24Rik,pRbfox2
lA330023F24Rik,pSfpq
lA330023F24Rik,pTia1
lA330023F24Rik,pZfp36
lA330023F24Rik,pYy1
lA330023F24Rik,pHdlbp
lA330032B11Rik,pAgo1
lA330032B11Rik,pAgo2
lA330032B11Rik,pAgo4
lA330032B11Rik,pFmr1
lA330032B11Rik,pPspc1
lA330032B11Rik,pRbfox2
lA330032B11Rik,pSfpq
lA330032B11Rik,pTia1
lA330033J07Rik,pAgo2
lA330033J07Rik,pElavl1
lA330033J07Rik,pFmr1
lA330033J07Rik,pPabpc1
lA330033J07Rik,pPou5f1
lA330033J07Rik,pQki
lA330033J07Rik,pRbfox2
lA330033J07Rik,pZfp36
lA330033J07Rik,pYy1
lA330033J07Rik,pHdlbp
lA330043C09Rik,pElavl1
lA330043C09Rik,pFmr1
lA330043C09Rik,pPou5f1
lA330043C09Rik,pPtbp2
lA330043C09Rik,pRbfox2
lA330043C09Rik,pYy1
lA330048O09Rik,pPspc1
lA330069E16Rik,pPabpc1
lA330069E16Rik,pPspc1
lA330069E16Rik,pTia1
lA330076H08Rik,pNova1
lA330076H08Rik,pPabpc1
lA330076H08Rik,pPou5f1
lA330076H08Rik,pPtbp2
lA330076H08Rik,pRbfox2
lA330076H08Rik,pSfpq
lA330076H08Rik,pYy1
lA330094K24Rik,pPou5f1
lA330094K24Rik,pRbfox2
lA430010J10Rik,pElavl1
lA430010J10Rik,pFmr1
lA430010J10Rik,pFmr1
lA430010J10Rik,pPabpc1
lA430010J10Rik,pPou5f1
lA430010J10Rik,pRbfox2
lA430010J10Rik,pZfp36
lA430010J10Rik,pYy1
lA430010J10Rik,pUpf1
lA430010J10Rik,pHdlbp
lA430046D13Rik,pAgo1
lA430046D13Rik,pAgo2
lA430046D13Rik,pAgo4
lA430046D13Rik,pPabpc1
lA430046D13Rik,pRbfox2
lA430046D13Rik,pSfpq
lA430046D13Rik,pZfp36
lA430072P03Rik,pFmr1
lA430072P03Rik,pRbfox2
lA430105J06Rik,pPou5f1
lA430110L20Rik,pFus
lA430110L20Rik,pTardbp
lA530006G24Rik,pSfpq
lA530020G20Rik,pRbm10
lA530058N18Rik,pPou5f1
lA530058N18Rik,pRbfox2
lA530058N18Rik,pSfpq
lA530058N18Rik,pYy1
lA530076I17Rik,pRbfox2
lA530083I20Rik,pPou5f1
lA530083I20Rik,pPtbp2
lA530083I20Rik,pRbfox2
lA530083I20Rik,pTia1
lA530083I20Rik,pYy1
lA630001G21Rik,pFus
lA630001G21Rik,pTardbp
lA630001G21Rik,pUpf1
lA630023P12Rik,pElavl1
lA630023P12Rik,pFus
lA630023P12Rik,pRbfox2
lA630023P12Rik,pZfp36
lA630023P12Rik,pTardbp
lA630072L19Rik,pPou5f1
lA630072L19Rik,pRbfox2
lA630072L19Rik,pYy1
lA630075F10Rik,pAgo1
lA630075F10Rik,pAgo2
lA630075F10Rik,pAgo4
lA630075F10Rik,pElavl1
lA630075F10Rik,pPabpc1
lA630075F10Rik,pPspc1
lA630075F10Rik,pPou5f1
lA630075F10Rik,pRbfox2
lA630075F10Rik,pTia1
lA630075F10Rik,pZfp36
lA630075F10Rik,pHdlbp
lA730020E08Rik,pPspc1
lA730032A03Rik,pPou5f1
lA730032A03Rik,pRbfox2
lA730032A03Rik,pHdlbp
lA730046J19Rik,pPou5f1
lA730046J19Rik,pRbfox2
lA730049H05Rik,pFus
lA730049H05Rik,pTardbp
lA730056A06Rik,pPkm
lA730056A06Rik,pPou5f1
lA730056A06Rik,pRbfox2
lA730056A06Rik,pYy1
lA730056A06Rik,pHdlbp
lA830009L08Rik,pPabpc1
lA830009L08Rik,pPou5f1
lA830009L08Rik,pRbfox2
lA830009L08Rik,pSfpq
lA830009L08Rik,pYy1
lA830009L08Rik,pHdlbp
lA830010M20Rik,pFmr1
lA830010M20Rik,pFus
lA830010M20Rik,pTardbp
lA830035A12Rik,pPkm
lA830035A12Rik,pSuz12
lA830039N20Rik,pNova1
lA830052D11Rik,pPspc1
lA830052D11Rik,pRbfox2
lA830052D11Rik,pSfpq
lA830052D11Rik,pTia1
lA830052D11Rik,pYy1
lA830052D11Rik,pHdlbp
lA830080D01Rik,pCelf1
lA830080D01Rik,pFmr1
lA830080D01Rik,pFus
lA830080D01Rik,pJarid2
lA830080D01Rik,pPabpc1
lA830080D01Rik,pTardbp
lA830080D01Rik,pUpf1
lA930004D18Rik,pTardbp
lA930006I01Rik,pFmr1
lA930006I01Rik,pPou5f1
lA930006I01Rik,pQki
lA930006I01Rik,pRbfox2
lA930006I01Rik,pYy1
lA930006K02Rik,pPabpc1
lA930006K02Rik,pPou5f1
lA930006K02Rik,pSfpq
lA930007A09Rik,pRbfox3
lA930007I19Rik,pPabpc1
lA930007I19Rik,pPou5f1
lA930007I19Rik,pPtbp2
lA930007I19Rik,pRbfox2
lA930007I19Rik,pSfpq
lA930007I19Rik,pYy1
lA930012L18Rik,pPspc1
lA930012L18Rik,pPou5f1
lA930012L18Rik,pRbfox2
lA930012L18Rik,pYy1
lA930024N18Rik,pPou5f1
lA930024N18Rik,pYy1
lA930029G22Rik,pPabpc1
lA930029G22Rik,pPou5f1
lA930029G22Rik,pRbfox2
lA930029G22Rik,pSfpq
lA930029G22Rik,pZfp36
lA930029G22Rik,pYy1
lA930029G22Rik,pHdlbp
lA930031H19Rik,pRbfox2
lA930031H19Rik,pYy1
lA930038B10Rik,pRbfox2
lA930038B10Rik,pHdlbp
lAA543186,pFmr1
lAA543186,pPspc1
lAA543186,pRbfox2
lAC025794.1,pEif2ak2
lAC108401.2,pFus
lAC108401.2,pTardbp
lAC108401.2,pUpf1
lAC121264.1,pTardbp
lAC122013.1,pFmr1
lAC122013.1,pFus
lAC122013.1,pTardbp
lAC123935.1,pSrsf3
lAC142191.1,pFmr1
lAC142191.1,pFus
lAC142191.1,pTardbp
lAC147020.1,pSrsf4
lAC147020.1,pSrsf3
lAC148328.2,pFus
lAC148328.2,pUpf1
lAC149589.1,pSrsf3
lAC153356.1,pSrsf4
lAC153562.1,pFus
lAC153562.1,pTardbp
lAC154136.1,pSrsf3
lAC155258.1,pFus
lAC155258.1,pTardbp
lAC156021.1,pFus
lAC156021.1,pTardbp
lAC156021.1,pUpf1
lAC157610.1,pFus
lAC157610.1,pTardbp
lAC162936.1,pFmr1
lAC162936.1,pFus
lAC162936.1,pTardbp
lAC162936.1,pUpf1
lAF357425,pEif2ak2
lAI115009,pPkm
lAI115009,pPou5f1
lAI115009,pRbfox2
lAI115009,pYy1
lAI314180,pCelf1
lAI314180,pCpsf6
lAI314180,pFmr1
lAI314180,pFus
lAI314180,pMbnl1
lAI314180,pTardbp
lAI413582,pFus
lAI427809,pRbfox2
lAI838599,pPtbp2
lAI854517,pFmr1
lAI854517,pPou5f1
lAI854517,pRbfox2
lAI854517,pSfpq
lAI854517,pYy1
lAI854703,pFmr1
lAI854703,pFus
lAI854703,pSfpq
lAI854703,pTardbp
lAI854703,pUpf1
lAU015836,pUpf1
lAU022754,pPkm
lAU022754,pPspc1
lAU022754,pPou5f1
lAU022754,pRbfox2
lAU022754,pTia1
lAU040320,pFmr1
lAV064505,pElavl1
lAV064505,pPabpc1
lAV064505,pPou5f1
lAV064505,pRbfox2
lAV064505,pYy1
lAV064505,pHdlbp
lAW047730,pPabpc1
lAW121686,pPou5f1
lAW121686,pRbfox2
lAW551984,pFus
lAW551984,pTardbp
lAacs,pFus
lAacs,pRbfox3
lAacs,pTardbp
lAak1,pCelf1
lAak1,pCpsf6
lAak1,pEzh2
lAak1,pFmr1
lAak1,pFus
lAak1,pJarid2
lAak1,pMbnl1
lAak1,pTardbp
lAak1,pUpf1
lAamdc,pCelf1
lAamdc,pFus
lAamdc,pTardbp
lAamdc,pUpf1
lAanat,pFus
lAanat,pTardbp
lAar2,pFus
lAar2,pTardbp
lAasdh,pCelf1
lAasdh,pFmr1
lAasdh,pFus
lAasdh,pTardbp
lAasdh,pUpf1
lAatf,pFus
lAatf,pTardbp
lAatf,pUpf1
lAbat,pFmr1
lAbca13,pTardbp
lAbca16,pIpo9
lAbca16,pRbfox3
lAbca2,pFmr1
lAbca2,pFus
lAbca2,pMbnl1
lAbca2,pTardbp
lAbca3,pFus
lAbca3,pMbnl1
lAbca3,pTardbp
lAbca4,pRbfox3
lAbca4,pUpf1
lAbca5,pCpsf6
lAbca5,pFus
lAbca5,pMbnl1
lAbca5,pTardbp
