lncRNA_id,identifier,gene_name,gene_id
lNONHSAG022397,NONHSAG022397,RN7SL448P,NONHSAG022397
lNONHSAG022399,NONHSAG022399,RP11-264B14.1,NONHSAG022399
lNONHSAG022400,NONHSAG022400,RP11-264B14.2,NONHSAG022400
lNONHSAG022403,NONHSAG022403,RP11-136H19.1,NONHSAG022403
lNONHSAG022404,NONHSAG022404,BCAS3,NONHSAG022404
lNONHSAG022406,NONHSAG022406,RP11-332H18.3,NONHSAG022406
lNONHSAG022408,NONHSAG022408,NONHSAG022408,NONHSAG022408
lNONHSAG022411,NONHSAG022411,RP11-15K2.2,NONHSAG022411
lNONHSAG022415,NONHSAG022415,RN7SL800P,NONHSAG022415
lNONHSAG022417,NONHSAG022417,RP11-51L5.3,NONHSAG022417
lNONHSAG022418,NONHSAG022418,RP11-51L5.4,NONHSAG022418
lNONHSAG022419,NONHSAG022419,NONHSAG022419,NONHSAG022419
lNONHSAG022425,NONHSAG022425,RP11-464D20.6,NONHSAG022425
lNONHSAG022430,NONHSAG022430,NONHSAG022430,NONHSAG022431;NONHSAG022430
lNONHSAG022432,NONHSAG022432,NONHSAG022432,NONHSAG022432
lNONHSAG022434,NONHSAG022434,RP11-156L14.1,NONHSAG022434
lNONHSAG022436,NONHSAG022436,42073,NONHSAG022436
lNONHSAG022437,NONHSAG022437,RP11-453A12.1,NONHSAG022437
lNONHSAG022441,NONHSAG022441,RP11-180P8.1,NONHSAG022441
lNONHSAG022442,NONHSAG022442,RP11-180P8.2,NONHSAG022442
lNONHSAG022443,NONHSAG022443,RP11-180P8.3,NONHSAG022443
lNONHSAG022444,NONHSAG022444,RP11-180P8.4,NONHSAG022444
lNONHSAG022445,NONHSAG022445,RP11-556O9.2,NONHSAG022445
lNONHSAG022447,NONHSAG022447,RP11-556O9.3,NONHSAG022447
lNONHSAG022448,NONHSAG022448,AC037445.1,NONHSAG022448
lNONHSAG022450,NONHSAG022450,RP11-269G24.3,NONHSAG022450
lNONHSAG022452,NONHSAG022452,NONHSAG022452,NONHSAG022452
lNONHSAG022453,NONHSAG022453,RP11-269G24.4,NONHSAG022453
lNONHSAG022458,NONHSAG022458,DCAF7,NONHSAG022458
lNONHSAG022459,NONHSAG022459,TACO1,NONHSAG022459
lNONHSAG022460,NONHSAG022460,RP11-51F16.9,NONHSAG022460
lNONHSAG022463,NONHSAG022463,NONHSAG022463,NONHSAG022463
lNONHSAG022464,NONHSAG022464,STRADA,NONHSAG022464
lNONHSAG022475,NONHSAG022475,TCAM1P,NONHSAG022475
lNONHSAG022484,NONHSAG022484,CTC-264K15.6,NONHSAG022484
lNONHSAG022485,NONHSAG022485,RP11-214C8.2;PRR29-AS1,NONHSAG022485
lNONHSAG022491,NONHSAG022491,NONHSAG022491,NONHSAG022491
lNONHSAG022492,NONHSAG022492,RP11-214C8.5,NONHSAG022492
lNONHSAG022495,NONHSAG022495,SNORA76,NONHSAG022495
lNONHSAG022498,NONHSAG022498,NONHSAG022498,NONHSAG022498
lNONHSAG022499,NONHSAG022499,NONHSAG022499,NONHSAG022499
lNONHSAG022500,NONHSAG022500,POLG2,NONHSAG022500
lNONHSAG022501,NONHSAG022501,DDX5,NONHSAG022501
lNONHSAG022508,NONHSAG022508,NONHSAG022508,NONHSAG022508
lNONHSAG022509,NONHSAG022509,MINOS1P2,NONHSAG022509
lNONHSAG022510,NONHSAG022510,hsa-mir-6080;ARHGAP27P1-BPTFP1-KPNA2P3,NONHSAG022510
lNONHSAG022511,NONHSAG022511,NONHSAG022511,NONHSAG022511
lNONHSAG022512,NONHSAG022512,NONHSAG022512,NONHSAG022512
lNONHSAG022513,NONHSAG022513,NONHSAG022513,NONHSAG022513
lNONHSAG022514,NONHSAG022514,RN7SL409P,NONHSAG022514
lNONHSAG022515,NONHSAG022515,RN7SL404P,NONHSAG022515
lNONHSAG022516,NONHSAG022516,RP11-927P21.1,NONHSAG022516
lNONHSAG022518,NONHSAG022518,RP11-927P21.2,NONHSAG022518
lNONHSAG022519,NONHSAG022519,RP11-583F2.1,NONHSAG022519
lNONHSAG022520,NONHSAG022520,RP11-927P21.6,NONHSAG022520
lNONHSAG022521,NONHSAG022521,RP11-583F2.2,NONHSAG022521
lNONHSAG022522,NONHSAG022522,NONHSAG022522,NONHSAG022522
lNONHSAG022523,NONHSAG022523,AMZ2P1,NONHSAG022523
lNONHSAG022525,NONHSAG022525,RP11-583F2.5,NONHSAG022525
lNONHSAG022527,NONHSAG022527,NONHSAG022527,NONHSAG022527
lNONHSAG022528,NONHSAG022528,NONHSAG022528,NONHSAG022528
lNONHSAG022530,NONHSAG022530,NONHSAG022530,NONHSAG022530
lNONHSAG022532,NONHSAG022532,RP11-160O5.1,NONHSAG022532
lNONHSAG022534,NONHSAG022534,CTD-2535L24.3,NONHSAG022534
lNONHSAG022537,NONHSAG022537,CEP112,NONHSAG022537
lNONHSAG022538,NONHSAG022538,GS1-531I17.3,NONHSAG022538
lNONHSAG022539,NONHSAG022539,GS1-531I17.2,NONHSAG022539
lNONHSAG022541,NONHSAG022541,NONHSAG022541,NONHSAG022541
lNONHSAG022543,NONHSAG022543,NONHSAG022543,NONHSAG022543
lNONHSAG022544,NONHSAG022544,PRKCA,NONHSAG022544
lNONHSAG022545,NONHSAG022545,RN7SL735P,NONHSAG022545
lNONHSAG022546,NONHSAG022546,RP11-4F22.2;PRKCA-AS1,NONHSAG022546
lNONHSAG022547,NONHSAG022547,AC006947.1,NONHSAG022547
lNONHSAG022548,NONHSAG022548,NONHSAG022548,NONHSAG022548
lNONHSAG022549,NONHSAG022549,RP11-349A8.3,NONHSAG022549
lNONHSAG022550,NONHSAG022550,NONHSAG022550,NONHSAG022550
lNONHSAG022551,NONHSAG022551,NONHSAG022550,NONHSAG022551
lNONHSAG022552,NONHSAG022552,RPI002_004202,NONHSAG022552
lNONHSAG022553,NONHSAG022553,NONHSAG022553,NONHSAG022553
lNONHSAG022557,NONHSAG022557,RP11-401F2.4,NONHSAG022557
lNONHSAG022558,NONHSAG022558,RPL36AP48,NONHSAG022558
lNONHSAG022559,NONHSAG022559,RP11-401F2.3,NONHSAG022559
lNONHSAG022562,NONHSAG022562,RN7SL756P,NONHSAG022562
lNONHSAG022564,NONHSAG022564,CTD-2653B5.1,NONHSAG022564
lNONHSAG022566,NONHSAG022566,NONHSAG022566,NONHSAG022566
lNONHSAG022567,NONHSAG022567,NONHSAG022567,NONHSAG022567
lNONHSAG022571,NONHSAG022571,NONHSAG022571,NONHSAG022571
lNONHSAG022573,NONHSAG022573,NONHSAG022573,NONHSAG022573
lNONHSAG022574,NONHSAG022574,NONHSAG022574,NONHSAG022574
lNONHSAG022575,NONHSAG022575,BPTF,NONHSAG022575
lNONHSAG022576,NONHSAG022576,NONHSAG022576,NONHSAG022576
lNONHSAG022577,NONHSAG022577,RP11-855A2.3,NONHSAG022577
lNONHSAG022578,NONHSAG022578,RN7SL622P,NONHSAG022578
lNONHSAG022579,NONHSAG022579,RP11-855A2.5,NONHSAG022579
lNONHSAG022580,NONHSAG022580,AC145343.2,NONHSAG022580
lNONHSAG022582,NONHSAG022582,LRRC37A16P,NONHSAG022582
lNONHSAG022583,NONHSAG022583,NONHSAG022583,NONHSAG022583
lNONHSAG022584,NONHSAG022584,NONHSAG022584,NONHSAG022584
lNONHSAG022585,NONHSAG022585,NONHSAG022585,NONHSAG022585
lNONHSAG022587,NONHSAG022587,LOC440461,NONHSAG022587
lNONHSAG022588,NONHSAG022588,NONHSAG022588,NONHSAG022588
lNONHSAG022589,NONHSAG022589,NONHSAG022589,NONHSAG022589
lNONHSAG022590,NONHSAG022590,NONHSAG022590,NONHSAG022590
lNONHSAG022591,NONHSAG022591,RP11-147L13.2,NONHSAG022591
lNONHSAG022592,NONHSAG022592,AMZ2,NONHSAG022592
lNONHSAG022594,NONHSAG022594,NONHSAG022594,NONHSAG022594
lNONHSAG022595,NONHSAG022595,RP11-120M18.2,NONHSAG022595
lNONHSAG022596,NONHSAG022596,WIPI1,NONHSAG022596
lNONHSAG022597,NONHSAG022597,PRKAR1A,NONHSAG022597
lNONHSAG022598,NONHSAG022598,NONHSAG022598,NONHSAG022598
lNONHSAG022599,NONHSAG022599,RP11-120M18.5,NONHSAG022599
lNONHSAG022600,NONHSAG022600,RP11-118B18.1;LINC01482,NONHSAG022600
lNONHSAG022601,NONHSAG022601,NONHSAG022601,NONHSAG022601
lNONHSAG022602,NONHSAG022602,NONHSAG022601,NONHSAG022602
lNONHSAG022603,NONHSAG022603,NONHSAG022601,NONHSAG022603
lNONHSAG022604,NONHSAG022604,RPI002_005528,NONHSAG022604
lNONHSAG022611,NONHSAG022611,ABCA9-AS1,NONHSAG022611
lNONHSAG022613,NONHSAG022613,LOC100421166,NONHSAG022613
lNONHSAG022617,NONHSAG022617,NONHSAG022617,NONHSAG022617
lNONHSAG022622,NONHSAG022622,SNRPGP4,NONHSAG022622
lNONHSAG022624,NONHSAG022624,RP1-193H18.3,NONHSAG022624
lNONHSAG022627,NONHSAG022627,RP1-193H18.2,NONHSAG022627
lNONHSAG022628,NONHSAG022628,AC003051.1;LINC01483,NONHSAG022628
lNONHSAG022633,NONHSAG022633,AC004562.1;LINC01497,NONHSAG022633
lNONHSAG022634,NONHSAG022634,AC002539.1,NONHSAG022634
lNONHSAG022635,NONHSAG022635,RP11-1064E11.1;LINC01028,NONHSAG022635
lNONHSAG022638,NONHSAG022638,KCNJ2-AS1,NONHSAG022638
lNONHSAG022639,NONHSAG022639,NONHSAG022639,NONHSAG022639
lNONHSAG022640,NONHSAG022640,CTD-2378E21.1,NONHSAG022640
lNONHSAG022642,NONHSAG022642,RPI002_002086,NONHSAG022642
lNONHSAG022643,NONHSAG022643,RP11-238F2.1,NONHSAG022643
lNONHSAG022647,NONHSAG022647,NONHSAG022647,NONHSAG022647
lNONHSAG022648,NONHSAG022648,NONHSAG022648,NONHSAG022648
lNONHSAG022649,NONHSAG022649,RP11-879D6.1;CASC17,NONHSAG022649
lNONHSAG022651,NONHSAG022651,AC005152.3;SOX9-AS1,NONHSAG022651
lNONHSAG022652,NONHSAG022652,RP11-84E24.3;LINC01152,NONHSAG022652
lNONHSAG022653,NONHSAG022653,AC007461.2;LINC02097,NONHSAG022653
lNONHSAG022655,NONHSAG022655,LINC00511,NONHSAG022655
lNONHSAG022656,NONHSAG022656,RP11-1124B17.1,NONHSAG022656
lNONHSAG022657,NONHSAG022657,RP11-57A1.1,NONHSAG022657
lNONHSAG022658,NONHSAG022658,NONHSAG022658,NONHSAG022658
lNONHSAG022660,NONHSAG022660,CTD-3010D24.3,NONHSAG022660
lNONHSAG022661,NONHSAG022661,RN7SKP180,NONHSAG022661
lNONHSAG022662,NONHSAG022662,RP11-171G2.1,NONHSAG022662
lNONHSAG022663,NONHSAG022663,RP11-766H1.1,NONHSAG022663
lNONHSAG022667,NONHSAG022667,NONHSAG022667,NONHSAG022667
lNONHSAG022668,NONHSAG022668,RP11-143K11.1,NONHSAG022668
lNONHSAG022670,NONHSAG022670,RP11-661C3.2,NONHSAG022670
lNONHSAG022671,NONHSAG022671,NONHSAG022671,NONHSAG022671
lNONHSAG022672,NONHSAG022672,NONHSAG022672,NONHSAG022672
lNONHSAG022677,NONHSAG022677,RP11-449L23.3;RP11-449L23.2,NONHSAG022677
lNONHSAG022680,NONHSAG022680,NONHSAG022680,NONHSAG022680
lNONHSAG022681,NONHSAG022681,LINC00469,NONHSAG022681
lNONHSAG022682,NONHSAG022682,AC125421.1;LINC02092,NONHSAG022682
lNONHSAG022683,NONHSAG022683,CTD-2532D12.5,NONHSAG022683
lNONHSAG022684,NONHSAG022684,CTD-2582D11.1,NONHSAG022684
lNONHSAG022686,NONHSAG022686,NONHSAG022686,NONHSAG022686
lNONHSAG022687,NONHSAG022687,RP11-101O21.1,NONHSAG022687
lNONHSAG022688,NONHSAG022688,NONHSAG022688,NONHSAG022688
lNONHSAG022689,NONHSAG022689,RPL38,NONHSAG022689
lNONHSAG022690,NONHSAG022690,CTD-2514K5.2,NONHSAG022690
lNONHSAG022692,NONHSAG022692,CTD-2514K5.4,NONHSAG022692
lNONHSAG022693,NONHSAG022693,RP11-647F2.2,NONHSAG022693
lNONHSAG022701,NONHSAG022701,NONHSAG022701,NONHSAG022701
lNONHSAG022702,NONHSAG022702,AC079325.5,NONHSAG022702
lNONHSAG022705,NONHSAG022705,CTD-2006K23.1,NONHSAG022705
lNONHSAG022706,NONHSAG022706,NONHSAG022706,NONHSAG022706
lNONHSAG022707,NONHSAG022707,CTD-2006K23.2,NONHSAG022707
lNONHSAG022710,NONHSAG022710,MIR3615,NONHSAG022710
lNONHSAG022711,NONHSAG022711,NAT9,NONHSAG022711
lNONHSAG022713,NONHSAG022713,NONHSAG022713,NONHSAG022713
lNONHSAG022720,NONHSAG022720,RP11-309N17.4;HID1-AS1,NONHSAG022720
lNONHSAG022721,NONHSAG022721,NONHSAG022721,NONHSAG022721
lNONHSAG022722,NONHSAG022722,KCTD2,NONHSAG022722
lNONHSAG022729,NONHSAG022729,NT5C,NONHSAG022729
lNONHSAG022730,NONHSAG022730,NONHSAG022730,NONHSAG022730
lNONHSAG022732,NONHSAG022732,RP11-649A18.5,NONHSAG022732
lNONHSAG022733,NONHSAG022733,RP11-649A18.4,NONHSAG022733
lNONHSAG022735,NONHSAG022735,RP11-649A18.7,NONHSAG022735
lNONHSAG022743,NONHSAG022743,RP11-649A18.12,NONHSAG022743
lNONHSAG022745,NONHSAG022745,AC011933.1,NONHSAG022745
lNONHSAG022746,NONHSAG022746,AC011933.2,NONHSAG022746
lNONHSAG022747,NONHSAG022747,RP11-16C1.3,NONHSAG022747
lNONHSAG022748,NONHSAG022748,RP11-16C1.2,NONHSAG022748
lNONHSAG022750,NONHSAG022750,RP11-16C1.1,NONHSAG022750
lNONHSAG022757,NONHSAG022757,NONHSAG022757,NONHSAG022757
lNONHSAG022758,NONHSAG022758,RPI002_006881,NONHSAG022758
lNONHSAG022759,NONHSAG022759,NONHSAG022759,NONHSAG022759
lNONHSAG022773,NONHSAG022773,RP11-474I11.8,NONHSAG022773
lNONHSAG022775,NONHSAG022775,SAP30BP,NONHSAG022775
lNONHSAG022776,NONHSAG022776,RPI002_005109,NONHSAG022776
lNONHSAG022780,NONHSAG022780,UNK,NONHSAG022780
lNONHSAG022781,NONHSAG022781,RP11-552F3.4,NONHSAG022781
lNONHSAG022787,NONHSAG022787,RP11-552F3.9,NONHSAG022787
lNONHSAG022789,NONHSAG022789,TRIM65;RP11-552F3.10,NONHSAG022789
lNONHSAG022793,NONHSAG022793,RP11-552F3.13,NONHSAG022793
lNONHSAG022803,NONHSAG022803,EXOC7,NONHSAG022803
lNONHSAG022805,NONHSAG022805,NONHSAG022805,NONHSAG022805
lNONHSAG022806,NONHSAG022806,RNF157-AS1,NONHSAG022806
lNONHSAG022807,NONHSAG022807,RNF157,NONHSAG022807
lNONHSAG022810,NONHSAG022810,NONHSAG022810,NONHSAG022810
lNONHSAG022814,NONHSAG022814,RPI002_007073,NONHSAG022814
lNONHSAG022815,NONHSAG022815,NONHSAG022815,NONHSAG022815
lNONHSAG022817,NONHSAG022817,NONHSAG022817,NONHSAG022817
lNONHSAG022818,NONHSAG022818,NONHSAG022818,NONHSAG022818
lNONHSAG022819,NONHSAG022819,NONHSAG022819,NONHSAG022819
lNONHSAG022823,NONHSAG022823,CYGB;RP11-666A8.8,NONHSAG022823
lNONHSAG022824,NONHSAG022824,RP11-666A8.7,NONHSAG022824
lNONHSAG022827,NONHSAG022827,RP11-666A8.9,NONHSAG022827
lNONHSAG022828,NONHSAG022828,NONHSAG022828,NONHSAG022828
lNONHSAG022830,NONHSAG022830,RP11-318A15.2,NONHSAG022830
lNONHSAG022831,NONHSAG022831,NONHSAG022831,NONHSAG022831
lNONHSAG022832,NONHSAG022832,JMJD6,NONHSAG022832
lNONHSAG022833,NONHSAG022833,METTL23,NONHSAG022833
lNONHSAG022834,NONHSAG022834,SRSF2,NONHSAG022834
lNONHSAG022835,NONHSAG022835,MFSD11,NONHSAG022835
lNONHSAG022836,NONHSAG022836,NONHSAG022836,NONHSAG022836
lNONHSAG022837,NONHSAG022837,NONHSAG022837,NONHSAG022837
lNONHSAG022838,NONHSAG022838,CTD-2246P4.1;LINC02080,NONHSAG022838
lNONHSAG022839,NONHSAG022839,NONHSAG022839,NONHSAG022839
lNONHSAG022840,NONHSAG022840,NONHSAG022840,NONHSAG022840
lNONHSAG022841,NONHSAG022841,LINC00868,NONHSAG022841
lNONHSAG022844,NONHSAG022844,RP11-87G24.3,NONHSAG022844
lNONHSAG022845,NONHSAG022845,LINC00338;SNHG20,NONHSAG022845
lNONHSAG022846,NONHSAG022846,NONHSAG022846,NONHSAG022846
lNONHSAG022847,NONHSAG022847,NONHSAG022847,NONHSAG022847
lNONHSAG022848,NONHSAG022848,NONHSAG022848,NONHSAG022848
lNONHSAG022849,NONHSAG022849,CYCSP40,NONHSAG022849
lNONHSAG022850,NONHSAG022850,NONHSAG022850,NONHSAG022850
lNONHSAG022851,NONHSAG022851,RP11-285E9.6,NONHSAG022851
lNONHSAG022852,NONHSAG022852,RP11-285E9.5,NONHSAG022852
lNONHSAG022854,NONHSAG022854,RP11-936I5.1,NONHSAG022854
lNONHSAG022856,NONHSAG022856,RP11-75C10.9,NONHSAG022856
lNONHSAG022857,NONHSAG022857,RP11-75C10.7,NONHSAG022857
lNONHSAG022858,NONHSAG022858,RP11-13K12.2,NONHSAG022858
lNONHSAG022859,NONHSAG022859,RP11-13K12.1,NONHSAG022859
lNONHSAG022860,NONHSAG022860,RP11-13K12.5,NONHSAG022860
lNONHSAG022862,NONHSAG022862,RP11-316M20.1;LINC01987,NONHSAG022862
lNONHSAG022863,NONHSAG022863,NONHSAG022863,NONHSAG022863
lNONHSAG022864,NONHSAG022864,NONHSAG022864,NONHSAG022864
lNONHSAG022866,NONHSAG022866,RPI002_004483,NONHSAG022866
lNONHSAG022867,NONHSAG022867,NONHSAG022867,NONHSAG022867
lNONHSAG022868,NONHSAG022868,NONHSAG022868,NONHSAG022868
lNONHSAG022869,NONHSAG022869,UBE2V2P2,NONHSAG022869
lNONHSAG022871,NONHSAG022871,AC021593.1,NONHSAG022871
lNONHSAG022872,NONHSAG022872,TNRC6C-AS1,NONHSAG022872
lNONHSAG022874,NONHSAG022874,NONHSAG022874,NONHSAG022874
lNONHSAG022878,NONHSAG022878,TMC8,NONHSAG022878
lNONHSAG022880,NONHSAG022880,NONHSAG022880,NONHSAG022880
lNONHSAG022881,NONHSAG022881,AFMID,NONHSAG022881
lNONHSAG022884,NONHSAG022884,NONHSAG022884,NONHSAG022884
lNONHSAG022885,NONHSAG022885,RP11-219G17.4;LINC01993,NONHSAG022885
lNONHSAG022886,NONHSAG022886,NONHSAG022886,NONHSAG022886
lNONHSAG022888,NONHSAG022888,RP11-806H10.4,NONHSAG022888
lNONHSAG022889,NONHSAG022889,RN7SL236P,NONHSAG022889
lNONHSAG022890,NONHSAG022890,PGS1,NONHSAG022890
lNONHSAG022891,NONHSAG022891,PGS1,NONHSAG022891
lNONHSAG022893,NONHSAG022893,RP11-559N14.5;DNAH17-AS1,NONHSAG022893
lNONHSAG022895,NONHSAG022895,RN7SL454P,NONHSAG022895
lNONHSAG022897,NONHSAG022897,CTD-2357A8.3,NONHSAG022897
lNONHSAG022900,NONHSAG022900,USP36,NONHSAG022900
lNONHSAG022901,NONHSAG022901,NONHSAG022901,NONHSAG022901
lNONHSAG022902,NONHSAG022902,RPL9P29,NONHSAG022902
lNONHSAG022903,NONHSAG022903,RP11-323N12.5,NONHSAG022903
lNONHSAG022904,NONHSAG022904,NONHSAG022904,NONHSAG022904
lNONHSAG022906,NONHSAG022906,NONHSAG022906,NONHSAG022906
lNONHSAG022907,NONHSAG022907,CTD-2373H9.5,NONHSAG022907
lNONHSAG022908,NONHSAG022908,LGALS3BP,NONHSAG022908
lNONHSAG022910,NONHSAG022910,NONHSAG022910,NONHSAG022910
lNONHSAG022911,NONHSAG022911,CANT1,NONHSAG022911
lNONHSAG022915,NONHSAG022915,RBFOX3,NONHSAG022915
lNONHSAG022916,NONHSAG022916,RP11-398J5.1,NONHSAG022916
lNONHSAG022917,NONHSAG022917,NONHSAG022917,NONHSAG022917
lNONHSAG022918,NONHSAG022918,NONHSAG022918,NONHSAG022918
lNONHSAG022919,NONHSAG022919,NONHSAG022919,NONHSAG022919
lNONHSAG022922,NONHSAG022922,NONHSAG022922,NONHSAG022922
lNONHSAG022925,NONHSAG022925,RP11-353N14.2,NONHSAG022925
lNONHSAG022926,NONHSAG022926,RP11-353N14.3,NONHSAG022926
lNONHSAG022927,NONHSAG022927,RP11-353N14.5;LINC01979,NONHSAG022927
lNONHSAG022928,NONHSAG022928,RP11-353N14.4;LINC01978,NONHSAG022928
lNONHSAG022929,NONHSAG022929,AC100791.1,NONHSAG022929
lNONHSAG022930,NONHSAG022930,CTD-2529O21.1,NONHSAG022930
lNONHSAG022931,NONHSAG022931,CTD-2529O21.2,NONHSAG022931
lNONHSAG022933,NONHSAG022933,NONHSAG022933,NONHSAG022933
lNONHSAG022938,NONHSAG022938,NONHSAG022938,NONHSAG022938
lNONHSAG022941,NONHSAG022941,RPI002_001184,NONHSAG022941
lNONHSAG022942,NONHSAG022942,NONHSAG022942,NONHSAG022942
lNONHSAG022945,NONHSAG022945,RP11-334C17.5,NONHSAG022945
lNONHSAG022947,NONHSAG022947,NONHSAG022947,NONHSAG022947
lNONHSAG022952,NONHSAG022952,CTD-2047H16.2,NONHSAG022952
lNONHSAG022953,NONHSAG022953,CTD-2047H16.4,NONHSAG022953
lNONHSAG022958,NONHSAG022958,NONHSAG022958,NONHSAG022958
lNONHSAG022959,NONHSAG022959,NONHSAG022959,NONHSAG022959
lNONHSAG022960,NONHSAG022960,NONHSAG022960,NONHSAG022960
lNONHSAG022961,NONHSAG022961,RPL32P31,NONHSAG022961
lNONHSAG022963,NONHSAG022963,RP11-28G8.1,NONHSAG022963
lNONHSAG022964,NONHSAG022964,CTD-2561B21.4,NONHSAG022964
lNONHSAG022965,NONHSAG022965,CTD-2561B21.3,NONHSAG022965
lNONHSAG022966,NONHSAG022966,CTD-2561B21.5,NONHSAG022966
lNONHSAG022967,NONHSAG022967,CTD-2561B21.7,NONHSAG022967
lNONHSAG022968,NONHSAG022968,NONHSAG022968,NONHSAG022968
lNONHSAG022969,NONHSAG022969,CTD-2561B21.11,NONHSAG022969
lNONHSAG022970,NONHSAG022970,CTD-2561B21.10,NONHSAG022970
lNONHSAG022971,NONHSAG022971,RPI002_005602,NONHSAG022971
lNONHSAG022972,NONHSAG022972,BAIAP2-AS1,NONHSAG022972
lNONHSAG022976,NONHSAG022976,NONHSAG022976,NONHSAG022976
lNONHSAG022977,NONHSAG022977,AATK,NONHSAG022977
lNONHSAG022980,NONHSAG022980,RP11-149I9.2,NONHSAG022980
lNONHSAG022981,NONHSAG022981,AATK-AS1,NONHSAG022981
lNONHSAG022982,NONHSAG022982,RP11-455O6.2,NONHSAG022982
lNONHSAG022983,NONHSAG022983,AC027601.1,NONHSAG022983
lNONHSAG022986,NONHSAG022986,C17orf89,NONHSAG022986
lNONHSAG022989,NONHSAG022989,LINC00482,NONHSAG022989
lNONHSAG022991,NONHSAG022991,RP11-1055B8.2,NONHSAG022991
lNONHSAG022993,NONHSAG022993,NONHSAG022993,NONHSAG022993
lNONHSAG022994,NONHSAG022994,RP11-1055B8.4;RP11-1055B8.3,NONHSAG022994
lNONHSAG022995,NONHSAG022995,NONHSAG022995,NONHSAG022995
lNONHSAG022996,NONHSAG022996,RP11-1055B8.6,NONHSAG022996
lNONHSAG022997,NONHSAG022997,NONHSAG022997,NONHSAG022997
lNONHSAG022998,NONHSAG022998,NONHSAG022998,NONHSAG022998
lNONHSAG023000,NONHSAG023000,RP11-1055B8.8,NONHSAG023000
lNONHSAG023002,NONHSAG023002,NONHSAG023002,NONHSAG023002
lNONHSAG023003,NONHSAG023003,RP13-766D20.2,NONHSAG023003
lNONHSAG023004,NONHSAG023004,NONHSAG023004,NONHSAG023004
lNONHSAG023005,NONHSAG023005,NONHSAG023005,NONHSAG023005
lNONHSAG023006,NONHSAG023006,NPLOC4,NONHSAG023006
lNONHSAG023012,NONHSAG023012,NONHSAG023012,NONHSAG023012
lNONHSAG023017,NONHSAG023017,HGS,NONHSAG023017
lNONHSAG023018,NONHSAG023018,RP13-1032I1.7,NONHSAG023018
lNONHSAG023019,NONHSAG023019,NONHSAG023019,NONHSAG023019
lNONHSAG023020,NONHSAG023020,NONHSAG023020,NONHSAG023020
lNONHSAG023021,NONHSAG023021,NONHSAG023021,NONHSAG023021
lNONHSAG023022,NONHSAG023022,NONHSAG023022,NONHSAG023022
lNONHSAG023026,NONHSAG023026,NONHSAG023026,NONHSAG023026
lNONHSAG023028,NONHSAG023028,RP11-498C9.2,NONHSAG023028
lNONHSAG023031,NONHSAG023031,NONHSAG023031,NONHSAG023031
lNONHSAG023032,NONHSAG023032,RP11-498C9.3,NONHSAG023032
lNONHSAG023033,NONHSAG023033,ARHGDIA,NONHSAG023033
lNONHSAG023036,NONHSAG023036,RP11-498C9.15,NONHSAG023036
lNONHSAG023037,NONHSAG023037,RP11-498C9.16,NONHSAG023037
lNONHSAG023038,NONHSAG023038,NONHSAG023038,NONHSAG023038
lNONHSAG023039,NONHSAG023039,NONHSAG023039,NONHSAG023039
lNONHSAG023041,NONHSAG023041,ANAPC11,NONHSAG023041
lNONHSAG023042,NONHSAG023042,PCYT2,NONHSAG023042
lNONHSAG023043,NONHSAG023043,SIRT7,NONHSAG023043
lNONHSAG023045,NONHSAG023045,RP11-498C9.12,NONHSAG023045
lNONHSAG023047,NONHSAG023047,NONHSAG023047,NONHSAG023047
lNONHSAG023048,NONHSAG023048,NONHSAG023048,NONHSAG023048
lNONHSAG023049,NONHSAG023049,RP11-498C9.13;MAFG-AS1,NONHSAG023049
lNONHSAG023051,NONHSAG023051,NONHSAG023051;AC137723.5,NONHSAG023051
lNONHSAG023052,NONHSAG023052,RP11-498C9.17,NONHSAG023052
lNONHSAG023053,NONHSAG023053,NONHSAG023053,NONHSAG023053
lNONHSAG023055,NONHSAG023055,STRA13,NONHSAG023055
lNONHSAG023057,NONHSAG023057,DCXR,NONHSAG023057
lNONHSAG023063,NONHSAG023063,NONHSAG023063,NONHSAG023063
lNONHSAG023064,NONHSAG023064,CCDC57,NONHSAG023064
lNONHSAG023067,NONHSAG023067,RP11-1376P16.2,NONHSAG023067
lNONHSAG023069,NONHSAG023069,RP11-1376P16.1,NONHSAG023069
lNONHSAG023072,NONHSAG023072,NONHSAG023072,NONHSAG023072
lNONHSAG023073,NONHSAG023073,RP13-516M14.2,NONHSAG023073
lNONHSAG023074,NONHSAG023074,NONHSAG023074,NONHSAG023074
lNONHSAG023079,NONHSAG023079,NONHSAG023079,NONHSAG023079
lNONHSAG023080,NONHSAG023080,CSNK1D,NONHSAG023080
lNONHSAG023081,NONHSAG023081,NONHSAG023081,NONHSAG023081
lNONHSAG023082,NONHSAG023082,AC132872.1,NONHSAG023082
lNONHSAG023084,NONHSAG023084,NONHSAG023084,NONHSAG023084
lNONHSAG023085,NONHSAG023085,RP13-516M14.4,NONHSAG023085
lNONHSAG023086,NONHSAG023086,RP13-516M14.1,NONHSAG023086
lNONHSAG023087,NONHSAG023087,RPI002_005607,NONHSAG023087
lNONHSAG023088,NONHSAG023088,RP13-20L14.1,NONHSAG023088
lNONHSAG023089,NONHSAG023089,NONHSAG023089,NONHSAG023089
lNONHSAG023091,NONHSAG023091,NONHSAG023091,NONHSAG023091
lNONHSAG023093,NONHSAG023093,RP13-20L14.4,NONHSAG023093
