lncRNA_id,identifier,gene_name,gene_id
lNONHSAG021697,NONHSAG021697,RP11-690G19.3,NONHSAG021697
lNONHSAG021698,NONHSAG021698,CTB-131K11.1,NONHSAG021698
lNONHSAG021699,NONHSAG021699,NONHSAG021699,NONHSAG021699
lNONHSAG021701,NONHSAG021701,CDK12,NONHSAG021701
lNONHSAG021702,NONHSAG021702,NONHSAG021702,NONHSAG021702
lNONHSAG021704,NONHSAG021704,NONHSAG021704,NONHSAG021704
lNONHSAG021705,NONHSAG021705,AC087491.2,NONHSAG021705
lNONHSAG021709,NONHSAG021709,ERBB2,NONHSAG021709
lNONHSAG021712,NONHSAG021712,RP11-94L15.2,NONHSAG021712
lNONHSAG021713,NONHSAG021713,NONHSAG021713,NONHSAG021713
lNONHSAG021716,NONHSAG021716,NONHSAG021716,NONHSAG021716
lNONHSAG021717,NONHSAG021717,NONHSAG021717,NONHSAG021717
lNONHSAG021718,NONHSAG021718,NONHSAG021718,NONHSAG021718
lNONHSAG021721,NONHSAG021721,NONHSAG021721,NONHSAG021721
lNONHSAG021723,NONHSAG021723,RP11-387H17.4,NONHSAG021723
lNONHSAG021731,NONHSAG021731,NONHSAG021731,NONHSAG021731
lNONHSAG021732,NONHSAG021732,NONHSAG021732,NONHSAG021732
lNONHSAG021733,NONHSAG021733,NONHSAG021733,NONHSAG021733
lNONHSAG021735,NONHSAG021735,NONHSAG021735,NONHSAG021735
lNONHSAG021736,NONHSAG021736,CASC3,NONHSAG021736
lNONHSAG021740,NONHSAG021740,CTD-2267D19.6,NONHSAG021740
lNONHSAG021742,NONHSAG021742,CTD-2267D19.2;RARA-AS1,NONHSAG021742
lNONHSAG021744,NONHSAG021744,NONHSAG021744,NONHSAG021744
lNONHSAG021746,NONHSAG021746,NONHSAG021746,NONHSAG021746
lNONHSAG021747,NONHSAG021747,RP11-58O9.1,NONHSAG021747
lNONHSAG021748,NONHSAG021748,NONHSAG021748,NONHSAG021748
lNONHSAG021750,NONHSAG021750,RP5-1028K7.2,NONHSAG021750
lNONHSAG021752,NONHSAG021752,NONHSAG021752,NONHSAG021752
lNONHSAG021753,NONHSAG021753,RPI002_001884,NONHSAG021753
lNONHSAG021755,NONHSAG021755,NONHSAG021755,NONHSAG021755
lNONHSAG021756,NONHSAG021756,AC090283.3,NONHSAG021756
lNONHSAG021757,NONHSAG021757,RPI002_001882,NONHSAG021757
lNONHSAG021760,NONHSAG021760,RP11-605F20.1,NONHSAG021760
lNONHSAG021764,NONHSAG021764,AC004231.2;RP5-1110E20.1,NONHSAG021764
lNONHSAG021771,NONHSAG021771,TBC1D3P7,NONHSAG021771
lNONHSAG021773,NONHSAG021773,AC003958.2,NONHSAG021773
lNONHSAG021774,NONHSAG021774,KRT43P,NONHSAG021774
lNONHSAG021775,NONHSAG021775,KRT13,NONHSAG021775
lNONHSAG021780,NONHSAG021780,LINC00974,NONHSAG021780
lNONHSAG021783,NONHSAG021783,KRT42P,NONHSAG021783
lNONHSAG021784,NONHSAG021784,NONHSAG021784,NONHSAG021784
lNONHSAG021785,NONHSAG021785,EIF1,NONHSAG021785
lNONHSAG021786,NONHSAG021786,RN7SL399P,NONHSAG021786
lNONHSAG021787,NONHSAG021787,LEPREL4,NONHSAG021787
lNONHSAG021788,NONHSAG021788,NONHSAG021788,NONHSAG021788
lNONHSAG021790,NONHSAG021790,NT5C3B,NONHSAG021790
lNONHSAG021792,NONHSAG021792,RP11-156E6.1,NONHSAG021792
lNONHSAG021793,NONHSAG021793,NONHSAG021793,NONHSAG021793
lNONHSAG021796,NONHSAG021796,NONHSAG021796,NONHSAG021796
lNONHSAG021800,NONHSAG021800,RP11-229E13.2,NONHSAG021800
lNONHSAG021807,NONHSAG021807,CTD-2132N18.4,NONHSAG021807
lNONHSAG021812,NONHSAG021812,RP11-358B23.1,NONHSAG021812
lNONHSAG021817,NONHSAG021817,RP11-358B23.5,NONHSAG021817
lNONHSAG021818,NONHSAG021818,AC003104.1,NONHSAG021818
lNONHSAG021820,NONHSAG021820,STAT3,NONHSAG021820
lNONHSAG021823,NONHSAG021823,NONHSAG021823,NONHSAG021823
lNONHSAG021825,NONHSAG021825,RP11-194N12.2,NONHSAG021825
lNONHSAG021826,NONHSAG021826,RP11-400F19.18,NONHSAG021826
lNONHSAG021827,NONHSAG021827,RP11-400F19.18,NONHSAG021827
lNONHSAG021830,NONHSAG021830,RP11-400F19.6,NONHSAG021830
lNONHSAG021836,NONHSAG021836,MLX,NONHSAG021836
lNONHSAG021838,NONHSAG021838,NONHSAG021838,NONHSAG021838
lNONHSAG021839,NONHSAG021839,NONHSAG021839,NONHSAG021839
lNONHSAG021840,NONHSAG021840,FAM134C,NONHSAG021840
lNONHSAG021841,NONHSAG021841,NONHSAG021841,NONHSAG021841
lNONHSAG021842,NONHSAG021842,ATP5LP7,NONHSAG021842
lNONHSAG021845,NONHSAG021845,CTD-3193K9.4,NONHSAG021845
lNONHSAG021846,NONHSAG021846,CTD-3193K9.3,NONHSAG021846
lNONHSAG021849,NONHSAG021849,CTD-3193K9.1,NONHSAG021849
lNONHSAG021851,NONHSAG021851,NONHSAG021851,NONHSAG021852;NONHSAG021851
lNONHSAG021860,NONHSAG021860,AOC4P,NONHSAG021860
lNONHSAG021861,NONHSAG021861,AOC4P,NONHSAG021861
lNONHSAG021862,NONHSAG021862,LINC00671,NONHSAG021862
lNONHSAG021865,NONHSAG021865,RPI002_002633,NONHSAG021865
lNONHSAG021866,NONHSAG021866,NONHSAG021866,NONHSAG021866
lNONHSAG021867,NONHSAG021867,NONHSAG021867,NONHSAG021867
lNONHSAG021869,NONHSAG021869,RP11-376M2.2,NONHSAG021869
lNONHSAG021870,NONHSAG021870,RPL27,NONHSAG021870
lNONHSAG021872,NONHSAG021872,CTD-3199J23.4,NONHSAG021872
lNONHSAG021874,NONHSAG021874,NBR2,NONHSAG021874
lNONHSAG021875,NONHSAG021875,RP11-242D8.1,NONHSAG021875
lNONHSAG021878,NONHSAG021878,LINC00854,NONHSAG021878
lNONHSAG021879,NONHSAG021879,NONHSAG021879,NONHSAG021879
lNONHSAG021880,NONHSAG021880,NONHSAG021880,NONHSAG021880
lNONHSAG021881,NONHSAG021881,NONHSAG021881,NONHSAG021881
lNONHSAG021882,NONHSAG021882,LINC00910,NONHSAG021882
lNONHSAG021883,NONHSAG021883,NONHSAG021883,NONHSAG021883
lNONHSAG021884,NONHSAG021884,NONHSAG021884,NONHSAG021884
lNONHSAG021886,NONHSAG021886,MIR2117,NONHSAG021886
lNONHSAG021888,NONHSAG021888,NONHSAG021888,NONHSAG021888
lNONHSAG021889,NONHSAG021889,ETV4,NONHSAG021889
lNONHSAG021890,NONHSAG021890,NONHSAG021890,NONHSAG021890
lNONHSAG021891,NONHSAG021891,RP11-392O1.4,NONHSAG021891
lNONHSAG021892,NONHSAG021892,NONHSAG021892,NONHSAG021892
lNONHSAG021893,NONHSAG021893,CTC-501O10.1,NONHSAG021893
lNONHSAG021895,NONHSAG021895,RP5-905N1.2,NONHSAG021895
lNONHSAG021899,NONHSAG021899,RP11-527L4.5,NONHSAG021899
lNONHSAG021900,NONHSAG021900,NONHSAG021900,NONHSAG021900
lNONHSAG021901,NONHSAG021901,RP11-527L4.6,NONHSAG021901
lNONHSAG021902,NONHSAG021902,NONHSAG021902,NONHSAG021902
lNONHSAG021905,NONHSAG021905,U3,NONHSAG021905
lNONHSAG021907,NONHSAG021907,G6PC3,NONHSAG021907
lNONHSAG021909,NONHSAG021909,RP11-546M21.6,NONHSAG021909
lNONHSAG021910,NONHSAG021910,NONHSAG021910,NONHSAG021910
lNONHSAG021911,NONHSAG021911,ASB16-AS1,NONHSAG021911
lNONHSAG021912,NONHSAG021912,NONHSAG021912,NONHSAG021912
lNONHSAG021914,NONHSAG021914,CTB-175E5.7,NONHSAG021914
lNONHSAG021917,NONHSAG021917,SHC1P2,NONHSAG021917
lNONHSAG021919,NONHSAG021919,RPI002_007513,NONHSAG021919
lNONHSAG021920,NONHSAG021920,RN7SL507P,NONHSAG021920
lNONHSAG021921,NONHSAG021921,AC003102.3;RUNDC3A-AS1,NONHSAG021921
lNONHSAG021923,NONHSAG021923,NONHSAG021923,NONHSAG021923
lNONHSAG021924,NONHSAG021924,NONHSAG021924,NONHSAG021924
lNONHSAG021926,NONHSAG021926,RPI002_003379,NONHSAG021926
lNONHSAG021930,NONHSAG021930,NONHSAG021930,NONHSAG021930
lNONHSAG021932,NONHSAG021932,RN7SL258P,NONHSAG021932
lNONHSAG021933,NONHSAG021933,NONHSAG021933,NONHSAG021933
lNONHSAG021936,NONHSAG021936,RP11-1072C15.2,NONHSAG021936
lNONHSAG021937,NONHSAG021937,C17orf104,NONHSAG021937
lNONHSAG021938,NONHSAG021938,RP11-1072C15.4,NONHSAG021938
lNONHSAG021941,NONHSAG021941,RP11-1072C15.1,NONHSAG021941
lNONHSAG021942,NONHSAG021942,NONHSAG021942,NONHSAG021942
lNONHSAG021945,NONHSAG021945,CTC-296K1.4,NONHSAG021945
lNONHSAG021947,NONHSAG021947,NONHSAG021947,NONHSAG021947
lNONHSAG021952,NONHSAG021952,AC015936.3,NONHSAG021952
lNONHSAG021953,NONHSAG021953,NONHSAG021953,NONHSAG021953
lNONHSAG021954,NONHSAG021954,GFAP,NONHSAG021954
lNONHSAG021957,NONHSAG021957,CTD-2534I21.8,NONHSAG021957
lNONHSAG021958,NONHSAG021958,NONHSAG021958,NONHSAG021958
lNONHSAG021960,NONHSAG021960,NONHSAG021960,NONHSAG021960
lNONHSAG021966,NONHSAG021966,NONHSAG021966,NONHSAG021966
lNONHSAG021967,NONHSAG021967,AC002117.1,NONHSAG021967
lNONHSAG021968,NONHSAG021968,RP13-890H12.2,NONHSAG021968
lNONHSAG021969,NONHSAG021969,NONHSAG021969,NONHSAG021969
lNONHSAG021970,NONHSAG021970,CTD-2020K17.1,NONHSAG021970
lNONHSAG021973,NONHSAG021973,FMNL1,NONHSAG021973
lNONHSAG021976,NONHSAG021976,FMNL1;CTD-2020K17.3,NONHSAG021976
lNONHSAG021977,NONHSAG021977,CTD-2020K17.4,NONHSAG021977
lNONHSAG021978,NONHSAG021978,MAP3K14-AS1,NONHSAG021978
lNONHSAG021979,NONHSAG021979,NONHSAG021979,NONHSAG021979
lNONHSAG021980,NONHSAG021980,CTB-39G8.2,NONHSAG021980
lNONHSAG021981,NONHSAG021981,CTB-39G8.3,NONHSAG021981
lNONHSAG021985,NONHSAG021985,NONHSAG021985,NONHSAG021985
lNONHSAG021986,NONHSAG021986,AC091132.1,NONHSAG021986
lNONHSAG021989,NONHSAG021989,RP11-798G7.5,NONHSAG021989
lNONHSAG021990,NONHSAG021990,LRRC37A4P,NONHSAG021990
lNONHSAG021991,NONHSAG021991,NONHSAG021991,NONHSAG021991
lNONHSAG021992,NONHSAG021992,NONHSAG021992,NONHSAG021992
lNONHSAG021995,NONHSAG021995,RP11-798G7.8,NONHSAG021995
lNONHSAG021996,NONHSAG021996,NONHSAG021996,NONHSAG021996
lNONHSAG021997,NONHSAG021997,RP11-798G7.6,NONHSAG021997
lNONHSAG021998,NONHSAG021998,RP11-798G7.7,NONHSAG021998
lNONHSAG022000,NONHSAG022000,NONHSAG022000,NONHSAG022000
lNONHSAG022001,NONHSAG022001,NONHSAG022001,NONHSAG022001
lNONHSAG022002,NONHSAG022002,NONHSAG022002,NONHSAG022002
lNONHSAG022003,NONHSAG022003,NONHSAG022003,NONHSAG022003
lNONHSAG022005,NONHSAG022005,NONHSAG022005,NONHSAG022005
lNONHSAG022006,NONHSAG022006,NONHSAG022006,NONHSAG022006
lNONHSAG022007,NONHSAG022007,RP11-293E1.2,NONHSAG022007
lNONHSAG022009,NONHSAG022009,MAPT-AS1,NONHSAG022009
lNONHSAG022010,NONHSAG022010,NONHSAG022010;MAPT-IT1,NONHSAG022010
lNONHSAG022011,NONHSAG022011,RP11-669E14.4,NONHSAG022011
lNONHSAG022012,NONHSAG022012,NONHSAG022012,NONHSAG022012
lNONHSAG022015,NONHSAG022015,NONHSAG022015,NONHSAG022015
lNONHSAG022017,NONHSAG022017,RP11-669E14.6,NONHSAG022017
lNONHSAG022018,NONHSAG022018,KANSL1-AS1,NONHSAG022018
lNONHSAG022019,NONHSAG022019,RP11-259G18.1,NONHSAG022019
lNONHSAG022020,NONHSAG022020,RN7SL656P,NONHSAG022020
lNONHSAG022021,NONHSAG022021,RN7SL199P,NONHSAG022021
lNONHSAG022022,NONHSAG022022,NONHSAG022022,NONHSAG022022
lNONHSAG022023,NONHSAG022023,FAM215B,NONHSAG022023
lNONHSAG022027,NONHSAG022027,RP11-63A1.1,NONHSAG022027
lNONHSAG022029,NONHSAG022029,LRRC37A17P,NONHSAG022029
lNONHSAG022030,NONHSAG022030,RP11-156P1.3,NONHSAG022030
lNONHSAG022031,NONHSAG022031,RN7SL270P,NONHSAG022031
lNONHSAG022032,NONHSAG022032,NONHSAG022032,NONHSAG022032
lNONHSAG022033,NONHSAG022033,CDC27,NONHSAG022033
lNONHSAG022034,NONHSAG022034,RP5-867C24.4,NONHSAG022034
lNONHSAG022035,NONHSAG022035,RP5-867C24.5,NONHSAG022035
lNONHSAG022036,NONHSAG022036,NONHSAG022036,NONHSAG022036
lNONHSAG022037,NONHSAG022037,RP11-290H9.4,NONHSAG022037
lNONHSAG022040,NONHSAG022040,CTD-2026D20.2,NONHSAG022040
lNONHSAG022041,NONHSAG022041,NONHSAG022041,NONHSAG022041
lNONHSAG022042,NONHSAG022042,NONHSAG022042,NONHSAG022042
lNONHSAG022043,NONHSAG022043,MRPL45P2,NONHSAG022043
lNONHSAG022046,NONHSAG022046,RP11-580I16.2,NONHSAG022046
lNONHSAG022047,NONHSAG022047,NONHSAG022047,NONHSAG022047
lNONHSAG022050,NONHSAG022050,RP11-138C9.1,NONHSAG022050
lNONHSAG022055,NONHSAG022055,RP11-6N17.1,NONHSAG022055
lNONHSAG022057,NONHSAG022057,AC003665.1;RP11-6N17.2;SP2-AS1,NONHSAG022057
lNONHSAG022058,NONHSAG022058,RP11-6N17.3,NONHSAG022058
lNONHSAG022059,NONHSAG022059,RP11-6N17.6,NONHSAG022059
lNONHSAG022060,NONHSAG022060,NONHSAG022060,NONHSAG022060
lNONHSAG022061,NONHSAG022061,NONHSAG022061,NONHSAG022061
lNONHSAG022062,NONHSAG022062,CDK5RAP3,NONHSAG022062
lNONHSAG022063,NONHSAG022063,RP11-6N17.10,NONHSAG022063
lNONHSAG022065,NONHSAG022065,RP5-890E16.2,NONHSAG022065
lNONHSAG022067,NONHSAG022067,SNX11,NONHSAG022067
lNONHSAG022068,NONHSAG022068,NONHSAG022068,NONHSAG022068
lNONHSAG022069,NONHSAG022069,RPI002_002181,NONHSAG022069
lNONHSAG022070,NONHSAG022070,RPI002_006636,NONHSAG022070
lNONHSAG022072,NONHSAG022072,RP11-456D7.1,NONHSAG022072
lNONHSAG022073,NONHSAG022073,AC090627.1;THRA1/BTR,NONHSAG022073
lNONHSAG022074,NONHSAG022074,RP11-433M22.1,NONHSAG022074
lNONHSAG022075,NONHSAG022075,U3,NONHSAG022075
lNONHSAG022076,NONHSAG022076,RP11-433M22.2,NONHSAG022076
lNONHSAG022077,NONHSAG022077,HOXB2,NONHSAG022077
lNONHSAG022078,NONHSAG022078,HOXB-AS1;HOXB-AS3,NONHSAG022078
lNONHSAG022080,NONHSAG022080,HOXB-AS2,NONHSAG022080
lNONHSAG022082,NONHSAG022082,MIR10A,NONHSAG022082
lNONHSAG022087,NONHSAG022087,NONHSAG022087,NONHSAG022087
lNONHSAG022088,NONHSAG022088,HOXB-AS4,NONHSAG022088
lNONHSAG022089,NONHSAG022089,HOXB7,NONHSAG022089
lNONHSAG022090,NONHSAG022090,CTD-2377D24.8,NONHSAG022090
lNONHSAG022091,NONHSAG022091,RPL9P28,NONHSAG022091
lNONHSAG022094,NONHSAG022094,HOXB-AS5,NONHSAG022094
lNONHSAG022095,NONHSAG022095,CTD-2377D24.4,NONHSAG022095
lNONHSAG022096,NONHSAG022096,NONHSAG022096,NONHSAG022096
lNONHSAG022099,NONHSAG022099,CALCOCO2,NONHSAG022099
lNONHSAG022103,NONHSAG022103,CALCOCO2,NONHSAG022103
lNONHSAG022104,NONHSAG022104,RP11-501C14.9,NONHSAG022104
lNONHSAG022106,NONHSAG022106,AC091133.1,NONHSAG022106
lNONHSAG022108,NONHSAG022108,RPI002_002516,NONHSAG022108
lNONHSAG022109,NONHSAG022109,NONHSAG022109,NONHSAG022109
lNONHSAG022110,NONHSAG022110,RP11-501C14.5,NONHSAG022110
lNONHSAG022111,NONHSAG022111,RP11-501C14.6,NONHSAG022111
lNONHSAG022112,NONHSAG022112,RP11-501C14.7,NONHSAG022112
lNONHSAG022113,NONHSAG022113,NONHSAG022113,NONHSAG022113
lNONHSAG022114,NONHSAG022114,CTD-2244F11.2,NONHSAG022114
lNONHSAG022116,NONHSAG022116,RP11-708H21.4,NONHSAG022116
lNONHSAG022117,NONHSAG022117,NONHSAG022117,NONHSAG022117
lNONHSAG022118,NONHSAG022118,RP1-62O9.3,NONHSAG022118
lNONHSAG022120,NONHSAG022120,RPI002_004391,NONHSAG022120
lNONHSAG022122,NONHSAG022122,NONHSAG022122,NONHSAG022122
lNONHSAG022124,NONHSAG022124,NONHSAG022124,NONHSAG022124
lNONHSAG022125,NONHSAG022125,NONHSAG022125,NONHSAG022125
lNONHSAG022127,NONHSAG022127,RP11-1079K10.4,NONHSAG022127
lNONHSAG022131,NONHSAG022131,RP11-1079K10.5;LINC02075,NONHSAG022131
lNONHSAG022132,NONHSAG022132,RPI002_003229,NONHSAG022132
lNONHSAG022133,NONHSAG022133,RP5-1029K10.2,NONHSAG022133
lNONHSAG022134,NONHSAG022134,RP5-1029K10.4,NONHSAG022134
lNONHSAG022135,NONHSAG022135,NONHSAG022135,NONHSAG022135
lNONHSAG022142,NONHSAG022142,RP11-613C6.2,NONHSAG022142
lNONHSAG022146,NONHSAG022146,RP11-304F15.7,NONHSAG022146
lNONHSAG022147,NONHSAG022147,NONHSAG022147,NONHSAG022147
lNONHSAG022148,NONHSAG022148,RP11-304F15.4,NONHSAG022148
lNONHSAG022149,NONHSAG022149,RP11-304F15.6,NONHSAG022149
lNONHSAG022150,NONHSAG022150,DLX4,NONHSAG022150
lNONHSAG022151,NONHSAG022151,RP11-1094H24.3,NONHSAG022151
lNONHSAG022152,NONHSAG022152,RP11-1094H24.4;PICART1,NONHSAG022152
lNONHSAG022155,NONHSAG022155,ITGA3,NONHSAG022155
lNONHSAG022157,NONHSAG022157,RP5-875H18.4,NONHSAG022157
lNONHSAG022161,NONHSAG022161,AC002401.1,NONHSAG022161
lNONHSAG022162,NONHSAG022162,RP11-893F2.13,NONHSAG022162
lNONHSAG022164,NONHSAG022164,HILS1,NONHSAG022164
lNONHSAG022171,NONHSAG022171,RP11-893F2.15,NONHSAG022171
lNONHSAG022172,NONHSAG022172,RP11-893F2.6;RP11-893F2.5,NONHSAG022172
lNONHSAG022175,NONHSAG022175,NONHSAG022175,NONHSAG022175
lNONHSAG022177,NONHSAG022177,RP11-893F2.9;TMEM92-AS1,NONHSAG022177
lNONHSAG022181,NONHSAG022181,RP1-117B12.4,NONHSAG022181
lNONHSAG022182,NONHSAG022182,MRPS21P9,NONHSAG022182
lNONHSAG022185,NONHSAG022185,NONHSAG022185,NONHSAG022185
lNONHSAG022188,NONHSAG022188,RP11-94C24.6,NONHSAG022188
lNONHSAG022192,NONHSAG022192,RP11-94C24.8,NONHSAG022192
lNONHSAG022194,NONHSAG022194,CACNA1G-AS1,NONHSAG022194
lNONHSAG022195,NONHSAG022195,CTB-22K21.2,NONHSAG022195
lNONHSAG022198,NONHSAG022198,RP11-294J22.6,NONHSAG022198
lNONHSAG022200,NONHSAG022200,LUC7L3,NONHSAG022200
lNONHSAG022201,NONHSAG022201,LUC7L3,NONHSAG022201
lNONHSAG022204,NONHSAG022204,NONHSAG022204,NONHSAG022204
lNONHSAG022206,NONHSAG022206,LINC00483,NONHSAG022206
lNONHSAG022208,NONHSAG022208,RP11-506D12.5,NONHSAG022208
lNONHSAG022210,NONHSAG022210,TOB1-AS1,NONHSAG022210
lNONHSAG022212,NONHSAG022212,RP11-700H6.4,NONHSAG022212
lNONHSAG022213,NONHSAG022213,NONHSAG022213,NONHSAG022213
lNONHSAG022214,NONHSAG022214,RP11-700H6.1,NONHSAG022214
lNONHSAG022215,NONHSAG022215,RP11-700H6.2,NONHSAG022215
lNONHSAG022219,NONHSAG022219,SPAG9,NONHSAG022219
lNONHSAG022220,NONHSAG022220,RP11-481C4.1,NONHSAG022220
lNONHSAG022224,NONHSAG022224,RP11-421E14.2,NONHSAG022224
lNONHSAG022225,NONHSAG022225,NONHSAG022225,NONHSAG022225
lNONHSAG022227,NONHSAG022227,RP11-1018N14.1;LINC02071,NONHSAG022227
lNONHSAG022228,NONHSAG022228,RP11-1018N14.3,NONHSAG022228
lNONHSAG022230,NONHSAG022230,RP11-1018N14.2,NONHSAG022230
lNONHSAG022231,NONHSAG022231,RP11-1018N14.5,NONHSAG022231
lNONHSAG022235,NONHSAG022235,RP11-429O1.1,NONHSAG022235
lNONHSAG022236,NONHSAG022236,NONHSAG022236,NONHSAG022236
lNONHSAG022238,NONHSAG022238,NONHSAG022238,NONHSAG022238
lNONHSAG022239,NONHSAG022239,RP11-750B16.1,NONHSAG022239
lNONHSAG022240,NONHSAG022240,RP11-146P2.1,NONHSAG022240
lNONHSAG022241,NONHSAG022241,CTD-2535P7.1,NONHSAG022241
lNONHSAG022244,NONHSAG022244,NONHSAG022244,NONHSAG022244
lNONHSAG022246,NONHSAG022246,ARL2BPP8,NONHSAG022246
lNONHSAG022247,NONHSAG022247,RN7SKP14,NONHSAG022247
lNONHSAG022251,NONHSAG022251,COX11,NONHSAG022251
lNONHSAG022252,NONHSAG022252,NONHSAG022252,NONHSAG022252
lNONHSAG022253,NONHSAG022253,STXBP4,NONHSAG022253
lNONHSAG022255,NONHSAG022255,NONHSAG022255,NONHSAG022255
lNONHSAG022256,NONHSAG022256,CTC-462L7.1,NONHSAG022256
lNONHSAG022257,NONHSAG022257,NONHSAG022257,NONHSAG022257
lNONHSAG022258,NONHSAG022258,RP11-515O17.2,NONHSAG022258
lNONHSAG022261,NONHSAG022261,RP11-515O17.3,NONHSAG022261
lNONHSAG022262,NONHSAG022262,MMD,NONHSAG022262
lNONHSAG022263,NONHSAG022263,RP11-515E23.2,NONHSAG022263
lNONHSAG022265,NONHSAG022265,CTD-2033D24.2,NONHSAG022265
lNONHSAG022267,NONHSAG022267,NONHSAG022267,NONHSAG022267
lNONHSAG022268,NONHSAG022268,NONHSAG022268,NONHSAG022268
lNONHSAG022270,NONHSAG022270,NONHSAG022270,NONHSAG022270
lNONHSAG022271,NONHSAG022271,RP11-763E3.1,NONHSAG022271
lNONHSAG022272,NONHSAG022272,ANKFN1,NONHSAG022272
lNONHSAG022275,NONHSAG022275,RPI002_002704,NONHSAG022275
lNONHSAG022280,NONHSAG022280,NONHSAG022280,NONHSAG022280
lNONHSAG022281,NONHSAG022281,RP11-670E13.2,NONHSAG022281
lNONHSAG022283,NONHSAG022283,NONHSAG022283,NONHSAG022283
lNONHSAG022287,NONHSAG022287,RP11-670E13.5,NONHSAG022287
lNONHSAG022293,NONHSAG022293,RP5-1107A17.4,NONHSAG022293
lNONHSAG022295,NONHSAG022295,NONHSAG022295,NONHSAG022295
lNONHSAG022296,NONHSAG022296,RP11-166P13.3,NONHSAG022296
lNONHSAG022297,NONHSAG022297,RP11-166P13.4,NONHSAG022297
lNONHSAG022298,NONHSAG022298,CTD-2377D24.6,NONHSAG022298
lNONHSAG022302,NONHSAG022302,RP11-118E18.2,NONHSAG022302
lNONHSAG022303,NONHSAG022303,RP11-118E18.4,NONHSAG022303
lNONHSAG022304,NONHSAG022304,RN7SL449P,NONHSAG022304
lNONHSAG022306,NONHSAG022306,NONHSAG022306,NONHSAG022306
lNONHSAG022307,NONHSAG022307,NONHSAG022307,NONHSAG022307
lNONHSAG022308,NONHSAG022308,RP11-60A24.3,NONHSAG022308
lNONHSAG022309,NONHSAG022309,RN7SKP94,NONHSAG022309
lNONHSAG022310,NONHSAG022310,RPI002_004909,NONHSAG022310
lNONHSAG022311,NONHSAG022311,NONHSAG022311,NONHSAG022311
lNONHSAG022313,NONHSAG022313,CUEDC1,NONHSAG022313
lNONHSAG022314,NONHSAG022314,RP11-343K8.3,NONHSAG022314
lNONHSAG022315,NONHSAG022315,RP11-159D12.2,NONHSAG022315
lNONHSAG022317,NONHSAG022317,NONHSAG022317,NONHSAG022317
lNONHSAG022318,NONHSAG022318,RP11-159D12.10,NONHSAG022318
lNONHSAG022319,NONHSAG022319,RP11-159D12.9,NONHSAG022319
lNONHSAG022327,NONHSAG022327,BZRAP1-AS1;TSPOAP1-AS1,NONHSAG022327
lNONHSAG022328,NONHSAG022328,MIR142,NONHSAG022328
lNONHSAG022332,NONHSAG022332,RP11-112H10.6,NONHSAG022332
lNONHSAG022335,NONHSAG022335,RP11-112H10.4,NONHSAG022335
lNONHSAG022339,NONHSAG022339,NONHSAG022339,NONHSAG022339
lNONHSAG022341,NONHSAG022341,RP11-579O24.1,NONHSAG022341
lNONHSAG022342,NONHSAG022342,RP11-579O24.3,NONHSAG022342
lNONHSAG022343,NONHSAG022343,NONHSAG022343,NONHSAG022343
lNONHSAG022347,NONHSAG022347,AC099850.1,NONHSAG022347
lNONHSAG022348,NONHSAG022348,SKA2,NONHSAG022348
lNONHSAG022350,NONHSAG022350,CTD-2510F5.4,NONHSAG022350
lNONHSAG022351,NONHSAG022351,RP11-567L7.7,NONHSAG022351
lNONHSAG022352,NONHSAG022352,RP11-567L7.7,NONHSAG022352
lNONHSAG022353,NONHSAG022353,NONHSAG022353,NONHSAG022353
lNONHSAG022354,NONHSAG022354,RP11-567L7.5,NONHSAG022354
lNONHSAG022355,NONHSAG022355,RP11-567L7.6;LINC01476,NONHSAG022355
lNONHSAG022357,NONHSAG022357,NONHSAG022357,NONHSAG022357
lNONHSAG022358,NONHSAG022358,NONHSAG022358,NONHSAG022358
lNONHSAG022365,NONHSAG022365,RP11-619I22.1,NONHSAG022365
lNONHSAG022367,NONHSAG022367,NDUFB8P2,NONHSAG022367
lNONHSAG022371,NONHSAG022371,RNFT1,NONHSAG022371
lNONHSAG022372,NONHSAG022372,RP11-178C3.2,NONHSAG022372
lNONHSAG022373,NONHSAG022373,NONHSAG022373,NONHSAG022373
lNONHSAG022374,NONHSAG022374,RP11-178C3.6,NONHSAG022374
lNONHSAG022375,NONHSAG022375,CTD-2319I12.2,NONHSAG022375
lNONHSAG022376,NONHSAG022376,CTD-2319I12.1,NONHSAG022376
lNONHSAG022377,NONHSAG022377,CTD-2319I12.3,NONHSAG022377
lNONHSAG022378,NONHSAG022378,CTD-2319I12.4,NONHSAG022378
lNONHSAG022380,NONHSAG022380,NONHSAG022380,NONHSAG022380
lNONHSAG022381,NONHSAG022381,FAM106DP,NONHSAG022381
lNONHSAG022383,NONHSAG022383,RP11-3K24.1,NONHSAG022383
lNONHSAG022385,NONHSAG022385,RP11-3K24.2,NONHSAG022385
lNONHSAG022387,NONHSAG022387,RP11-15E18.5,NONHSAG022387
lNONHSAG022389,NONHSAG022389,NONHSAG022389;RP11-15E18.1,NONHSAG022389
lNONHSAG022390,NONHSAG022390,NONHSAG022390,NONHSAG022390
lNONHSAG022391,NONHSAG022391,RP11-15E18.2,NONHSAG022391
lNONHSAG022392,NONHSAG022392,NONHSAG022392,NONHSAG022392
lNONHSAG022394,NONHSAG022394,RN7SL606P,NONHSAG022394
lNONHSAG022395,NONHSAG022395,AC111155.1,NONHSAG022395
